"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Mark Andrews (BAL)","4","4","41","10.3","20","1","2","0","0","0","0","1","16.1","16.1","94.8%"
"2","Jonnu Smith (PIT)","7","7","96","13.7","18","0","1","0","0","0","0","1","15.6","15.6","54.3%"
"3","David Njoku (CLE)","10","14","76","7.6","15","0","1","0","0","0","0","1","13.6","13.6","91.8%"
"4","Zach Ertz (WAS)","4","5","40","10.0","15","0","1","0","0","0","0","1","10.0","10.0","43.6%"
"5","Cade Otton (TB)","8","10","100","12.5","28","2","0","0","0","0","0","1","10.0","10.0","16.9%"
"6","Tucker Kraft (GB)","3","4","33","11.0","14","0","1","0","0","0","0","1","9.3","9.3","83.6%"
"7","Brock Bowers (LV)","10","14","93","9.3","25","1","0","0","0","0","0","1","9.3","9.3","99.6%"
"8","Hunter Henry (NE)","8","9","92","11.5","32","1","0","0","0","0","0","1","9.2","9.2","45.3%"
"9","George Kittle (SF)","6","7","92","15.3","41","2","0","0","0","0","0","1","9.2","9.2","99.4%"
"10","Will Dissly (LAC)","8","11","81","10.1","18","0","0","0","0","0","0","1","8.1","8.1","2.2%"
"11","Tyler Conklin (LAC)","4","4","7","1.8","5","0","1","0","0","0","0","1","6.7","6.7","3.5%"
"12","Noah Gray (KC)","4","4","66","16.5","26","2","0","0","0","0","0","1","6.6","6.6","4.8%"
"13","Ben Sinnott (WAS)","2","2","6","3.0","3","0","1","0","0","0","0","1","6.6","6.6","3.8%"
"14","Kyle Pitts Sr. (ATL)","7","9","65","9.3","13","0","0","0","0","0","0","1","6.5","6.5","68.2%"
"15","Noah Fant (CIN)","4","4","65","16.3","28","2","0","0","0","0","0","1","6.5","6.5","4.2%"
"16","Ja'Tavion Sanders (CAR)","6","6","61","10.2","29","1","0","0","0","0","0","1","6.1","6.1","6.8%"
"17","Dalton Kincaid (BUF)","3","6","52","17.3","25","1","0","0","0","0","0","1","5.2","5.2","78.3%"
"18","Pat Freiermuth (PIT)","2","3","51","25.5","30","2","0","0","0","0","0","1","5.1","5.1","18.8%"
"19","Trey McBride (ARI)","5","7","51","10.2","14","0","0","0","0","0","0","1","5.1","5.1","99.4%"
"20","Chig Okonkwo (TEN)","4","4","50","12.5","26","1","0","0","0","0","0","1","5.0","5.0","19.0%"
"21","Jordan Akins (FA)","4","4","42","10.5","21","1","0","0","0","0","0","1","4.2","4.2","1.0%"
"22","Lucas Krull (DEN)","3","4","41","13.7","23","1","0","0","0","0","0","1","4.1","4.1","1.8%"
"23","Foster Moreau (NO)","2","2","38","19.0","32","1","0","0","0","0","0","1","3.8","3.8","0.7%"
"24","Darnell Washington (PIT)","4","4","36","9.0","18","0","0","0","0","0","0","1","3.6","3.6","1.1%"
"25","Evan Engram (DEN)","5","5","35","7.0","13","0","0","0","0","0","0","1","3.5","3.5","90.0%"
"26","Josh Whyle (TEN)","3","4","34","11.3","12","0","0","0","0","0","0","1","3.4","3.4","0.6%"
"27","Colby Parkinson (LAR)","2","2","32","16.0","23","1","0","0","0","0","0","1","3.2","3.2","0.6%"
"28","Austin Hooper (NE)","4","5","32","8.0","11","0","0","0","0","0","0","1","3.2","3.2","1.5%"
"29","Stone Smartt (NYJ)","1","2","31","31.0","31","1","0","0","0","0","0","1","3.1","3.1","1.0%"
"30","Dalton Schultz (HOU)","1","2","28","28.0","28","1","0","0","0","0","0","1","2.8","2.8","9.8%"
"31","Sam LaPorta (DET)","1","2","25","25.0","25","1","0","0","0","0","0","1","2.5","2.5","98.7%"
"32","Nick Vannett (MIN)","4","4","25","6.3","11","0","0","0","0","0","0","1","2.5","2.5","0.0%"
"33","Harrison Bryant (HOU)","2","2","19","9.5","12","0","0","0","0","0","0","1","1.9","1.9","0.0%"
"34","Juwan Johnson (NO)","3","6","18","6.0","12","0","0","0","0","0","0","1","1.8","1.8","6.2%"
"35","Isaiah Likely (BAL)","2","4","17","8.5","10","0","0","0","0","0","0","1","1.7","1.7","27.6%"
"36","Travis Kelce (KC)","4","5","17","4.3","7","0","0","0","0","0","0","1","1.7","1.7","97.0%"
"37","Cade Stover (HOU)","1","1","15","15.0","15","0","0","0","0","0","0","1","1.5","1.5","1.2%"
"38","Charlie Kolar (BAL)","1","1","14","14.0","14","0","0","0","0","0","0","1","1.4","1.4","0.1%"
"39","Daniel Bellinger (NYG)","1","1","11","11.0","11","0","0","0","0","0","0","1","1.1","1.1","0.6%"
"40","Johnny Mundt (JAC)","4","5","8","2.0","3","0","0","0","0","0","0","1","0.8","0.8","0.1%"
"41","Eric Tomlinson (FA)","1","1","7","7.0","7","0","0","0","0","0","0","1","0.7","0.7","0.0%"
"42","Grant Calcaterra (PHI)","1","1","5","5.0","5","0","0","0","0","0","0","1","0.5","0.5","0.6%"
"43","Will Mallory (IND)","1","1","5","5.0","5","0","0","0","0","0","0","1","0.5","0.5","1.0%"
"44","AJ Barner (SEA)","1","1","5","5.0","5","0","0","0","0","0","0","1","0.5","0.5","2.6%"
"45","Hunter Long (JAC)","1","1","5","5.0","5","0","0","0","0","0","0","1","0.5","0.5","0.0%"
"46","Josh Oliver (MIN)","1","1","5","5.0","5","0","0","0","0","0","0","1","0.5","0.5","0.7%"
"47","Dawson Knox (BUF)","1","3","5","5.0","5","0","0","0","0","0","0","1","0.5","0.5","2.1%"
"48","Ian Thomas (LV)","2","2","4","2.0","2","0","0","0","0","0","0","1","0.4","0.4","0.1%"
"49","Julian Hill (MIA)","1","2","4","4.0","4","0","0","0","0","0","0","1","0.4","0.4","0.6%"
"50","Ben Sims (GB)","1","1","2","2.0","2","0","0","0","0","0","0","1","0.2","0.2","0.0%"
"51","Mike Gesicki (CIN)","1","1","2","2.0","2","0","0","0","0","0","0","1","0.2","0.2","15.2%"
"52","Elijah Higgins (ARI)","1","1","1","1.0","1","0","0","0","0","0","0","1","0.1","0.1","0.6%"
"53","Tip Reiman (ARI)","1","1","1","1.0","1","0","0","0","0","0","0","1","0.1","0.1","0.1%"
"54","Kenny Yeboah (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"55","John Bates (WAS)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.6%"
"56","Quintin Morris (JAC)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.4%"
"57","Tommy Tremble (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"58","Jake Ferguson (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","69.2%"
"59","Dominique Dafney (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"60","Kylen Granson (PHI)","0","2","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.2%"
"61","Elijah Arroyo (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12.1%"
"62","Luke Lachey (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.1%"
"63","Jake Briningstool (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"64","Jalin Conyers (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.2%"
"65","Dalton Keene (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"66","Mitchell Wilcox (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"67","Luke Farrell (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"68","Josiah Deguara (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"69","Adam Trautman (DEN)","0","3","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.7%"
"70","Giovanni Ricci (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
