"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Tee Higgins (CIN)","11","12","131","11.9","31","1","3","0","0","0","1","1","29.1","29.1","99.0%"
"2","Malik Nabers (NYG)","7","8","171","24.4","59","3","2","0","0","0","0","1","29.1","29.1","99.6%"
"3","DeVonta Smith (PHI)","6","7","120","20.0","49","3","2","0","0","0","0","1","24.0","24.0","94.0%"
"4","Adam Thielen (CAR)","5","6","110","22.0","40","2","2","0","0","0","0","1","23.0","23.0","36.0%"
"5","Marvin Mims Jr. (DEN)","8","8","103","12.9","51","2","2","1","-1","0","0","1","22.2","22.2","40.4%"
"6","Mike Evans (TB)","8","9","97","12.1","34","2","2","0","0","0","0","1","21.7","21.7","98.0%"
"7","Ladd McConkey (LAC)","8","10","94","11.8","40","1","2","0","0","0","0","1","21.4","21.4","99.2%"
"8","Ricky Pearsall (SF)","8","10","141","17.6","40","2","1","2","6","0","0","1","20.7","20.7","80.8%"
"9","Jameson Williams (DET)","5","8","77","15.4","41","1","1","2","-2","1","0","1","19.5","19.5","91.6%"
"10","Alec Pierce (IND)","6","9","122","20.3","49","2","1","0","0","0","0","1","18.2","18.2","8.8%"
"11","Jalen McMillan (TB)","5","5","51","10.2","16","0","2","1","9","0","0","1","18.0","18.0","19.2%"
"12","Brian Thomas Jr. (JAC)","7","10","91","13.0","31","1","1","1","18","0","0","1","16.9","16.9","99.5%"
"13","Michael Pittman Jr. (IND)","9","10","109","12.1","31","1","1","0","0","0","0","1","16.9","16.9","68.4%"
"14","Olamide Zaccheaus (CHI)","8","9","85","10.6","16","0","1","1","8","0","0","1","15.3","15.3","1.1%"
"15","Xavier Worthy (KC)","8","9","79","9.9","21","1","1","2","10","0","0","1","14.9","14.9","95.5%"
"16","Jalen Nailor (MIN)","5","5","81","16.2","31","2","1","0","0","0","0","1","14.1","14.1","4.5%"
"17","Wan'Dale Robinson (NYG)","5","6","71","14.2","35","1","1","0","0","0","0","1","13.1","13.1","19.3%"
"18","Tyrell Shavers (BUF)","1","1","69","69.0","69","1","1","0","0","0","0","1","12.9","12.9","0.0%"
"19","Jordan Addison (MIN)","6","8","69","11.5","20","1","1","0","0","0","0","1","12.9","12.9","83.2%"
"20","Puka Nacua (LAR)","10","14","129","12.9","25","2","0","0","0","0","0","1","12.9","12.9","99.6%"
"21","Jakobi Meyers (LV)","5","9","61","12.2","29","1","1","0","0","0","0","1","12.1","12.1","84.5%"
"22","Amon-Ra St. Brown (DET)","8","10","60","7.5","14","0","1","0","0","0","0","1","12.0","12.0","99.7%"
"23","Justin Watson (HOU)","2","2","60","30.0","49","1","1","0","0","0","0","1","12.0","12.0","1.0%"
"24","Amari Cooper (FA)","3","3","56","18.7","30","1","1","0","0","0","0","1","11.6","11.6","6.5%"
"25","Courtland Sutton (DEN)","5","9","55","11.0","15","0","1","0","0","0","0","1","11.5","11.5","93.4%"
"26","Drake London (ATL)","7","13","106","15.1","31","1","0","0","0","0","0","1","10.6","10.6","99.2%"
"27","Garrett Wilson (NYJ)","7","8","66","9.4","28","1","1","0","0","0","1","1","10.6","10.6","97.7%"
