"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Marvin Harrison Jr. (ARI)","4","8","130","32.5","60","3","2","0","0","0","0","1","25.0","25.0","97.5%"
"2","Calvin Ridley (TEN)","4","6","77","19.3","40","1","1","1","10","1","0","1","20.7","20.7","89.9%"
"3","Nico Collins (HOU)","8","10","135","16.9","28","2","1","0","0","0","0","1","19.5","19.5","99.6%"
"4","Justin Jefferson (MIN)","4","7","133","33.3","97","1","1","0","0","0","0","1","19.3","19.3","99.7%"
"5","DK Metcalf (PIT)","10","14","129","12.9","56","1","1","0","0","0","0","1","18.9","18.9","96.5%"
"6","Malik Nabers (NYG)","10","18","127","12.7","28","3","1","0","0","0","0","1","18.7","18.7","99.6%"
"7","Chris Godwin (TB)","7","8","117","16.7","41","1","1","0","0","0","0","1","17.7","17.7","81.4%"
"8","Quentin Johnston (LAC)","5","6","51","10.2","29","1","2","0","0","0","0","1","17.1","17.1","14.4%"
"9","Davante Adams (LAR)","9","12","110","12.2","30","3","1","0","0","0","0","1","17.0","17.0","97.3%"
"10","Rashid Shaheed (NO)","4","4","96","24.0","70","1","1","3","13","0","0","1","16.9","16.9","61.8%"
"11","Zay Flowers (BAL)","7","11","91","13.0","21","1","1","0","0","0","0","1","15.1","15.1","94.6%"
"12","CeeDee Lamb (DAL)","4","7","90","22.5","65","1","1","0","0","0","0","1","15.0","15.0","99.6%"
"13","Darnell Mooney (ATL)","3","7","88","29.3","41","3","1","0","0","0","0","1","14.8","14.8","57.0%"
"14","DeVonta Smith (PHI)","7","10","76","10.9","19","0","1","0","0","0","0","1","13.6","13.6","94.0%"
"15","Rashee Rice (KC)","5","6","75","15.0","44","1","1","0","0","0","0","1","13.5","13.5","93.9%"
"16","Andrei Iosivas (CIN)","2","4","7","3.5","4","0","2","0","0","0","0","1","12.7","12.7","4.0%"
"17","Amon-Ra St. Brown (DET)","11","18","119","10.8","20","1","0","0","0","0","0","1","11.9","11.9","99.7%"
"18","Jaxon Smith-Njigba (SEA)","12","16","117","9.8","24","1","0","0","0","0","0","1","11.7","11.7","98.2%"
"19","Alec Pierce (IND)","5","7","56","11.2","18","0","1","0","0","0","0","1","11.6","11.6","8.8%"
"20","Jalen Nailor (MIN)","3","4","54","18.0","26","1","1","0","0","0","0","1","11.4","11.4","4.5%"
"21","Drake London (ATL)","6","7","54","9.0","19","0","1","0","0","0","0","1","11.4","11.4","99.2%"
"22","Deebo Samuel Sr. (WAS)","8","10","110","13.8","28","2","0","2","-10","0","0","1","10.0","10.0","85.1%"
"23","Jameson Williams (DET)","5","11","79","15.8","50","1","0","1","15","0","0","1","9.4","9.4","91.6%"
"24","Brian Thomas Jr. (JAC)","2","4","94","47.0","66","2","0","0","0","0","0","1","9.4","9.4","99.5%"
"25","Josh Reynolds (NYJ)","4","5","93","23.3","49","2","0","0","0","0","0","1","9.3","9.3","2.5%"
"26","Chris Olave (NO)","4","6","81","20.3","39","1","0","1","7","0","0","1","8.8","8.8","86.4%"
"27","Dontayvion Wicks (GB)","3","4","26","8.7","14","0","1","0","0","0","0","1","8.6","8.6","5.3%"
"28","Jalen Tolbert (DAL)","6","9","82","13.7","39","1","0","0","0","0","0","1","8.2","8.2","3.2%"
"29","Wan'Dale Robinson (NYG)","2","4","18","9.0","11","0","1","0","0","0","0","1","7.8","7.8","19.3%"
"30","Jerry Jeudy (CLE)","5","6","73","14.6","30","2","0","0","0","0","0","1","7.3","7.3","88.6%"
"31","Ja'Lynn Polk (NE)","2","3","12","6.0","7","0","1","1","0","0","0","1","7.2","7.2","1.4%"
"32","Garrett Wilson (NYJ)","4","6","57","14.3","26","1","0","1","5","0","0","1","6.2","6.2","97.7%"
"33","Romeo Doubs (GB)","3","3","62","20.7","39","1","0","0","0","0","0","1","6.2","6.2","15.4%"
"34","Khalil Shakir (BUF)","5","5","54","10.8","21","1","0","1","2","0","0","1","5.6","5.6","78.1%"
"35","Noah Brown (WAS)","3","3","56","18.7","34","1","0","0","0","0","0","1","5.6","5.6","1.8%"
"36","DJ Moore (CHI)","6","10","53","8.8","19","0","0","0","0","0","0","1","5.3","5.3","94.6%"
"37","Demarcus Robinson (SF)","2","4","50","25.0","42","1","0","0","0","0","0","1","5.0","5.0","2.1%"
"38","Lil'Jordan Humphrey (NYG)","4","5","50","12.5","27","1","0","0","0","0","0","1","5.0","5.0","0.7%"
"39","Tutu Atwell (LAR)","3","4","48","16.0","21","1","0","0","0","0","0","1","4.8","4.8","3.2%"
"40","Jermaine Burton (CIN)","1","2","47","47.0","47","1","0","0","0","0","0","1","4.7","4.7","1.9%"
"41","Jayden Reed (GB)","2","2","9","4.5","9","0","0","2","37","0","0","1","4.6","4.6","76.8%"
