"Rank","Player","TGT","REC","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"72","Charlie Woerner (ATL)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"73","Donald Parham Jr. (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"74","Stephen Carlson (CHI)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"75","Chris Myarick (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"76","Matt Orzech (GB)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"77","Mitchell Fraboni (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"78","Matt Sokol (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"79","Feleipe Franks (ATL)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"80","Brevin Jordan (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"81","Thomas Fidone II (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"82","Jared Wiley (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"83","AJ Barner (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15.4%"
"84","Cam Grandy (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"85","Caden Prieskorn (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"86","Mason Pline (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"87","Treyton Welch (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"88","Colson Yankoff (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.1%"
"89","Devin Culp (TB)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.2%"
"90","Messiah Swinson (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"91","Brenden Bates (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"92","Jack Westover (NE)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"93","Tip Reiman (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"94","Gavin Bartholomew (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"95","Thomas Yassmin (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"96","Blake Whiteheart (CLE)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"97","Patrick Murtagh (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"98","E.J. Jenkins (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"99","Joel Wilson (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"100","Brayden Willis (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"101","Brady Russell (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"102","Princeton Fant (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"103","Bryson Nesbit (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"104","John Stephens Jr. (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"105","Travis Vokolek (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"106","Nate Adkins (DEN)","1","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.0%"
"107","Tanner Taula (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"108","Julian Hill (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"109","Bryce Pierre (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"110","Patrick Herbert (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"111","Caleb Lohner (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"112","Carter Runyon (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"113","Maximilian Mang (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"114","Nick Kallerup (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"115","Tre Watson (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"116","Zach Horton (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"117","Robbie Ouzts (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"118","Hayden Rucci (MIA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"119","David Martin-Robinson (TEN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"120","CJ Dippre (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"121","Mitchell Evans (CAR)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.6%"
"122","Keleki Latu (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"123","Rivaldo Fairweather (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"124","Joshua Simon (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"125","Sal Cannella (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"126","Shane Zylstra (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.1%"
"127","Nikola Kalinic (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"128","Justin Shorter (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.9%"
"129","Erick All Jr. (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"130","Jelani Woods (NYJ)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","3.9%"
"131","Will Mallory (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"132","Davis Allen (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"133","Teagan Quitoriano (ATL)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"134","Greg Dulcich (MIA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","5.8%"
"135","Elijah Higgins (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"136","James Mitchell (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"137","Moliki Matavao (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"138","Terrance Ferguson (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.6%"
"139","Michael Mayer (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.3%"
"140","Mark Redman (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"141","Brock Wright (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"142","Jack Stoll (NO)","1","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"143","Grant Calcaterra (PHI)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.6%"
"144","Tucker Fisk (LAC)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.0%"
"145","Zaire Mitchell-Paden (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"146","Payne Durham (TB)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.1%"
"147","Ben Sims (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"148","Brenton Strange (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","18.4%"
"149","Cade Stover (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"150","Thomas Odukoya (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"151","Cameron Latu (PHI)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.2%"
"152","Lucas Krull (DEN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.8%"
"153","Drew Ogletree (IND)","1","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.1%"
"154","Leroy Watson IV (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"155","Connor Heyward (PIT)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"156","Stone Smartt (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"157","Ko Kieft (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"158","Drew Sample (CIN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.0%"
"159","Drake Dunsmore (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"160","Dominique Curry (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"161","Derek Fine (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"162","J.P. Foschi (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"163","Joey Haynos (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"164","Brad Cottam (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"165","Darnell Dinkins (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"166","Marquez Branson (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"167","James Dearth (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"168","Justin Snow (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"169","Marcedes Lewis (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"170","Keith Zinger (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"171","Pharaoh Brown (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"172","Johnny Mundt (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"173","Eric Saubert (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.8%"
"174","Mo Alie-Cox (IND)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.6%"
"175","Robert Tonyan (KC)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"176","Will Dissly (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"177","Albert Okwuegbunam Jr. (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"178","Ross Dwelley (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"179","Tyree Jackson (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"180","Josh Oliver (MIN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.7%"
"181","Foster Moreau (NO)","1","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.2%"
"182","Durham Smythe (CHI)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.1%"
"183","Jordan Akins (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"184","Ian Thomas (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"185","Mike Gesicki (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.5%"
"186","Tyler Conklin (LAC)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.9%"
"187","Chris Manhertz (NYG)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"188","Darren Waller (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","28.6%"
"189","Zach Wood (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.5%"
"190","Nick Vannett (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"191","Tyler Higbee (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.6%"
"192","Andrew DePaola (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"193","Tyler Ott (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"194","James Winchester (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
""
""
