"Rank","Player","TGT","REC","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"41","Isaiah Williams (NYJ)","4","3","31","10.3","15","0","0","1","25","0","0","1","5.6","5.6","0.0%"
"42","Rashid Shaheed (SEA)","12","9","75","8.3","10","0","0","0","0","0","1","1","5.5","5.5","76.2%"
"43","Xavier Worthy (KC)","7","5","53","10.6","27","1","0","0","0","0","0","1","5.3","5.3","92.8%"
"44","Elic Ayomanor (TEN)","8","4","52","13.0","26","1","0","0","0","0","0","1","5.2","5.2","28.0%"
"45","Rashod Bateman (BAL)","4","2","51","25.5","36","1","0","0","0","0","0","1","5.1","5.1","17.8%"
"46","Wan'Dale Robinson (NYG)","4","3","48","16.0","34","1","0","0","0","0","0","1","4.8","4.8","60.6%"
"47","DeMario Douglas (NE)","1","1","44","44.0","44","1","0","2","3","0","0","1","4.7","4.7","11.4%"
"48","Jauan Jennings (SF)","7","4","45","11.3","25","1","0","0","0","0","0","1","4.5","4.5","77.8%"
"49","Keenan Allen (LAC)","5","4","44","11.0","17","0","0","0","0","0","0","1","4.4","4.4","89.7%"
"50","Kendrick Bourne (SF)","4","3","44","14.7","18","0","0","0","0","0","0","1","4.4","4.4","15.5%"
"51","Tez Johnson (TB)","6","5","43","8.6","16","0","0","0","0","0","0","1","4.3","4.3","38.0%"
"52","Braxton Berrios (HOU)","5","5","38","7.6","14","0","0","0","0","0","0","1","3.8","3.8","0.6%"
"53","Jalen Coker (CAR)","4","3","36","12.0","22","1","0","0","0","0","0","1","3.6","3.6","7.0%"
"54","Emeka Egbuka (TB)","9","3","35","11.7","24","1","0","0","0","0","0","1","3.5","3.5","97.3%"
"55","Olamide Zaccheaus (CHI)","7","7","33","4.7","6","0","0","0","0","0","0","1","3.3","3.3","1.4%"
"56","Jamari Thrash (CLE)","3","2","31","15.5","21","1","0","0","0","0","0","1","3.1","3.1","0.6%"
"57","Malachi Corley (CLE)","0","0","0","0","0","0","0","1","31","0","0","1","3.1","3.1","1.1%"
"58","KhaDarel Hodge (ATL)","8","3","31","10.3","16","0","0","0","0","0","0","1","3.1","3.1","1.2%"
"59","Keon Coleman (BUF)","4","3","30","10.0","14","0","0","0","0","0","0","1","3.0","3.0","59.2%"
"60","Malik Heath (GB)","3","3","29","9.7","13","0","0","0","0","0","0","1","2.9","2.9","0.6%"
"61","JuJu Smith-Schuster (KC)","2","2","29","14.5","24","1","0","0","0","0","0","1","2.9","2.9","2.8%"
"62","Calvin Austin III (PIT)","6","4","28","7.0","13","0","0","0","0","0","0","1","2.8","2.8","10.3%"
"63","Darius Slayton (NYG)","5","2","26","13.0","19","0","0","0","0","0","0","1","2.6","2.6","25.9%"
"64","Casey Washington (ATL)","1","1","25","25.0","25","1","0","0","0","0","0","1","2.5","2.5","0.1%"
"65","Demarcus Robinson (SF)","3","2","5","2.5","6","0","0","0","0","0","0","1","2.5","2.5","1.1%"
"66","Luke McCaffrey (WAS)","3","3","24","8.0","17","0","0","0","0","0","0","1","2.4","2.4","6.6%"
"67","Arian Smith (NYJ)","1","1","23","23.0","23","1","0","0","0","0","0","1","2.3","2.3","0.7%"
"68","Brandin Cooks (NO)","4","3","22","7.3","11","0","0","0","0","0","0","1","2.2","2.2","2.2%"
"69","Jared Wayne (HOU)","2","2","20","10.0","17","0","0","0","0","0","0","1","2.0","2.0","0.0%"
"70","Nick Westbrook-Ikhine (MIA)","3","1","18","18.0","18","0","0","0","0","0","0","1","1.8","1.8","1.1%"
"71","Beaux Collins (NYG)","2","1","18","18.0","18","0","0","0","0","0","0","1","1.8","1.8","0.1%"
"72","Marvin Mims Jr. (DEN)","1","0","0","0","0","0","0","3","18","0","0","1","1.8","1.8","33.5%"
"73","Xavier Legette (CAR)","3","2","17","8.5","11","0","0","0","0","0","0","1","1.7","1.7","18.0%"
"74","David Sills V (ATL)","3","2","14","7.0","12","0","0","0","0","0","0","1","1.4","1.4","0.0%"
"75","DeAndre Hopkins (BAL)","1","1","14","14.0","14","0","0","0","0","0","0","1","1.4","1.4","5.5%"
"76","Elijah Moore (BUF)","4","1","14","14.0","14","0","0","0","0","0","0","1","1.4","1.4","0.7%"
"77","Ben Skowronek (PIT)","1","1","13","13.0","13","0","0","0","0","0","0","1","1.3","1.3","0.1%"
"78","Deebo Samuel Sr. (WAS)","6","3","11","3.7","6","0","0","1","1","0","0","1","1.2","1.2","92.3%"
"79","Darnell Mooney (ATL)","4","1","11","11.0","11","0","0","0","0","0","0","1","1.1","1.1","47.6%"
"80","Devaughn Vele (NO)","5","1","10","10.0","10","0","0","0","0","0","0","1","1.0","1.0","0.7%"
"81","Jimmy Horn Jr. (CAR)","1","0","0","0","0","0","0","2","9","0","0","1","0.9","0.9","0.6%"
"82","Sterling Shepard (TB)","2","1","8","8.0","8","0","0","0","0","0","0","1","0.8","0.8","5.7%"
"83","Ryan Flournoy (DAL)","2","1","7","7.0","7","0","0","0","0","0","0","1","0.7","0.7","1.2%"
"84","Jordan Watkins (SF)","2","1","7","7.0","7","0","0","0","0","0","0","1","0.7","0.7","0.7%"
"85","Van Jefferson (TEN)","8","1","6","6.0","6","0","0","0","0","0","0","1","0.6","0.6","0.8%"
"86","Tylan Wallace (BAL)","1","1","6","6.0","6","0","0","0","0","0","0","1","0.6","0.6","0.6%"
"87","Allen Lazard (NYJ)","2","1","5","5.0","5","0","0","0","0","0","0","1","0.5","0.5","0.7%"
"88","Matthew Golden (GB)","3","3","4","1.3","4","0","0","0","0","0","0","1","0.4","0.4","62.9%"
"89","Gage Larvadain (CLE)","0","0","0","0","0","0","0","1","3","0","0","1","0.3","0.3","0.0%"
"90","Xavier Gipson (PHI)","1","1","3","3.0","3","0","0","0","0","0","0","1","0.3","0.3","1.1%"
"91","Cedrick Wilson Jr. (MIA)","1","1","2","2.0","2","0","0","0","0","0","0","1","0.2","0.2","1.1%"
"92","Devin Duvernay (CHI)","3","1","2","2.0","2","0","0","0","0","0","0","1","0.2","0.2","0.6%"
"93","Chris Tyree (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"94","Marvin Harrison Jr. (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","95.2%"
"95","Jaxon Smith-Njigba (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","99.5%"
"96","Kevin Austin Jr. (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"97","Garrett Wilson (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","95.8%"
"98","AJ Henning (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"99","Brian Thomas Jr. (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","95.5%"
"100","Ronnie Bell (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"101","Cornelius Johnson (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"102","Jayden Reed (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","36.6%"
"103","Jonathan Mingo (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"104","Malik Cunningham (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.1%"
"105","Jalen McMillan (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.4%"
"106","Puka Nacua (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","99.8%"
"107","Simi Fehoko (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"108","Terrace Marshall Jr. (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"109","Austin Trammell (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"110","Parker Washington (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8.1%"
"111","Quentin Johnston (LAC)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","62.1%"
"112","Jordan Whittington (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.7%"
"113","Ainias Smith (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"114","Drake London (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","99.4%"
"115","Chris Blair (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"116","Tyquan Thornton (KC)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","2.8%"
"117","John Metchie III (NYJ)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.8%"
"118","Jermaine Burton (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"119","Treylon Burks (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"120","Dee Eskridge (MIA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"121","Joshua Palmer (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6.4%"
"122","Ja'Corey Brooks (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"123","Traeshon Holden (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"124","Lawrence Cager (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"125","Mason Kinsey (TEN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"126","Quez Watkins (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"127","Cody White (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"128","Quintez Cephus (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"129","Rondale Moore (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.2%"
"130","Amon-Ra St. Brown (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","99.6%"
"131","Kristian Wilkerson (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"132","Gabe Davis (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.9%"
"133","Isaiah Hodgins (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"134","Alex Bachman (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"135","James Proche II (TEN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"136","Jerry Jeudy (CLE)","2","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","70.6%"
"137","Brandon Aiyuk (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","46.6%"
"138","Tom Kennedy (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"139","D.J. Montgomery (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"140","Gunner Olszewski (NYG)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"141","Tutu Atwell (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.5%"
"142","Nico Collins (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","99.0%"
"143","Dan Chisena (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"144","Andre Baccellia (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"145","Seth Williams (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"146","Dyami Brown (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.6%"
"147","Ihmir Smith-Marsette (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"148","Mason Tipton (NO)","1","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.3%"
"149","JaQuae Jackson (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"150","Bryce Oliver (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"151","Kameron Johnson (TB)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.7%"
"152","Tejhaun Palmer (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"153","Jeshaun Jones (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"154","Dee Williams (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.1%"
"155","John Jiles (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"156","Dayton Wade (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"157","Anthony Gould (IND)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.6%"
"158","Tory Horton (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8.7%"
"159","Travis Hunter (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","86.4%"
"160","Isaiah Neyor (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"161","John Stephens Jr. (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"162","Devontez Walker (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"163","Dominic Lovett (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"164","Bub Means (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"165","Joshua Cephus (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"166","Brenden Rice (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"167","Tahj Washington (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"168","Ricky Pearsall (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","73.6%"
"169","Ja'Lynn Polk (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"170","Quentin Skinner (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"171","Dalen Cambre (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"172","Chandler Brayboy (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"173","Jackson Meeks (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"174","Jakobie Keeney-James (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"175","Dontae Fleming (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"176","Ke'Shawn Williams (PIT)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"177","Tru Edwards (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"178","Brennan Presley (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"179","Junior Bergen (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"180","JP Richardson (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"181","Hal Presley III (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"182","Jordan Moore (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"183","Stephen Gosnell (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"184","Courtney Jackson (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"185","Coleman Owen (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"186","Dalevon Campbell (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"187","Kyrese Rowan (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"188","Tyrone Broden (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"189","Darius Cooper (PHI)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.5%"
"190","Myles Price (MIN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"191","Jahdae Walker (CHI)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"192","Jeremiah Webb (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"193","Jimmy Holiday (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"194","Ja'seem Reed (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"195","Luke Floriea (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"196","TJ Moore (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"197","Tai Felton (MIN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.6%"
"198","Xavier Restrepo (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.5%"
"199","Jalen Royals (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.4%"
"200","Da'Quan Felton (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"201","Ricky White III (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"202","Theo Wease Jr. (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"203","Jack Bech (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.0%"
"204","Will Sheppard (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"205","Nick Nash (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"206","Dont'e Thornton Jr. (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.8%"
"207","Kyle Williams (NE)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","2.9%"
"208","Traeshin Holden (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"209","Konata Mumpfield (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"210","Jacksin Meeks (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"211","Jamaal Pritchett (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"212","Jaylin Lane (WAS)","2","1","0","0.0","0","0","0","0","0","0","0","1","0.0","0.0","1.1%"
"213","Isaac TeSlaa (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.1%"
"214","Garrett Greene (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"215","Josh Kelly (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"216","LaJohntay Wester (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.7%"
"217","Efton Chism III (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"218","A.T. Perry (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.6%"
"219","Dontayvion Wicks (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.8%"
"220","Adonai Mitchell (NYJ)","1","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.5%"
"221","Mitch Tinsley (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"222","Isaiah Bond (CLE)","4","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","2.0%"
"223","KeAndre Lambert-Smith (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"224","Jacoby Jones (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"225","Brandon Johnson (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"226","Britain Covey (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"227","Dareke Young (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"228","Michael Bandy (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"229","Trenton Irwin (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"230","Brandon Smith (NYJ)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"231","Tim Jones (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"232","DJ Turner (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"233","Jameson Williams (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","86.5%"
"234","Deven Thompkins (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"235","Justin Shorter (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.9%"
"236","Bo Melton (GB)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.5%"
"237","Jalen Nailor (MIN)","1","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","2.1%"
"238","Danny Gray (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"239","Samori Toure (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"240","Michael Woods II (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"241","Skyy Moore (SF)","1","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.9%"
"242","Xavier Weaver (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"243","Dylan Drummond (ATL)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"244","Jalen Brooks (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"245","Xavier Smith (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"246","Brycen Tremayne (CAR)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"247","Malik Nabers (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","33.4%"
"248","Tyler Scott (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.7%"
"249","Tank Dell (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.9%"
"250","Tyrell Shavers (BUF)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"251","Nikko Remigio (KC)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.6%"
"252","Ryan Miller (TB)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.0%"
"253","Jason Brownlee (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"254","Shedrick Jackson (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"255","Jalen Cropper (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"256","Irvin Charles (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.1%"
"257","Kaden Davis (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.1%"
"258","Lance McCutcheon (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"259","Dennis Houston (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"260","Kendric Pryor (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
