"Rank","Player","TGT","REC","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Trey McBride (ARI)","13","9","127","14.1","24","2","1","0","0","0","0","1","18.7","18.7","99.7%"
"2","Juwan Johnson (NO)","4","4","92","23.0","52","2","1","0","0","0","0","1","15.2","15.2","30.1%"
"3","George Kittle (SF)","9","9","84","9.3","20","1","1","0","0","0","0","1","14.4","14.4","98.8%"
"4","Dalton Schultz (HOU)","11","7","53","7.6","20","1","1","0","0","0","0","1","11.3","11.3","33.5%"
"5","Colby Parkinson (LAR)","5","4","41","10.3","16","0","1","0","0","0","0","1","10.1","10.1","0.6%"
"6","Tyler Warren (IND)","10","8","99","12.4","24","2","0","0","0","0","0","1","9.9","9.9","97.5%"
"7","Jackson Hawes (BUF)","2","1","26","26.0","26","1","1","0","0","0","0","1","8.6","8.6","0.6%"
"8","Cade Otton (TB)","12","9","82","9.1","16","0","0","0","0","0","0","1","8.2","8.2","32.7%"
"9","David Njoku (CLE)","2","2","21","10.5","12","0","1","0","0","0","0","1","8.1","8.1","71.8%"
"10","Luke Farrell (SF)","2","2","15","7.5","9","0","1","0","0","0","0","1","7.5","7.5","0.6%"
"11","Theo Johnson (NYG)","8","7","75","10.7","25","2","0","0","0","0","0","1","7.5","7.5","39.7%"
"12","Mark Andrews (BAL)","5","3","14","4.7","6","0","1","0","0","0","0","1","7.4","7.4","82.2%"
"13","Davis Allen (LAR)","2","2","8","4.0","4","0","1","0","0","0","0","1","6.8","6.8","0.6%"
"14","Ben Sinnott (WAS)","1","1","4","4.0","4","0","1","0","0","0","0","1","6.4","6.4","1.0%"
"15","Colston Loveland (CHI)","4","4","55","13.8","20","2","0","0","0","0","0","1","5.5","5.5","50.0%"
"16","Zach Ertz (WAS)","5","4","54","13.5","30","1","0","0","0","0","0","1","5.4","5.4","65.4%"
"17","Sam LaPorta (DET)","5","5","53","10.6","14","0","0","0","0","0","0","1","5.3","5.3","98.8%"
"18","Harold Fannin Jr. (CLE)","7","4","44","11.0","24","1","0","0","0","0","0","1","4.4","4.4","52.8%"
"19","Dallas Goedert (PHI)","6","4","43","10.8","22","1","0","0","0","0","0","1","4.3","4.3","90.2%"
"20","Kyle Pitts Sr. (ATL)","5","2","38","19.0","25","1","0","0","0","0","0","1","3.8","3.8","79.4%"
"21","Dalton Kincaid (BUF)","3","2","37","18.5","20","1","0","0","0","0","0","1","3.7","3.7","83.9%"
"22","Dawson Knox (BUF)","4","3","37","12.3","20","1","0","0","0","0","0","1","3.7","3.7","1.4%"
"23","Pat Freiermuth (PIT)","3","3","33","11.0","15","0","0","0","0","0","0","1","3.3","3.3","9.3%"
