"Rank","Player","TGT","REC","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"33","Isaiah Williams (NYJ)","1","1","4","4.0","4","0","0","0","0","0","0","1","6.4","6.4","0.1%"
"34","Greg Dortch (ARI)","0","0","0","0","0","0","0","2","2","1","0","1","6.2","6.2","0.9%"
"35","Wan'Dale Robinson (NYG)","11","6","62","10.3","15","0","0","0","0","0","0","1","6.2","6.2","62.9%"
"36","Tetairoa McMillan (CAR)","8","5","60","12.0","26","1","0","0","0","0","0","1","6.0","6.0","94.0%"
"37","Kalif Raymond (DET)","4","4","49","12.3","18","0","0","1","10","0","0","1","5.9","5.9","0.6%"
"38","Khalil Shakir (BUF)","9","7","58","8.3","24","1","0","0","0","0","0","1","5.8","5.8","82.7%"
"39","Treylon Burks (WAS)","3","3","58","19.3","37","1","0","0","0","0","0","1","5.8","5.8","0.6%"
"40","Luther Burden III (CHI)","3","3","51","17.0","27","1","0","0","0","0","0","1","5.1","5.1","8.4%"
"41","Christian Watson (GB)","4","2","45","22.5","25","2","0","0","0","0","0","1","4.5","4.5","21.7%"
"42","Tyler Lockett (LV)","6","5","44","8.8","19","0","0","0","0","0","0","1","4.4","4.4","2.5%"
"43","Pat Bryant (DEN)","2","1","43","43.0","43","1","0","0","0","0","0","1","4.3","4.3","2.0%"
"44","Quentin Johnston (LAC)","10","5","42","8.4","15","0","0","0","0","0","0","1","4.2","4.2","63.0%"
"45","Jakobi Meyers (JAC)","3","3","41","13.7","23","1","0","0","0","0","0","1","4.1","4.1","79.9%"
"46","Jaylin Lane (WAS)","1","1","41","41.0","41","1","0","0","0","0","0","1","4.1","4.1","1.5%"
"47","Dontayvion Wicks (GB)","8","4","38","9.5","20","1","0","0","0","0","0","1","3.8","3.8","2.8%"
"48","Justin Jefferson (MIN)","12","4","37","9.3","11","0","0","0","0","0","0","1","3.7","3.7","99.8%"
"49","Tre Tucker (LV)","3","2","28","14.0","25","1","0","1","7","0","0","1","3.5","3.5","47.3%"
"50","Jaylin Noel (HOU)","4","4","35","8.8","27","1","0","0","0","0","0","1","3.5","3.5","3.6%"
"51","Jordan Addison (MIN)","11","3","35","11.7","26","1","0","0","0","0","0","1","3.5","3.5","87.6%"
"52","DK Metcalf (PIT)","7","3","35","11.7","19","0","0","0","0","0","0","1","3.5","3.5","97.6%"
"53","DeMario Douglas (NE)","2","2","34","17.0","26","1","0","1","0","0","0","1","3.4","3.4","16.3%"
"54","Demarcus Robinson (SF)","4","3","34","11.3","14","0","0","0","0","0","0","1","3.4","3.4","1.1%"
"55","Michael Wilson (ARI)","7","4","34","8.5","15","0","0","0","0","0","0","1","3.4","3.4","4.0%"
"56","Austin Trammell (JAC)","3","2","33","16.5","18","0","0","0","0","0","0","1","3.3","3.3","0.0%"
"57","Malachi Corley (CLE)","1","0","0","0","0","0","0","2","32","0","0","1","3.2","3.2","1.1%"
"58","Sterling Shepard (TB)","4","3","20","6.7","11","0","0","1","11","0","0","1","3.1","3.1","4.5%"
"59","Rashod Bateman (BAL)","2","1","10","10.0","10","0","0","0","0","0","0","1","3.0","3.0","18.5%"
"60","Bo Melton (GB)","5","2","28","14.0","18","0","0","0","0","0","0","1","2.8","2.8","1.5%"
"61","Courtland Sutton (DEN)","4","3","24","8.0","14","0","0","0","0","0","0","1","2.4","2.4","94.8%"
"62","Tyrell Shavers (BUF)","1","1","24","24.0","24","1","0","0","0","0","0","1","2.4","2.4","0.1%"
"63","Rashid Shaheed (SEA)","1","1","3","3.0","3","0","0","2","20","0","0","1","2.3","2.3","76.9%"
"64","Ashton Dulin (IND)","0","0","0","0","0","0","0","1","22","0","0","1","2.2","2.2","0.1%"
"65","Curtis Samuel (BUF)","1","1","21","21.0","21","1","0","0","0","0","0","1","2.1","2.1","1.1%"
"66","Jalen Coker (CAR)","4","3","21","7.0","10","0","0","0","0","0","0","1","2.1","2.1","5.0%"
"67","Kendrick Bourne (SF)","1","1","19","19.0","19","0","0","0","0","0","0","1","1.9","1.9","11.4%"
"68","Keenan Allen (LAC)","5","2","19","9.5","12","0","0","0","0","0","0","1","1.9","1.9","88.1%"
"69","Michael Pittman Jr. (IND)","2","2","19","9.5","10","0","0","0","0","0","0","1","1.9","1.9","87.8%"
"70","Skyy Moore (SF)","1","1","18","18.0","18","0","0","0","0","0","0","1","1.8","1.8","1.9%"
"71","Darnell Mooney (ATL)","8","1","17","17.0","17","0","0","0","0","0","0","1","1.7","1.7","45.4%"
"72","Robbie Chosen (WAS)","4","1","17","17.0","17","0","0","0","0","0","0","1","1.7","1.7","0.0%"
"73","Adam Thielen (MIN)","3","2","16","8.0","9","0","0","0","0","0","0","1","1.6","1.6","6.0%"
"74","DeAndre Hopkins (BAL)","3","2","16","8.0","9","0","0","0","0","0","0","1","1.6","1.6","4.6%"
"75","Devaughn Vele (NO)","3","1","15","15.0","15","0","0","0","0","0","0","1","1.5","1.5","1.3%"
"76","Xavier Smith (LAR)","1","1","14","14.0","14","0","0","0","0","0","0","1","1.4","1.4","0.6%"
"77","Calvin Austin III (PIT)","7","2","14","7.0","8","0","0","0","0","0","0","1","1.4","1.4","11.6%"
"78","Arian Smith (NYJ)","0","0","0","0","0","0","0","1","13","0","0","1","1.3","1.3","0.7%"
"79","A.J. Brown (PHI)","3","2","13","6.5","7","0","0","0","0","0","0","1","1.3","1.3","98.7%"
"80","Isaac TeSlaa (DET)","1","1","11","11.0","11","0","0","0","0","0","0","1","1.1","1.1","2.9%"
"81","Kameron Johnson (TB)","1","0","0","0","0","0","0","1","11","0","0","1","1.1","1.1","0.3%"
"82","Cedric Tillman (CLE)","4","2","11","5.5","9","0","0","0","0","0","0","1","1.1","1.1","12.4%"
"83","Elijah Moore (BUF)","2","2","9","4.5","5","0","0","1","-1","0","0","1","0.8","0.8","0.7%"
"84","Nick Westbrook-Ikhine (MIA)","1","1","7","7.0","7","0","0","0","0","0","0","1","0.7","0.7","1.1%"
"85","Olamide Zaccheaus (CHI)","4","1","5","5.0","5","0","0","0","0","0","0","1","0.5","0.5","8.3%"
"86","Romeo Doubs (GB)","4","1","5","5.0","5","0","0","0","0","0","0","1","0.5","0.5","59.2%"
"87","Tre Harris (LAC)","2","2","4","2.0","5","0","0","0","0","0","0","1","0.4","0.4","4.5%"
"88","Dont'e Thornton Jr. (LV)","2","1","4","4.0","4","0","0","0","0","0","0","1","0.4","0.4","2.7%"
"89","Josh Downs (IND)","2","1","3","3.0","3","0","0","0","0","0","0","1","0.3","0.3","64.6%"
"90","Derius Davis (LAC)","1","1","3","3.0","3","0","0","0","0","0","0","1","0.3","0.3","0.6%"
"91","Christian Kirk (HOU)","3","1","3","3.0","3","0","0","0","0","0","0","1","0.3","0.3","27.2%"
"92","Savion Williams (GB)","2","2","2","1.0","2","0","0","0","0","0","0","1","0.2","0.2","0.7%"
"93","Chris Tyree (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"94","Kevin Austin Jr. (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"95","Jonathan Mingo (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"96","Garrett Wilson (NYJ)","3","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","95.9%"
"97","Malik Cunningham (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.1%"
"98","Kayshon Boutte (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","24.2%"
"99","Brian Thomas Jr. (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","93.2%"
"100","Ronnie Bell (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"101","AJ Henning (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"102","Cornelius Johnson (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"103","Xavier Worthy (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","88.6%"
"104","Jayden Reed (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","37.0%"
"105","Marvin Mims Jr. (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","31.1%"
"106","Jalen McMillan (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.3%"
"107","Simi Fehoko (ARI)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.0%"
"108","Rashee Rice (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","97.5%"
"109","Jahan Dotson (PHI)","1","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.1%"
"110","Jordan Whittington (LAR)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","2.0%"
"111","Ainias Smith (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"112","Chris Blair (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"113","George Pickens (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","97.1%"
"114","Beaux Collins (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"115","Jermaine Burton (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"116","Tyquan Thornton (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.2%"
"117","Dee Eskridge (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"118","Ben Skowronek (PIT)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"119","Traeshon Holden (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"120","Joshua Palmer (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5.7%"
"121","Ja'Corey Brooks (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"122","Lawrence Cager (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"123","Mason Kinsey (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"124","Quez Watkins (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"125","Cody White (SEA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"126","Van Jefferson (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.8%"
"127","Gabe Davis (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.9%"
"128","Isaiah Hodgins (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"129","Ja'Marr Chase (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","99.5%"
"130","Rondale Moore (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.2%"
"131","Tylan Wallace (BAL)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.6%"
"132","Scotty Washington (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"133","Quintez Cephus (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"134","James Proche II (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"135","Alex Bachman (LV)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"136","CeeDee Lamb (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","99.8%"
"137","Tee Higgins (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","97.7%"
"138","Brandon Aiyuk (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","45.3%"
"139","Devin Duvernay (CHI)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.6%"
"140","D.J. Montgomery (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"141","Tom Kennedy (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"142","Gunner Olszewski (NYG)","2","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"143","Tutu Atwell (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.4%"
"144","Dan Chisena (CAR)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"145","Andre Baccellia (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"146","Seth Williams (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"147","Dyami Brown (JAC)","1","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","3.2%"
"148","Ihmir Smith-Marsette (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"149","Mason Tipton (NO)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.3%"
"150","JaQuae Jackson (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"151","Bryce Oliver (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"152","Dayton Wade (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"153","Tejhaun Palmer (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"154","Casey Washington (ATL)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"155","Jeshaun Jones (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"156","Anthony Gould (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"157","John Jiles (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"158","Dee Williams (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.1%"
"159","Travis Hunter (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","81.6%"
"160","Matthew Golden (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","52.8%"
"161","Devontez Walker (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"162","Tory Horton (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10.9%"
"163","Dominic Lovett (DET)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.6%"
"164","Isaiah Neyor (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"165","Bub Means (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"166","Luke McCaffrey (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.1%"
"167","Joshua Cephus (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"168","Ricky Pearsall (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","69.1%"
"169","Tahj Washington (MIA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.0%"
"170","Ryan Flournoy (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"171","Xavier Legette (CAR)","1","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","15.5%"
"172","Jamari Thrash (CLE)","1","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.6%"
"173","Ja'Lynn Polk (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"174","Dalen Cambre (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"175","Chandler Brayboy (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"176","Quentin Skinner (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"177","Jackson Meeks (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"178","Jakobie Keeney-James (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"179","Dontae Fleming (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"180","Tru Edwards (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"181","Brennan Presley (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"182","Stephen Gosnell (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"183","Junior Bergen (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"184","JP Richardson (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"185","Hal Presley III (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"186","Jordan Moore (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"187","Coleman Owen (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"188","Courtney Jackson (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"189","Luke Grimm (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"190","Dalevon Campbell (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"191","Kyrese Rowan (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"192","Tyrone Broden (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"193","Darius Cooper (PHI)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.5%"
"194","Jahdae Walker (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"195","Gage Larvadain (CLE)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"196","Jeremiah Webb (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"197","Ja'seem Reed (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"198","Luke Floriea (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"199","Jordan Watkins (SF)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.7%"
"200","Chimere Dike (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","19.7%"
"201","TJ Moore (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"202","Da'Quan Felton (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"203","Elic Ayomanor (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20.8%"
"204","Xavier Restrepo (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.3%"
"205","Jalen Royals (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.4%"
"206","Jimmy Horn Jr. (CAR)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.6%"
"207","Tai Felton (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"208","Ricky White III (SEA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.0%"
"209","Theo Wease Jr. (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"210","Jack Bech (LV)","1","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","3.2%"
"211","Will Sheppard (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"212","Nick Nash (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"213","Josh Kelly (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"214","Jamaal Pritchett (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"215","Efton Chism III (NE)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.6%"
"216","LaJohntay Wester (BAL)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.7%"
"217","Traeshin Holden (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"218","Konata Mumpfield (LAR)","2","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.0%"
"219","Jacksin Meeks (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"220","Garrett Greene (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"221","John Stephens Jr. (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"222","A.T. Perry (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.6%"
"223","Adonai Mitchell (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.7%"
"224","Mitch Tinsley (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"225","Isaiah Bond (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.6%"
"226","KeAndre Lambert-Smith (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"227","Jacoby Jones (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"228","Brandon Johnson (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"229","Britain Covey (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"230","Dareke Young (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"231","Jalen Virgil (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"232","Trenton Irwin (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"233","Michael Bandy (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"234","Tim Jones (JAC)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"235","Brandon Smith (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"236","DJ Turner (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"237","Deven Thompkins (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"238","Danny Gray (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"239","Justin Shorter (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.9%"
"240","Jalen Tolbert (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.8%"
"241","Samori Toure (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"242","Michael Woods II (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"243","Xavier Weaver (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"244","Brycen Tremayne (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"245","Tyler Scott (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.7%"
"246","Jalen Brooks (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"247","Jared Wayne (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"248","Ryan Miller (TB)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.0%"
"249","Dylan Drummond (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"250","Malik Heath (GB)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.6%"
"251","Shedrick Jackson (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"252","Jason Brownlee (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"253","Xavier Gipson (PHI)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.1%"
"254","Nikko Remigio (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"255","Irvin Charles (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.1%"
"256","Kaden Davis (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.1%"
"257","Kendric Pryor (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"258","Dennis Houston (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"259","Bryce Ford-Wheaton (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.1%"
"260","Johnny Wilson (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.1%"
