"Rank","Player","TGT","REC","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"27","Jaylin Noel (HOU)","7","4","77","19.3","29","3","0","0","0","0","0","1","7.7","7.7","7.2%"
"28","Marquise Brown (KC)","4","2","14","7.0","8","0","1","0","0","0","0","1","7.4","7.4","32.8%"
"29","Romeo Doubs (GB)","8","6","72","12.0","22","1","0","0","0","0","0","1","7.2","7.2","55.8%"
"30","Stefon Diggs (NE)","7","7","69","9.9","24","1","0","0","0","0","0","1","6.9","6.9","91.1%"
"31","Darnell Mooney (ATL)","5","3","68","22.7","38","1","0","0","0","0","0","1","6.8","6.8","47.6%"
"32","Ladd McConkey (LAC)","15","9","67","7.4","15","0","0","0","0","0","0","1","6.7","6.7","98.1%"
"33","Zay Jones (ARI)","2","2","67","33.5","43","2","0","0","0","0","0","1","6.7","6.7","0.7%"
"34","Konata Mumpfield (LAR)","1","1","5","5.0","5","0","1","0","0","0","0","1","6.5","6.5","1.0%"
"35","Parker Washington (JAC)","10","4","52","13.0","25","1","0","3","10","0","0","1","6.2","6.2","8.1%"
"36","Tyler Johnson (NYJ)","3","3","60","20.0","35","2","0","0","0","0","0","1","6.0","6.0","0.6%"
"37","Jaylin Lane (WAS)","6","3","60","20.0","35","1","0","0","0","0","0","1","6.0","6.0","1.1%"
"38","Chris Moore (WAS)","5","2","59","29.5","44","1","0","0","0","0","0","1","5.9","5.9","1.6%"
"39","Marvin Harrison Jr. (ARI)","6","2","58","29.0","35","2","0","0","0","0","0","1","5.8","5.8","95.2%"
"40","Emeka Egbuka (TB)","12","4","58","14.5","30","1","0","0","0","0","0","1","5.8","5.8","97.3%"
"41","Mack Hollins (NE)","2","2","49","24.5","27","2","0","1","4","0","0","1","5.3","5.3","1.1%"
"42","DJ Moore (CHI)","5","3","43","14.3","26","1","0","1","9","0","0","1","5.2","5.2","85.1%"
"43","DK Metcalf (PIT)","5","3","50","16.7","39","1","0","0","0","0","0","1","5.0","5.0","97.8%"
"44","Dyami Brown (JAC)","4","2","50","25.0","39","1","0","0","0","0","0","1","5.0","5.0","3.6%"
"45","Andrei Iosivas (CIN)","4","3","49","16.3","37","1","0","0","0","0","0","1","4.9","4.9","1.4%"
"46","Xavier Worthy (KC)","4","3","35","11.7","15","0","0","1","13","0","0","1","4.8","4.8","92.8%"
"47","Drake London (ATL)","10","4","42","10.5","19","0","0","0","0","0","0","1","4.2","4.2","99.4%"
"48","Van Jefferson (TEN)","4","4","41","10.3","15","0","0","0","0","0","0","1","4.1","4.1","0.8%"
"49","Rashid Shaheed (SEA)","9","4","40","10.0","13","0","0","0","0","0","0","1","4.0","4.0","76.2%"
"50","Michael Wilson (ARI)","4","3","40","13.3","18","0","0","0","0","0","0","1","4.0","4.0","4.3%"
"51","Tyquan Thornton (KC)","2","1","39","39.0","39","1","0","0","0","0","0","1","3.9","3.9","2.8%"
"52","Jalen Nailor (MIN)","4","2","37","18.5","26","1","0","0","0","0","0","1","3.7","3.7","2.1%"
"53","Matthew Golden (GB)","4","4","37","9.3","17","0","0","0","0","0","0","1","3.7","3.7","62.9%"
"54","Robbie Chosen (WAS)","4","4","36","9.0","13","0","0","0","0","0","0","1","3.6","3.6","0.0%"
"55","JuJu Smith-Schuster (KC)","3","3","35","11.7","19","0","0","0","0","0","0","1","3.5","3.5","2.8%"
"56","Tetairoa McMillan (CAR)","5","3","33","11.0","11","0","0","0","0","0","0","1","3.3","3.3","94.7%"
"57","Tre Tucker (LV)","6","5","33","6.6","14","0","0","0","0","0","0","1","3.3","3.3","43.3%"
"58","Rome Odunze (CHI)","6","2","31","15.5","20","1","0","0","0","0","0","1","3.1","3.1","95.0%"
"59","Brian Thomas Jr. (JAC)","7","3","31","10.3","24","1","0","0","0","0","0","1","3.1","3.1","95.5%"
"60","Jauan Jennings (SF)","7","4","31","7.8","13","0","0","0","0","0","0","1","3.1","3.1","77.8%"
"61","Malik Washington (MIA)","8","5","30","6.0","14","0","0","0","0","0","0","1","3.0","3.0","19.6%"
"62","Elic Ayomanor (TEN)","5","2","29","14.5","20","1","0","0","0","0","0","1","2.9","2.9","28.0%"
"63","Josh Reynolds (NYJ)","9","3","29","9.7","12","0","0","0","0","0","0","1","2.9","2.9","2.5%"
"64","Nico Collins (HOU)","10","4","27","6.8","14","0","0","0","0","0","0","1","2.7","2.7","99.0%"
"65","Dee Eskridge (MIA)","2","2","45","22.5","40","1","0","0","0","0","1","1","2.5","2.5","0.0%"
"66","Tre Harris (LAC)","2","2","23","11.5","14","0","0","0","0","0","0","1","2.3","2.3","5.1%"
"67","Jamari Thrash (CLE)","2","1","23","23.0","23","1","0","0","0","0","0","1","2.3","2.3","0.6%"
"68","Cooper Kupp (SEA)","1","1","32","32.0","32","1","0","0","0","0","0","1","2.2","2.2","70.5%"
"69","Tim Patrick (JAC)","1","1","22","22.0","22","1","0","0","0","0","0","1","2.2","2.2","1.1%"
"70","Luther Burden III (CHI)","2","1","22","22.0","22","1","0","1","-1","0","0","1","2.1","2.1","9.6%"
"71","Tyler Lockett (LV)","2","2","18","9.0","13","0","0","0","0","0","0","1","1.8","1.8","2.4%"
"72","Jerry Jeudy (CLE)","4","2","17","8.5","16","0","0","0","0","0","0","1","1.7","1.7","70.6%"
"73","Kalif Raymond (DET)","3","3","17","5.7","8","0","0","0","0","0","0","1","1.7","1.7","0.6%"
"74","DeMario Douglas (NE)","3","3","17","5.7","12","0","0","0","0","0","0","1","1.7","1.7","11.4%"
"75","KaVontae Turpin (DAL)","1","1","17","17.0","17","0","0","0","0","0","0","1","1.7","1.7","4.5%"
"76","Roman Wilson (PIT)","2","2","17","8.5","13","0","0","0","0","0","0","1","1.7","1.7","1.8%"
"77","Casey Washington (ATL)","2","1","17","17.0","17","0","0","0","0","0","0","1","1.7","1.7","0.1%"
"78","Malachi Corley (CLE)","2","2","17","8.5","17","0","0","0","0","0","0","1","1.7","1.7","1.1%"
"79","Allen Lazard (NYJ)","3","2","16","8.0","9","0","0","0","0","0","0","1","1.6","1.6","0.7%"
"80","Nick Westbrook-Ikhine (MIA)","4","3","16","5.3","11","0","0","0","0","0","0","1","1.6","1.6","1.1%"
"81","Jalen Tolbert (DAL)","2","1","16","16.0","16","0","0","0","0","0","0","1","1.6","1.6","1.9%"
"82","Jimmy Horn Jr. (CAR)","2","1","8","8.0","8","0","0","1","7","0","0","1","1.5","1.5","0.6%"
"83","Xavier Smith (LAR)","3","2","15","7.5","9","0","0","0","0","0","0","1","1.5","1.5","0.6%"
"84","Jaylen Waddle (MIA)","4","1","15","15.0","15","0","0","0","0","0","0","1","1.5","1.5","95.0%"
"85","Skyy Moore (SF)","1","1","15","15.0","15","0","0","0","0","0","0","1","1.5","1.5","1.9%"
"86","Ryan Miller (TB)","1","1","14","14.0","14","0","0","0","0","0","0","1","1.4","1.4","1.0%"
"87","Kendrick Bourne (SF)","2","2","14","7.0","10","0","0","0","0","0","0","1","1.4","1.4","15.5%"
"88","Xavier Hutchinson (HOU)","4","1","13","13.0","13","0","0","0","0","0","0","1","1.3","1.3","3.5%"
"89","Jack Bech (LV)","2","2","13","6.5","7","0","0","0","0","0","0","1","1.3","1.3","3.0%"
"90","Adam Thielen (MIN)","2","1","10","10.0","10","0","0","0","0","0","0","1","1.0","1.0","6.4%"
"91","Scotty Miller (PIT)","1","1","9","9.0","9","0","0","0","0","0","0","1","0.9","0.9","0.1%"
"92","Olamide Zaccheaus (CHI)","3","2","9","4.5","6","0","0","1","0","0","0","1","0.9","0.9","1.4%"
"93","Jordan Whittington (LAR)","4","2","9","4.5","9","0","0","0","0","0","0","1","0.9","0.9","2.7%"
"94","Adonai Mitchell (NYJ)","1","1","8","8.0","8","0","0","0","0","0","0","1","0.8","0.8","1.5%"
"95","Pat Bryant (DEN)","4","1","6","6.0","6","0","0","0","0","0","0","1","0.6","0.6","2.1%"
"96","Greg Dortch (ARI)","2","2","5","2.5","5","0","0","0","0","0","0","1","0.5","0.5","0.8%"
"97","Sterling Shepard (TB)","7","7","25","3.6","11","0","0","0","0","0","1","1","0.5","0.5","5.7%"
"98","Dontayvion Wicks (GB)","2","1","5","5.0","5","0","0","0","0","0","0","1","0.5","0.5","2.8%"
"99","Jake Bobo (SEA)","1","1","3","3.0","3","0","0","0","0","0","0","1","0.3","0.3","0.8%"
"100","Anthony Gould (IND)","1","1","3","3.0","3","0","0","0","0","0","0","1","0.3","0.3","0.6%"
"101","Brandin Cooks (NO)","1","1","3","3.0","3","0","0","0","0","0","0","1","0.3","0.3","2.2%"
"102","Chris Tyree (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"103","Kevin Austin Jr. (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"104","Jonathan Mingo (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"105","Garrett Wilson (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","95.8%"
"106","Malik Cunningham (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.1%"
"107","Ronnie Bell (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"108","AJ Henning (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"109","Cornelius Johnson (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"110","Jayden Reed (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","36.6%"
"111","Puka Nacua (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","99.8%"
"112","Simi Fehoko (ARI)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.0%"
"113","Terrace Marshall Jr. (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"114","Austin Trammell (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"115","Jalen McMillan (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.4%"
"116","Jahan Dotson (PHI)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.1%"
"117","Ainias Smith (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"118","Arian Smith (NYJ)","3","1","0","0.0","0","0","0","0","0","0","0","1","0.0","0.0","0.7%"
"119","Chris Blair (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"120","Jermaine Burton (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"121","Treylon Burks (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"122","Zay Flowers (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","96.1%"
"123","Beaux Collins (NYG)","1","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"124","John Metchie III (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.8%"
"125","Ben Skowronek (PIT)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"126","Traeshon Holden (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"127","Joshua Palmer (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6.4%"
"128","Ja'Corey Brooks (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"129","Quez Watkins (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"130","Cody White (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"131","Lawrence Cager (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"132","Rashod Bateman (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","17.8%"
"133","Rondale Moore (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.2%"
"134","Mason Kinsey (TEN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"135","Tylan Wallace (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"136","Kristian Wilkerson (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"137","Alex Bachman (LV)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"138","D.J. Montgomery (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"139","Brandon Aiyuk (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","46.6%"
"140","Devin Duvernay (CHI)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.6%"
"141","James Proche II (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"142","Isaiah Hodgins (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"143","Quintez Cephus (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"144","Gabe Davis (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.9%"
"145","Tom Kennedy (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"146","Gunner Olszewski (NYG)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"147","Andre Baccellia (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"148","Tutu Atwell (LAR)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.5%"
"149","Dan Chisena (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"150","Elijah Moore (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.7%"
"151","Ihmir Smith-Marsette (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"152","Seth Williams (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"153","Mason Tipton (NO)","1","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.3%"
"154","JaQuae Jackson (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"155","Bryce Oliver (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"156","Kameron Johnson (TB)","1","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.7%"
"157","Dee Williams (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.1%"
"158","Devaughn Vele (NO)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.7%"
"159","Tejhaun Palmer (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"160","Jeshaun Jones (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"161","John Jiles (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"162","Dayton Wade (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"163","Tory Horton (SEA)","3","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","8.7%"
"164","Devontez Walker (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"165","Isaiah Neyor (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"166","Dominic Lovett (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"167","Keon Coleman (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","59.2%"
"168","Luke McCaffrey (WAS)","2","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","6.6%"
"169","Bub Means (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"170","Joshua Cephus (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"171","Isaiah Williams (NYJ)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"172","Tahj Washington (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"173","Ryan Flournoy (DAL)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.2%"
"174","Jalen Coker (CAR)","2","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","7.0%"
"175","Ja'Lynn Polk (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"176","Brenden Rice (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"177","Ricky Pearsall (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","73.6%"
"178","Jackson Meeks (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"179","Chandler Brayboy (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"180","Quentin Skinner (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"181","Jakobie Keeney-James (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"182","Dontae Fleming (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"183","Ke'Shawn Williams (PIT)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"184","Tru Edwards (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"185","Brennan Presley (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"186","Dalen Cambre (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"187","JP Richardson (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"188","Hal Presley III (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"189","Jordan Moore (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"190","Stephen Gosnell (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"191","Courtney Jackson (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"192","Coleman Owen (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"193","Tyrone Broden (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"194","Cade McDonald (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"195","Dalevon Campbell (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"196","Kyrese Rowan (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"197","Darius Cooper (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.5%"
"198","Myles Price (MIN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"199","Jahdae Walker (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"200","Gage Larvadain (CLE)","1","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"201","Jeremiah Webb (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"202","Jimmy Holiday (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"203","Ja'seem Reed (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"204","Luke Floriea (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"205","Junior Bergen (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"206","TJ Moore (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"207","Savion Williams (GB)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.7%"
"208","Xavier Restrepo (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.5%"
"209","Jalen Royals (KC)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.4%"
"210","Jayden Higgins (HOU)","3","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","19.3%"
"211","Da'Quan Felton (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"212","Tai Felton (MIN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.6%"
"213","Ricky White III (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"214","Theo Wease Jr. (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"215","Will Sheppard (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"216","Nick Nash (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"217","Dont'e Thornton Jr. (LV)","3","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","2.8%"
"218","Traeshin Holden (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"219","Jacksin Meeks (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"220","Jamaal Pritchett (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"221","Isaac TeSlaa (DET)","1","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","3.1%"
"222","Garrett Greene (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"223","Josh Kelly (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"224","Jordan Watkins (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.7%"
"225","Kyle Williams (NE)","1","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","2.9%"
"226","LaJohntay Wester (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.7%"
"227","Efton Chism III (NE)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.6%"
"228","John Stephens Jr. (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"229","A.T. Perry (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.6%"
"230","Jacoby Jones (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"231","Mitch Tinsley (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"232","Isaiah Bond (CLE)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","2.0%"
"233","KeAndre Lambert-Smith (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"234","Britain Covey (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"235","Brandon Johnson (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"236","Dareke Young (SEA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"237","Michael Bandy (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"238","Brandon Smith (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"239","Tim Jones (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"240","DJ Turner (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"241","Jameson Williams (DET)","2","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","86.5%"
"242","Calvin Austin III (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10.3%"
"243","Bo Melton (GB)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.5%"
"244","Justin Shorter (LV)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.9%"
"245","Deven Thompkins (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"246","Danny Gray (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"247","Khalil Shakir (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","81.9%"
"248","Samori Toure (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"249","Christian Watson (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","19.7%"
"250","Michael Woods II (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"251","Xavier Weaver (ARI)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"252","Josh Downs (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","62.3%"
"253","Brycen Tremayne (CAR)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"254","Jared Wayne (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"255","Tyler Scott (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.7%"
"256","Jalen Brooks (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"257","Tyrell Shavers (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"258","Dylan Drummond (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
