"Rank","Player","CMP","ATT","PCT","YDS","Y/A","TD","INT","SACKS","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Bo Nix (DEN)","27","50","54.0","279","5.6","2","0","2","5","48","2","0","1","40.0","40.0","92.8%"
"2","Justin Herbert (LAC)","37","55","67.3","420","7.6","3","2","3","6","31","0","0","1","29.9","29.9","93.4%"
"3","Jaxson Dart (NYG)","15","33","45.5","283","8.6","3","1","4","5","11","1","0","1","29.4","29.4","74.2%"
"4","Matthew Stafford (LAR)","21","33","63.6","182","5.5","5","0","0","2","1","0","0","1","27.4","27.4","79.7%"
"5","Patrick Mahomes II (KC)","26","35","74.3","286","8.2","3","0","1","4","28","0","0","1","26.2","26.2","99.2%"
"6","Joe Flacco (CIN)","31","47","66.0","342","7.3","3","0","2","5","3","0","0","1","26.0","26.0","45.6%"
"7","Aaron Rodgers (PIT)","23","34","67.6","249","7.3","4","2","0","1","6","0","0","1","24.6","24.6","41.5%"
"8","Jalen Hurts (PHI)","19","23","82.6","326","14.2","3","0","3","4","-10","0","0","1","24.0","24.0","99.7%"
"9","Dak Prescott (DAL)","21","30","70.0","264","8.8","3","0","1","5","7","0","0","1","23.3","23.3","90.8%"
"10","Drake Maye (NE)","21","23","91.3","222","9.7","2","0","4","8","62","0","0","1","23.1","23.1","94.2%"
"11","Daniel Jones (IND)","23","34","67.6","288","8.5","2","0","1","5","7","0","0","1","22.2","22.2","65.8%"
"12","Jacoby Brissett (ARI)","25","36","69.4","279","7.8","2","0","6","6","26","0","1","1","19.8","19.8","8.3%"
"13","Jayden Daniels (WAS)","12","22","54.5","156","7.1","1","0","2","8","35","1","1","1","17.7","17.7","96.0%"
"14","Trevor Lawrence (JAC)","23","48","47.9","296","6.2","1","0","7","2","18","0","0","1","17.6","17.6","38.9%"
"15","C.J. Stroud (HOU)","23","49","46.9","229","4.7","1","1","3","2","25","0","0","1","14.7","14.7","64.6%"
"16","Spencer Rattler (NO)","20","32","62.5","233","7.3","2","3","4","2","12","0","1","1","13.5","13.5","4.2%"
"17","Jordan Love (GB)","19","29","65.5","179","6.2","1","0","1","4","22","0","0","1","13.4","13.4","79.2%"
"18","Carson Wentz (MIN)","26","42","61.9","313","7.5","0","2","2","4","28","0","0","1","13.3","13.3","2.1%"
"19","Michael Penix Jr. (ATL)","21","38","55.3","241","6.3","1","0","2","2","6","0","1","1","12.2","12.2","16.9%"
"20","Baker Mayfield (TB)","28","50","56.0","228","4.6","1","1","4","0","0","0","0","1","12.1","12.1","95.9%"
"21","Jared Goff (DET)","20","29","69.0","241","8.3","1","1","4","2","7","0","1","1","11.3","11.3","83.7%"
"22","Cam Ward (TEN)","25","34","73.5","255","7.5","1","1","5","0","0","0","1","1","11.2","11.2","10.9%"
"23","Bryce Young (CAR)","15","25","60.0","138","5.5","1","0","1","2","10","0","0","1","10.5","10.5","18.4%"
"24","Sam Darnold (SEA)","17","31","54.8","213","6.9","1","1","2","3","1","0","1","1","9.6","9.6","38.9%"
"25","Mac Jones (SF)","17","26","65.4","152","5.8","0","1","1","5","11","0","0","1","6.2","6.2","8.1%"
"26","Dillon Gabriel (CLE)","13","18","72.2","116","6.4","0","0","2","4","12","0","0","1","5.8","5.8","3.4%"
"27","Caleb Williams (CHI)","15","26","57.7","172","6.6","0","1","1","4","-2","0","0","1","5.7","5.7","78.0%"
"28","Marcus Mariota (WAS)","4","10","40.0","63","6.3","0","1","2","2","34","0","0","1","4.9","4.9","6.5%"
"29","Tyrod Taylor (NYJ)","10","22","45.5","126","5.7","0","2","3","3","11","0","0","1","4.1","4.1","1.5%"
"30","Justin Fields (NYJ)","6","12","50.0","46","3.8","0","0","3","4","22","0","0","1","4.0","4.0","40.3%"
"31","Geno Smith (LV)","10","16","62.5","67","4.2","0","0","1","2","1","0","0","1","2.8","2.8","12.5%"
"32","Andy Dalton (CAR)","4","7","57.1","60","8.6","0","0","1","2","-2","0","0","1","2.2","2.2","1.3%"
"33","Quinn Ewers (MIA)","5","8","62.5","53","6.6","0","0","2","1","0","0","0","1","2.1","2.1","0.6%"
"34","Tua Tagovailoa (MIA)","12","23","52.2","100","4.3","0","3","2","3","6","0","0","1","1.6","1.6","23.2%"
"35","Joshua Dobbs (NE)","1","1","100.0","12","12.0","0","0","0","2","-2","0","0","1","0.3","0.3","1.0%"
"36","Zach Wilson (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"37","Jalen Milroe (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.4%"
"38","Davis Mills (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"39","DJ Uiagalelei (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"40","Tyler Shough (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4.2%"
"41","Sam Howell (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.7%"
