"Rank","Player","TGT","REC","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"23","CeeDee Lamb (DAL)","11","9","112","12.4","33","2","0","0","0","0","0","1","11.2","11.2","99.8%"
"24","Rashid Shaheed (SEA)","5","4","52","13.0","39","1","1","0","0","0","0","1","11.2","11.2","76.2%"
"25","Nico Collins (HOU)","9","3","52","17.3","29","1","1","0","0","0","0","1","11.2","11.2","99.0%"
"26","Tyreek Hill (MIA)","7","6","109","18.2","47","2","0","0","0","0","0","1","10.9","10.9","50.2%"
"27","Deebo Samuel Sr. (WAS)","8","7","44","6.3","12","0","1","0","0","0","0","1","10.4","10.4","92.3%"
"28","Jaxon Smith-Njigba (SEA)","10","8","103","12.9","43","1","0","0","0","0","0","1","10.3","10.3","99.5%"
"29","Tetairoa McMillan (CAR)","10","6","100","16.7","40","3","0","0","0","0","0","1","10.0","10.0","94.7%"
"30","Elijah Moore (BUF)","1","1","31","31.0","31","1","0","2","6","1","0","1","9.7","9.7","0.7%"
"31","Tory Horton (SEA)","4","2","32","16.0","21","1","1","0","0","0","0","1","9.2","9.2","8.7%"
"32","Cooper Kupp (SEA)","9","7","90","12.9","17","0","0","0","0","0","0","1","9.0","9.0","70.5%"
"33","Emeka Egbuka (TB)","7","4","29","7.3","15","0","1","0","0","0","0","1","8.9","8.9","97.3%"
"34","Romeo Doubs (GB)","5","3","28","9.3","17","0","1","0","0","0","0","1","8.8","8.8","55.8%"
"35","Tylan Wallace (BAL)","2","2","25","12.5","15","0","1","0","0","0","0","1","8.5","8.5","0.6%"
"36","Malik Washington (MIA)","2","1","2","2.0","2","0","0","3","23","0","0","1","8.5","8.5","19.6%"
"37","Marvin Mims Jr. (DEN)","2","2","24","12.0","23","1","1","0","0","0","0","1","8.4","8.4","33.5%"
"38","Cedric Tillman (CLE)","7","2","22","11.0","18","0","1","0","0","0","0","1","8.2","8.2","13.6%"
"39","Justin Jefferson (MIN)","6","3","81","27.0","50","2","0","0","0","0","0","1","8.1","8.1","99.8%"
"40","DK Metcalf (PIT)","6","3","20","6.7","9","0","1","0","0","0","0","1","8.0","8.0","97.8%"
"41","Ryan Miller (TB)","1","1","20","20.0","20","1","1","0","0","0","0","1","8.0","8.0","1.0%"
"42","Zay Flowers (BAL)","11","7","75","10.7","19","0","0","1","4","0","0","1","7.9","7.9","96.1%"
"43","Parker Washington (JAC)","5","5","76","15.2","40","2","0","0","0","0","0","1","7.6","7.6","8.1%"
"44","Kayshon Boutte (NE)","1","1","16","16.0","16","0","1","0","0","0","0","1","7.6","7.6","32.6%"
"45","Mitch Tinsley (CIN)","1","1","13","13.0","13","0","1","0","0","0","0","1","7.3","7.3","0.6%"
"46","Michael Wilson (ARI)","2","1","11","11.0","11","0","1","0","0","0","0","1","7.1","7.1","4.3%"
"47","Alec Pierce (IND)","5","4","68","17.0","44","1","0","0","0","0","0","1","6.8","6.8","16.7%"
"48","Mack Hollins (NE)","2","1","8","8.0","8","0","1","0","0","0","0","1","6.8","6.8","1.1%"
"49","Jakobi Meyers (JAC)","12","6","68","11.3","25","2","0","0","0","0","0","1","6.8","6.8","82.5%"
"50","Devaughn Vele (NO)","1","1","3","3.0","3","0","1","0","0","0","0","1","6.3","6.3","0.7%"
"51","Darius Slayton (NYG)","3","2","61","30.5","52","1","0","0","0","0","0","1","6.1","6.1","25.9%"
"52","Calvin Ridley (TEN)","6","3","57","19.0","26","2","0","0","0","0","0","1","5.7","5.7","57.6%"
"53","Mike Evans (TB)","11","5","56","11.2","22","1","0","0","0","0","0","1","5.6","5.6","73.2%"
"54","Chris Olave (NO)","10","6","54","9.0","14","0","0","0","0","0","0","1","5.4","5.4","92.5%"
"55","DeVonta Smith (PHI)","6","4","53","13.3","28","1","0","0","0","0","0","1","5.3","5.3","95.2%"
"56","Ricky Pearsall (SF)","6","4","56","14.0","15","0","0","1","-4","0","0","1","5.2","5.2","73.6%"
"57","Josh Downs (IND)","8","6","51","8.5","19","0","0","0","0","0","0","1","5.1","5.1","62.3%"
"58","Jerry Jeudy (CLE)","8","4","51","12.8","26","1","0","0","0","0","0","1","5.1","5.1","70.6%"
"59","Garrett Wilson (NYJ)","8","4","50","12.5","18","0","0","0","0","0","0","1","5.0","5.0","95.8%"
"60","Brian Thomas Jr. (JAC)","12","4","49","12.3","18","0","0","0","0","0","0","1","4.9","4.9","95.5%"
"61","Terry McLaurin (WAS)","9","5","48","9.6","14","0","0","0","0","0","0","1","4.8","4.8","92.3%"
"62","Ladd McConkey (LAC)","5","5","48","9.6","19","0","0","0","0","0","0","1","4.8","4.8","98.1%"
"63","Brycen Tremayne (CAR)","5","3","48","16.0","26","1","0","0","0","0","0","1","4.8","4.8","0.0%"
"64","Joshua Palmer (BUF)","3","2","47","23.5","32","1","0","0","0","0","0","1","4.7","4.7","6.4%"
"65","DJ Moore (CHI)","6","5","46","9.2","18","0","0","0","0","0","0","1","4.6","4.6","85.1%"
"66","Dontayvion Wicks (GB)","6","4","44","11.0","14","0","0","0","0","0","0","1","4.4","4.4","2.8%"
"67","Jordan Whittington (LAR)","2","2","42","21.0","40","1","0","0","0","0","0","1","4.2","4.2","2.7%"
"68","Michael Pittman Jr. (IND)","5","4","40","10.0","12","0","0","0","0","0","0","1","4.0","4.0","87.6%"
"69","Luke McCaffrey (WAS)","1","1","19","19.0","19","0","0","0","0","0","0","1","3.9","3.9","6.6%"
"70","Malik Heath (GB)","1","1","37","37.0","37","1","0","0","0","0","0","1","3.7","3.7","0.6%"
"71","Tre Harris (LAC)","3","2","34","17.0","24","1","0","0","0","0","0","1","3.4","3.4","5.1%"
"72","Sterling Shepard (TB)","4","4","34","8.5","15","0","0","0","0","0","0","1","3.4","3.4","5.7%"
"73","Kendrick Bourne (SF)","3","3","32","10.7","13","0","0","0","0","0","0","1","3.2","3.2","15.5%"
"74","Stefon Diggs (NE)","5","4","32","8.0","10","0","0","0","0","0","0","1","3.2","3.2","91.1%"
"75","Jalen Nailor (MIN)","5","3","31","10.3","17","0","0","0","0","0","0","1","3.1","3.1","2.1%"
"76","Marquise Brown (KC)","5","5","30","6.0","11","0","0","0","0","0","0","1","3.0","3.0","32.8%"
"77","Isaac TeSlaa (DET)","1","1","29","29.0","29","1","0","0","0","0","0","1","2.9","2.9","3.1%"
"78","Drake London (ATL)","4","3","49","16.3","21","1","0","0","0","0","1","1","2.9","2.9","99.4%"
"79","Xavier Hutchinson (HOU)","3","2","29","14.5","20","1","0","0","0","0","0","1","2.9","2.9","3.5%"
"80","Jayden Higgins (HOU)","1","1","28","28.0","28","1","0","0","0","0","0","1","2.8","2.8","19.3%"
"81","A.J. Brown (PHI)","8","5","27","5.4","8","0","0","0","0","0","0","1","2.7","2.7","98.4%"
"82","Marvin Harrison Jr. (ARI)","5","2","27","13.5","15","0","0","0","0","0","0","1","2.7","2.7","95.2%"
"83","Brandin Cooks (NO)","2","2","26","13.0","20","1","0","0","0","0","0","1","2.6","2.6","2.2%"
"84","Keon Coleman (BUF)","3","3","26","8.7","12","0","0","0","0","0","0","1","2.6","2.6","59.2%"
"85","Adam Thielen (MIN)","3","2","26","13.0","19","0","0","0","0","0","0","1","2.6","2.6","6.4%"
"86","Savion Williams (GB)","0","0","0","0","0","0","0","2","24","0","0","1","2.4","2.4","0.7%"
"87","Kalif Raymond (DET)","1","1","14","14.0","14","0","0","1","9","0","0","1","2.3","2.3","0.6%"
"88","Calvin Austin III (PIT)","4","1","22","22.0","22","1","0","0","0","0","0","1","2.2","2.2","10.3%"
"89","Travis Hunter (JAC)","6","3","22","7.3","9","0","0","0","0","0","0","1","2.2","2.2","86.4%"
"90","Nikko Remigio (KC)","1","1","21","21.0","21","1","0","0","0","0","0","1","2.1","2.1","0.6%"
"91","Olamide Zaccheaus (CHI)","5","2","12","6.0","6","0","0","1","9","0","0","1","2.1","2.1","1.4%"
"92","Adonai Mitchell (NYJ)","4","2","20","10.0","12","0","0","0","0","0","0","1","2.0","2.0","1.5%"
"93","Darnell Mooney (ATL)","4","2","20","10.0","11","0","0","0","0","0","0","1","2.0","2.0","47.6%"
"94","Dont'e Thornton Jr. (LV)","4","1","20","20.0","20","1","0","0","0","0","0","1","2.0","2.0","2.8%"
"95","Tre Tucker (LV)","8","3","12","4.0","5","0","0","1","7","0","0","1","1.9","1.9","43.3%"
"96","Nick Westbrook-Ikhine (MIA)","3","2","18","9.0","11","0","0","0","0","0","0","1","1.8","1.8","1.1%"
"97","Pat Bryant (DEN)","3","2","18","9.0","12","0","0","0","0","0","0","1","1.8","1.8","2.1%"
"98","Jalen Tolbert (DAL)","4","2","16","8.0","11","0","0","0","0","0","0","1","1.6","1.6","1.9%"
"99","Isaiah Bond (CLE)","3","1","6","6.0","6","0","0","1","9","0","0","1","1.5","1.5","2.0%"
"100","Rashod Bateman (BAL)","4","2","15","7.5","10","0","0","0","0","0","0","1","1.5","1.5","17.8%"
"101","Matthew Golden (GB)","2","0","0","0","0","0","0","2","15","0","0","1","1.5","1.5","62.9%"
"102","Khalil Shakir (BUF)","2","1","12","12.0","12","0","0","0","0","0","0","1","1.2","1.2","81.9%"
"103","Andrei Iosivas (CIN)","5","1","12","12.0","12","0","0","0","0","0","0","1","1.2","1.2","1.4%"
"104","Greg Dortch (ARI)","1","1","11","11.0","11","0","0","0","0","0","0","1","1.1","1.1","0.8%"
"105","Van Jefferson (TEN)","2","2","10","5.0","5","0","0","0","0","0","0","1","1.0","1.0","0.8%"
"106","Noah Brown (WAS)","4","1","9","9.0","9","0","0","0","0","0","0","1","0.9","0.9","0.9%"
"107","Tyler Lockett (LV)","3","2","9","4.5","5","0","0","0","0","0","0","1","0.9","0.9","2.4%"
"108","Chimere Dike (TEN)","5","2","-1","-0.5","0","0","0","2","9","0","0","1","0.8","0.8","30.3%"
"109","DeMario Douglas (NE)","1","1","8","8.0","8","0","0","0","0","0","0","1","0.8","0.8","11.4%"
"110","Dee Eskridge (MIA)","1","1","8","8.0","8","0","0","0","0","0","0","1","0.8","0.8","0.0%"
"111","Roman Wilson (PIT)","2","1","7","7.0","7","0","0","0","0","0","0","1","0.7","0.7","1.8%"
"112","Courtland Sutton (DEN)","4","1","6","6.0","6","0","0","0","0","0","0","1","0.6","0.6","95.4%"
"113","JuJu Smith-Schuster (KC)","3","1","5","5.0","5","0","0","0","0","0","0","1","0.5","0.5","2.8%"
"114","Luther Burden III (CHI)","2","1","5","5.0","5","0","0","0","0","0","0","1","0.5","0.5","9.6%"
"115","Jamari Thrash (CLE)","1","1","5","5.0","5","0","0","0","0","0","0","1","0.5","0.5","0.6%"
"116","Jahan Dotson (PHI)","1","1","4","4.0","4","0","0","0","0","0","0","1","0.4","0.4","1.1%"
"117","Trent Sherfield Sr. (DEN)","1","1","3","3.0","3","0","0","0","0","0","0","1","0.3","0.3","0.0%"
"118","Justin Watson (HOU)","2","1","3","3.0","3","0","0","0","0","0","0","1","0.3","0.3","1.8%"
"119","Jaylin Lane (WAS)","4","1","2","2.0","2","0","0","0","0","0","0","1","0.2","0.2","1.1%"
"120","Jonathan Mingo (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"121","Kevin Austin Jr. (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"122","Jayden Reed (GB)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","36.6%"
"123","Chris Tyree (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"124","Xavier Worthy (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","92.8%"
"125","Malik Cunningham (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.1%"
"126","Jermaine Burton (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"127","Cornelius Johnson (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"128","Ronnie Bell (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"129","AJ Henning (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"130","Jalen McMillan (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.4%"
"131","Simi Fehoko (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"132","Terrace Marshall Jr. (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"133","Ainias Smith (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"134","Jordan Addison (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","87.7%"
"135","Rashee Rice (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","97.8%"
"136","Treylon Burks (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"137","Traeshon Holden (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"138","John Metchie III (NYJ)","1","1","0","0.0","0","0","0","0","0","0","0","1","0.0","0.0","0.8%"
"139","Beaux Collins (NYG)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"140","Ja'Corey Brooks (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"141","Chris Blair (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"142","Ben Skowronek (PIT)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"143","Mason Kinsey (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"144","Quez Watkins (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"145","Cody White (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"146","Rondale Moore (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.2%"
"147","Lawrence Cager (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"148","Kristian Wilkerson (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"149","Alex Bachman (LV)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"150","D.J. Montgomery (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"151","Brandon Aiyuk (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","46.6%"
"152","Devin Duvernay (CHI)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.6%"
"153","James Proche II (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"154","Isaiah Hodgins (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"155","Quintez Cephus (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"156","Gabe Davis (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.9%"
"157","Tom Kennedy (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"158","Gunner Olszewski (NYG)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"159","Andre Baccellia (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"160","Tutu Atwell (LAR)","1","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.5%"
"161","Dan Chisena (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"162","Ihmir Smith-Marsette (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"163","Seth Williams (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"164","JaQuae Jackson (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"165","Mason Tipton (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.3%"
"166","Bryce Oliver (TEN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"167","Kameron Johnson (TB)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.7%"
"168","Tejhaun Palmer (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"169","Casey Washington (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"170","Jeshaun Jones (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"171","Dee Williams (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.1%"
"172","John Jiles (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"173","Malachi Corley (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.1%"
"174","Dominic Lovett (DET)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.6%"
"175","Isaiah Neyor (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"176","Dayton Wade (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"177","Tahj Washington (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"178","Bub Means (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"179","Joshua Cephus (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"180","Isaiah Williams (NYJ)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"181","John Rhys Plumlee (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"182","Ryan Flournoy (DAL)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.2%"
"183","Jalen Coker (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.0%"
"184","Anthony Gould (IND)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.6%"
"185","Ja'Lynn Polk (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"186","Brenden Rice (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"187","John Stephens Jr. (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"188","Quentin Skinner (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"189","Dalen Cambre (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"190","Chandler Brayboy (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"191","Jackson Meeks (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"192","Jakobie Keeney-James (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"193","Dontae Fleming (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"194","Ke'Shawn Williams (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"195","Tru Edwards (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"196","Brennan Presley (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"197","Junior Bergen (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"198","JP Richardson (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"199","Hal Presley III (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"200","Jordan Moore (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"201","Stephen Gosnell (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"202","Courtney Jackson (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"203","Coleman Owen (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"204","Dalevon Campbell (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"205","Kyrese Rowan (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"206","Tyrone Broden (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"207","Darius Cooper (PHI)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.5%"
"208","Jahdae Walker (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"209","Gage Larvadain (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"210","Jeremiah Webb (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"211","Jimmy Holiday (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"212","Ja'seem Reed (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"213","Luke Floriea (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"214","TJ Moore (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"215","Tai Felton (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"216","Xavier Restrepo (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.5%"
"217","Jalen Royals (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.4%"
"218","Da'Quan Felton (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"219","Jaylin Noel (HOU)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","7.2%"
"220","Tez Johnson (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","38.0%"
"221","Ricky White III (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"222","Theo Wease Jr. (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"223","Jack Bech (LV)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","3.0%"
"224","Will Sheppard (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"225","Nick Nash (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"226","Jimmy Horn Jr. (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"227","Kyle Williams (NE)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","2.9%"
"228","Konata Mumpfield (LAR)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.0%"
"229","Jacksin Meeks (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"230","Jamaal Pritchett (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"231","LaJohntay Wester (BAL)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.7%"
"232","Garrett Greene (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"233","Josh Kelly (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"234","Jordan Watkins (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.7%"
"235","Traeshin Holden (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"236","Efton Chism III (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"237","Austin Trammell (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"238","Brandon Johnson (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"239","Britain Covey (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"240","Jacoby Jones (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"241","A.T. Perry (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.6%"
"242","KeAndre Lambert-Smith (LAC)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.6%"
"243","Dareke Young (SEA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"244","Danny Gray (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"245","DJ Turner (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"246","Tim Jones (JAC)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"247","Michael Bandy (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"248","Brandon Smith (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"249","Justin Shorter (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.9%"
"250","Bo Melton (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.5%"
"251","Deven Thompkins (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"252","Xavier Weaver (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"253","Skyy Moore (SF)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.9%"
"254","Samori Toure (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"255","Christian Watson (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","19.7%"
"256","Jared Wayne (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"257","Xavier Smith (LAR)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.6%"
