"Rank","Player","CMP","ATT","PCT","YDS","Y/A","TD","INT","SACKS","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Joe Burrow (CIN)","34","56","60.7","428","7.6","4","0","3","2","6","0","0","1","33.7","33.7","99.4%"
"2","Lamar Jackson (BAL)","25","33","75.8","290","8.8","4","0","0","7","33","0","0","1","32.9","32.9","99.6%"
"3","Jalen Hurts (PHI)","14","20","70.0","202","10.1","2","1","5","7","56","2","1","1","30.7","30.7","99.4%"
"4","Kyler Murray (ARI)","22","24","91.7","266","11.1","1","0","1","3","21","2","0","1","28.7","28.7","88.8%"
"5","Brock Purdy (SF)","25","36","69.4","353","9.8","2","0","3","4","17","0","0","1","23.8","23.8","88.3%"
"6","Derek Carr (FA)","16","25","64.0","269","10.8","2","0","0","4","17","0","0","1","20.5","20.5","1.1%"
"7","Josh Allen (BUF)","22","37","59.5","280","7.6","0","2","2","8","50","1","0","1","20.2","20.2","99.7%"
"8","Justin Herbert (LAC)","14","18","77.8","164","9.1","1","0","0","9","32","1","0","1","19.8","19.8","84.6%"
"9","Will Levis (TEN)","18","23","78.3","175","7.6","2","0","7","5","41","0","0","1","19.1","19.1","1.2%"
"10","Russell Wilson (NYG)","14","28","50.0","195","7.0","3","1","3","4","3","0","0","1","19.1","19.1","9.8%"
"11","Patrick Mahomes II (KC)","28","42","66.7","266","6.3","1","0","4","3","19","0","0","1","16.5","16.5","97.6%"
"12","Bo Nix (DEN)","22","30","73.3","215","7.2","2","0","2","3","-5","0","0","1","16.1","16.1","93.5%"
"13","Daniel Jones (IND)","22","37","59.5","190","5.1","0","2","2","7","26","1","0","1","14.2","14.2","7.7%"
"14","Joe Flacco (CLE)","26","35","74.3","272","7.8","2","3","4","0","0","0","1","1","13.9","13.9","6.5%"
"15","Drake Maye (NE)","15","25","60.0","184","7.4","1","1","1","4","24","0","0","1","12.8","12.8","71.0%"
"16","Jared Goff (DET)","15","30","50.0","240","8.0","2","5","0","1","2","0","0","1","12.8","12.8","81.5%"
"17","Bryce Young (CAR)","15","25","60.0","126","5.0","1","0","1","2","30","0","0","1","12.0","12.0","26.6%"
"18","C.J. Stroud (HOU)","19","33","57.6","232","7.0","1","2","4","1","5","0","0","1","11.8","11.8","69.5%"
"19","Kirk Cousins (ATL)","23","38","60.5","306","8.1","0","1","3","0","0","0","0","1","11.2","11.2","4.1%"
"20","Matthew Stafford (LAR)","32","46","69.6","293","6.4","0","1","4","1","0","0","0","1","10.7","10.7","28.7%"
"21","Sam Darnold (SEA)","24","38","63.2","241","6.3","0","3","1","7","28","0","0","1","9.4","9.4","17.8%"
"22","Tua Tagovailoa (MIA)","20","28","71.4","207","7.4","1","1","3","1","-1","0","1","1","9.2","9.2","28.9%"
"23","Baker Mayfield (TB)","18","29","62.1","116","4.0","1","0","2","3","3","0","0","1","8.9","8.9","95.5%"
"24","Jayden Daniels (WAS)","17","34","50.0","202","5.9","0","0","3","3","5","0","0","1","8.6","8.6","99.6%"
"25","Mac Jones (SF)","14","22","63.6","111","5.0","0","2","3","5","8","1","1","1","7.2","7.2","1.3%"
"26","Caleb Williams (CHI)","16","30","53.3","120","4.0","0","0","9","2","15","0","0","1","6.3","6.3","75.6%"
"27","Aaron Rodgers (PIT)","22","35","62.9","151","4.3","0","0","3","0","0","0","1","1","4.0","4.0","15.4%"
"28","Trey Lance (LAC)","4","6","66.7","21","3.5","0","1","2","3","17","0","0","1","1.5","1.5","0.6%"
"29","Kenny Pickett (CLE)","1","2","50.0","5","2.5","0","0","0","1","1","0","0","1","0.3","0.3","3.6%"
"30","Zach Wilson (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.6%"
"31","Davis Mills (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"32","Jalen Milroe (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5.5%"
"33","Sam Howell (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.8%"
"34","Kyle McCord (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"35","Spencer Rattler (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.9%"
"36","Tyler Shough (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.0%"
"37","Dillon Gabriel (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.9%"
"38","Adrian Martinez (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"39","DJ Uiagalelei (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"40","Emory Jones (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"41","J.J. McCarthy (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","65.7%"
"42","Michael Penix Jr. (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","29.1%"
"43","Malik Cunningham (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.1%"
"44","Desmond Ridder (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.4%"
"45","Feleipe Franks (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"46","Dorian Thompson-Robinson (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.5%"
"47","Sam Ehlinger (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"48","Trevor Lawrence (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","41.6%"
"49","Justin Fields (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","74.9%"
"50","Kyle Trask (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"51","Ben DiNucci (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"52","Sean Clifford (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.8%"
"53","Jaxson Dart (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10.3%"
"54","Graham Mertz (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"55","Jason Bean (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"56","John Rhys Plumlee (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"57","Jack Plummer (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"58","Carter Bradley (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"59","Kurtis Rourke (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"60","Joe Milton III (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.3%"
"61","Shedeur Sanders (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12.6%"
"62","Austin Reed (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"63","Will Howard (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.6%"
"64","Max Brosmer (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"65","Taylor Elgersma (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"66","Payton Thorne (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"67","Garrett Greene (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"68","Tommy Mellott (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"69","Connor Bazelak (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"70","Ben Wooldridge (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"71","Brady Cook (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"72","Cam Miller (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"73","Tommy DeVito (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"74","Kedon Slovis (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"75","Skylar Thompson (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.8%"
"76","Aidan O'Connell (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"77","Hendon Hooker (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.8%"
"78","Sam Hartman (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"79","Anthony Richardson Sr. (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","16.1%"
"80","Malik Willis (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.0%"
"81","Quinn Ewers (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.1%"
