"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Mark Andrews (BAL)","6","7","68","11.3","18","0","1","0","0","0","0","1","12.8","12.8","94.8%"
"2","Sam LaPorta (DET)","3","6","66","22.0","37","2","1","0","0","0","0","1","12.6","12.6","98.7%"
"3","Travis Kelce (KC)","8","12","64","8.0","22","1","1","0","0","0","0","1","12.4","12.4","97.0%"
"4","George Kittle (SF)","3","4","57","19.0","33","1","1","0","0","0","0","1","11.7","11.7","99.4%"
"5","Tanner Hudson (CIN)","6","7","42","7.0","10","0","1","1","1","0","0","1","10.3","10.3","1.2%"
"6","Dallas Goedert (PHI)","2","3","25","12.5","14","0","1","0","0","0","0","1","8.5","8.5","77.1%"
"7","Pat Freiermuth (PIT)","3","3","17","5.7","8","0","1","0","0","0","0","1","7.7","7.7","18.8%"
"8","T.J. Hockenson (MIN)","8","9","72","9.0","26","1","0","0","0","0","0","1","7.2","7.2","96.3%"
"9","Trey McBride (ARI)","4","5","71","17.8","23","1","0","0","0","0","0","1","7.1","7.1","99.4%"
"10","Ja'Tavion Sanders (CAR)","2","2","8","4.0","5","0","1","0","0","0","0","1","6.8","6.8","6.8%"
"11","Dalton Schultz (HOU)","3","4","66","22.0","32","1","0","0","0","0","0","1","6.6","6.6","9.8%"
"12","Austin Hooper (NE)","3","4","64","21.3","28","2","0","0","0","0","0","1","6.4","6.4","1.5%"
"13","Kyle Pitts Sr. (ATL)","4","6","55","13.8","23","1","0","0","0","0","0","1","5.5","5.5","68.2%"
"14","Josh Oliver (MIN)","4","6","52","13.0","28","1","0","0","0","0","0","1","5.2","5.2","0.7%"
"15","Taysom Hill (NO)","2","2","36","18.0","34","1","0","4","14","0","0","1","5.0","5.0","4.7%"
"16","Jonnu Smith (PIT)","3","4","45","15.0","33","1","0","0","0","0","0","1","4.5","4.5","54.3%"
"17","Dawson Knox (BUF)","2","3","40","20.0","34","1","0","0","0","0","0","1","4.0","4.0","2.1%"
