"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"28","Adonai Mitchell (IND)","6","6","71","11.8","18","0","0","0","0","0","0","1","7.1","7.1","6.6%"
"29","Nelson Agholor (FA)","1","2","6","6.0","6","0","1","0","0","0","0","1","6.6","6.6","1.0%"
"30","Johnny Wilson (PHI)","1","1","5","5.0","5","0","1","0","0","0","0","1","6.5","6.5","0.6%"
"31","Ja'Lynn Polk (NE)","1","1","2","2.0","2","0","1","0","0","0","0","1","6.2","6.2","1.4%"
"32","Khalil Shakir (BUF)","6","9","58","9.7","30","1","0","0","0","0","0","1","5.8","5.8","78.1%"
"33","Jaylen Waddle (MIA)","3","6","57","19.0","36","1","0","1","-1","0","0","1","5.6","5.6","91.0%"
"34","DeAndre Hopkins (BAL)","4","5","56","14.0","31","1","0","0","0","0","0","1","5.6","5.6","14.9%"
"35","Jameson Williams (DET)","3","5","53","17.7","23","1","0","0","0","0","0","1","5.3","5.3","91.6%"
"36","Ladd McConkey (LAC)","2","2","52","26.0","37","1","0","0","0","0","0","1","5.2","5.2","99.2%"
"37","Wan'Dale Robinson (NYG)","5","8","51","10.2","23","1","0","0","0","0","0","1","5.1","5.1","19.3%"
"38","DeMario Douglas (NE)","4","5","50","12.5","17","0","0","0","0","0","0","1","5.0","5.0","17.0%"
"39","Justin Jefferson (MIN)","5","9","48","9.6","15","0","0","0","0","0","0","1","4.8","4.8","99.7%"
"40","Malik Nabers (NYG)","6","10","50","8.3","19","0","0","1","-2","0","0","1","4.8","4.8","99.6%"
"41","Kayshon Boutte (NE)","4","6","47","11.8","23","1","0","0","0","0","0","1","4.7","4.7","3.8%"
"42","Keenan Allen (LAC)","5","6","44","8.8","12","0","0","0","0","0","0","1","4.4","4.4","47.4%"
"43","Jalen Coker (CAR)","3","8","41","13.7","24","1","0","0","0","0","0","1","4.1","4.1","6.0%"
"44","Garrett Wilson (NYJ)","5","6","41","8.2","12","0","0","0","0","0","0","1","4.1","4.1","97.7%"
"45","Xavier Legette (CAR)","3","4","40","13.3","23","1","0","0","0","0","0","1","4.0","4.0","25.9%"
"46","Jalin Hyatt (NYG)","4","4","39","9.8","19","0","0","0","0","0","0","1","3.9","3.9","1.0%"
"47","Joshua Palmer (BUF)","1","2","36","36.0","36","1","0","0","0","0","0","1","3.6","3.6","17.6%"
"48","Ray-Ray McCloud III (ATL)","3","4","30","10.0","20","1","0","1","6","0","0","1","3.6","3.6","2.6%"
"49","Kevin Austin Jr. (NO)","2","2","36","18.0","22","1","0","0","0","0","0","1","3.6","3.6","0.0%"
"50","Curtis Samuel (BUF)","4","8","35","8.8","17","0","0","0","0","0","0","1","3.5","3.5","2.2%"
"51","Zay Flowers (BAL)","4","6","34","8.5","19","0","0","0","0","0","0","1","3.4","3.4","94.6%"
"52","Tank Dell (HOU)","5","9","39","7.8","13","0","0","1","-6","0","0","1","3.3","3.3","3.9%"
"53","Noah Brown (WAS)","3","7","33","11.0","14","0","0","0","0","0","0","1","3.3","3.3","1.8%"
"54","Davante Adams (LAR)","6","13","31","5.2","14","0","0","0","0","0","0","1","3.1","3.1","97.3%"
"55","Nick Westbrook-Ikhine (MIA)","3","3","31","10.3","13","0","0","0","0","0","0","1","3.1","3.1","2.5%"
"56","Marvin Mims Jr. (DEN)","4","4","13","3.3","6","0","0","3","17","0","0","1","3.0","3.0","40.4%"
"57","Andrei Iosivas (CIN)","2","4","29","14.5","19","0","0","0","0","0","0","1","2.9","2.9","4.0%"
"58","Jordan Addison (MIN)","2","5","25","12.5","21","1","0","1","4","0","0","1","2.9","2.9","83.2%"
"59","Jahan Dotson (PHI)","1","1","27","27.0","27","1","0","0","0","0","0","1","2.7","2.7","1.9%"
"60","DJ Moore (CHI)","3","6","24","8.0","18","0","0","1","3","0","0","1","2.7","2.7","94.6%"
"61","Tyler Johnson (NYJ)","3","4","25","8.3","10","0","0","0","0","0","0","1","2.5","2.5","1.1%"
"62","Michael Wilson (ARI)","3","4","24","8.0","11","0","0","0","0","0","0","1","2.4","2.4","7.0%"
"63","CeeDee Lamb (DAL)","6","10","21","3.5","6","0","0","1","3","0","0","1","2.4","2.4","99.6%"
"64","Demarcus Robinson (SF)","1","5","23","23.0","23","1","0","0","0","0","0","1","2.3","2.3","2.1%"
"65","Lil'Jordan Humphrey (NYG)","2","3","23","11.5","20","1","0","0","0","0","0","1","2.3","2.3","0.7%"
"66","Rome Odunze (CHI)","3","6","23","7.7","11","0","0","0","0","0","0","1","2.3","2.3","87.2%"
"67","Luke McCaffrey (WAS)","1","3","23","23.0","23","1","0","0","0","0","0","1","2.3","2.3","1.8%"
"68","Derius Davis (LAC)","1","1","17","17.0","17","0","0","1","6","0","0","1","2.3","2.3","0.6%"
"69","Bryce Oliver (TEN)","2","2","23","11.5","19","0","0","0","0","0","0","1","2.3","2.3","0.0%"
"70","Calvin Austin III (PIT)","2","6","20","10.0","13","0","0","0","0","0","0","1","2.0","2.0","6.8%"
"71","Gabe Davis (FA)","1","4","19","19.0","19","0","0","0","0","0","0","1","1.9","1.9","2.3%"
"72","David Moore (CAR)","2","4","18","9.0","13","0","0","0","0","0","0","1","1.8","1.8","0.8%"
"73","Odell Beckham Jr. (FA)","2","2","17","8.5","11","0","0","0","0","0","0","1","1.7","1.7","1.1%"
"74","DeVonta Smith (PHI)","2","3","14","7.0","9","0","0","0","0","0","0","1","1.4","1.4","94.0%"
"75","Jalen Tolbert (DAL)","3","5","14","4.7","9","0","0","0","0","0","0","1","1.4","1.4","3.2%"
"76","Brian Thomas Jr. (JAC)","2","3","12","6.0","10","0","0","0","0","0","0","1","1.2","1.2","99.5%"
"77","Trent Sherfield Sr. (DEN)","1","1","11","11.0","11","0","0","0","0","0","0","1","1.1","1.1","0.0%"
"78","Ryan Miller (TB)","1","3","11","11.0","11","0","0","0","0","0","0","1","1.1","1.1","1.0%"
"79","Jermaine Burton (CIN)","1","5","11","11.0","11","0","0","0","0","0","0","1","1.1","1.1","1.9%"
"80","Xavier Worthy (KC)","1","4","11","11.0","11","0","0","0","0","0","0","1","1.1","1.1","95.5%"
"81","Sterling Shepard (TB)","1","3","7","7.0","7","0","0","1","3","0","0","1","1.0","1.0","1.0%"
"82","Rakim Jarrett (TB)","2","4","10","5.0","6","0","0","0","0","0","0","1","1.0","1.0","1.9%"
"83","Troy Franklin (DEN)","1","3","9","9.0","9","0","0","0","0","0","0","1","0.9","0.9","4.1%"
"84","Dante Pettis (NO)","1","1","8","8.0","8","0","0","0","0","0","0","1","0.8","0.8","1.0%"
"85","Ashton Dulin (IND)","0","0","0","0","0","0","0","1","7","0","0","1","0.7","0.7","0.0%"
"86","Isaiah Hodgins (SF)","1","1","7","7.0","7","0","0","0","0","0","0","1","0.7","0.7","0.0%"
"87","Xavier Hutchinson (HOU)","2","4","6","3.0","10","0","0","0","0","0","0","1","0.6","0.6","0.6%"
"88","Justin Watson (HOU)","2","2","6","3.0","5","0","0","0","0","0","0","1","0.6","0.6","1.0%"
"89","Ainias Smith (PHI)","2","2","6","3.0","5","0","0","0","0","0","0","1","0.6","0.6","0.6%"
"90","Tutu Atwell (LAR)","1","1","6","6.0","6","0","0","0","0","0","0","1","0.6","0.6","3.2%"
"91","Diontae Johnson (CLE)","1","2","6","6.0","6","0","0","0","0","0","0","1","0.6","0.6","5.6%"
"92","DeAndre Carter (CLE)","1","1","5","5.0","5","0","0","0","0","0","0","1","0.5","0.5","0.0%"
"93","Jalen Brooks (DAL)","1","4","4","4.0","4","0","0","0","0","0","0","1","0.4","0.4","1.0%"
"94","Jalen Nailor (MIN)","1","3","11","11.0","11","0","0","1","-7","0","0","1","0.4","0.4","4.5%"
"95","Mecole Hardman Jr. (GB)","1","1","3","3.0","3","0","0","0","0","0","0","1","0.3","0.3","0.6%"
"96","Malachi Corley (NYJ)","1","2","2","2.0","2","0","0","0","0","0","0","1","0.2","0.2","1.5%"
"97","Robert Woods (PIT)","1","3","1","1.0","1","0","0","0","0","0","0","1","0.1","0.1","0.6%"
"98","Chris Tyree (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"99","Emeka Egbuka (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","78.9%"
"100","Jaxon Smith-Njigba (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","98.2%"
"101","Mario Williams (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"102","Ronnie Bell (DET)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"103","Malik Cunningham (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.1%"
"104","AJ Henning (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"105","Cornelius Johnson (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"106","Jayden Reed (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","76.8%"
"107","Daniel Jackson (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"108","Jonathan Mingo (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"109","Arian Smith (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.3%"
"110","Jacob Harris (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"111","Terrace Marshall Jr. (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"112","Austin Trammell (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"113","Avery Williams (PHI)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.6%"
"114","Kawaan Baker (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"115","Simi Fehoko (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"116","Jalen McMillan (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","19.2%"
"117","Parker Washington (JAC)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.6%"
"118","David Bell (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"119","Rashee Rice (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","93.9%"
"120","Jordan Whittington (LAR)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","3.6%"
"121","Chris Blair (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"122","Treylon Burks (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"123","Tyquan Thornton (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"124","Beaux Collins (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"125","Traeshon Holden (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"126","Cornell Powell (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"127","Dee Eskridge (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"128","Ben Skowronek (PIT)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"129","Javon Baker (NE)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.6%"
"130","Ja'Corey Brooks (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"131","Mason Kinsey (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"132","K.J. Osborn (WAS)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","2.6%"
"133","Cody White (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"134","Rondale Moore (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.7%"
"135","Lawrence Cager (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"136","Van Jefferson (TEN)","0","2","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.7%"
"137","Marquez Callaway (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"138","Trishton Jackson (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"139","Justyn Ross (FA)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"140","Scotty Washington (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"141","Kristian Wilkerson (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"142","Alex Bachman (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"143","Steven Sims Jr. (SEA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"144","Malik Taylor (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"145","D.J. Montgomery (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"146","Michael Pittman Jr. (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","68.4%"
"147","Tee Higgins (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","99.0%"
"148","Laviska Shenault Jr. (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"149","Brandon Aiyuk (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","53.7%"
"150","KJ Hamler (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"151","Devin Duvernay (CHI)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.6%"
"152","Donovan Peoples-Jones (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"153","James Proche II (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"154","Quintez Cephus (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"155","Jerry Jeudy (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","88.6%"
"156","Tom Kennedy (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"157","Gunner Olszewski (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"158","Andre Baccellia (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"159","Nico Collins (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","99.6%"
"160","Chris Olave (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","86.4%"
"161","Dez Fitzpatrick (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"162","Elijah Moore (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.2%"
"163","Ihmir Smith-Marsette (NYG)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.6%"
"164","Seth Williams (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"165","Terique Owens (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"166","JaQuae Jackson (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"167","Kameron Johnson (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"168","Dee Williams (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.1%"
"169","Mason Tipton (NO)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.7%"
"170","Jermaine Jackson (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"171","Drake Stoops (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"172","Xavier Johnson (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"173","Jaylen Johnson (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"174","Jeshaun Jones (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"175","Julian Hicks (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"176","John Jiles (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"177","Luther Burden III (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","32.3%"
"178","Cole Burgess (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"179","Qadir Ismail (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"180","Casey Washington (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"181","Tejhaun Palmer (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"182","Xavier Restrepo (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4.4%"
"183","Travis Hunter (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","93.0%"
"184","Dorian Singer (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"185","Devontez Walker (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"186","Dominic Lovett (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"187","Keon Coleman (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","65.1%"
"188","Isaiah Neyor (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"189","Tory Horton (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5.7%"
"190","Matthew Golden (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","83.0%"
"191","Jha'Quan Jackson (TEN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"192","Isaiah Williams (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"193","John Rhys Plumlee (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"194","Tahj Washington (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"195","Ryan Flournoy (DAL)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.7%"
"196","Andrew Armstrong (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"197","Ajou Ajou (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"198","Anthony Gould (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"199","Dayton Wade (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"200","Bub Means (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"201","Elijhah Badger (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"202","Jamari Thrash (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"203","Roman Wilson (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5.0%"
"204","Brenden Rice (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"205","Tre' Harris (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","30.5%"
"206","Elic Ayomanor (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.3%"
"207","Kobe Hudson (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"208","Nate McCollum (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"209","Tyler Kahmann (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"210","Blayne Taylor (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"211","Silas Bolden (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"212","Quincy Skinner Jr. (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"213","Dalen Cambre (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"214","Jordan Bly (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"215","Chandler Brayboy (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"216","Landon Parker (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"217","Eli Pancol (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"218","Cam Camper (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"219","Quentin Skinner (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"220","Jackson Meeks (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"221","Jakobie Keeney-James (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"222","Dontae Fleming (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"223","Robert Lewis (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"224","Coleman Owen (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"225","Jaylen Jones (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"226","Hal Presley (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"227","Kyle Williams (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","22.9%"
"228","Tommy Mellott (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"229","Junior Bergen (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"230","JP Richardson (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"231","Rashod Owens (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"232","Jordan Moore (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"233","Mac Dalena (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"234","Jamoi Mayes (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"235","Stephen Gosnell (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"236","Joaquin Davis (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"237","Jerjuan Newton (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"238","Courtney Jackson (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"239","Bryson Green (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"240","Luke Grimm (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"241","Ke'Shawn Williams (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"242","Tru Edwards (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"243","Josh Kelly (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"244","Mitch Van Vooren (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"245","Ketron Jackson Jr. (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"246","Key'Shawn Smith (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"247","Dalevon Campbell (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"248","Kyrese Rowan (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"249","Cade McDonald (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"250","Ife Adeyi (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"251","Jaden Smith (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"252","Roderick Daniels Jr. (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"253","TJ Sheffield (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"254","Ja'seem Reed (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"255","Brennan Presley (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"256","Gage Larvadain (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"257","Jahmal Banks (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"258","Xavier Guillory (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"259","Moochie Dixon (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"260","Tyrone Broden (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
