"Rank","Player","CMP","ATT","PCT","YDS","Y/A","TD","INT","SACKS","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Jayden Daniels (WAS)","25","38","65.8","275","7.2","2","2","4","7","74","1","0","1","32.4","32.4","99.6%"
"2","Patrick Mahomes II (KC)","27","37","73.0","269","7.3","3","0","5","5","60","0","0","1","28.8","28.8","97.6%"
"3","Tua Tagovailoa (MIA)","29","40","72.5","317","7.9","4","0","2","3","-2","0","0","1","28.5","28.5","28.9%"
"4","Caleb Williams (CHI)","32","47","68.1","340","7.2","2","0","3","6","33","0","0","1","26.9","26.9","75.6%"
"5","Lamar Jackson (BAL)","16","22","72.7","177","8.0","2","0","1","8","15","1","0","1","22.6","22.6","99.6%"
"6","Sam Darnold (SEA)","22","34","64.7","330","9.7","2","0","3","2","-1","0","0","1","21.1","21.1","17.8%"
"7","Bo Nix (DEN)","25","42","59.5","273","6.5","2","0","1","1","5","0","0","1","19.4","19.4","93.5%"
"8","Matthew Stafford (LAR)","24","36","66.7","243","6.8","2","0","5","1","15","0","0","1","19.2","19.2","28.7%"
"9","Baker Mayfield (TB)","24","30","80.0","294","9.8","0","0","0","4","29","1","1","1","18.7","18.7","95.5%"
"10","Cooper Rush (BAL)","24","32","75.0","247","7.7","2","0","1","4","1","0","0","1","18.0","18.0","0.7%"
"11","C.J. Stroud (HOU)","20","33","60.6","247","7.5","2","2","4","3","18","0","0","1","17.7","17.7","69.5%"
"12","Justin Herbert (LAC)","21","36","58.3","218","6.1","0","0","4","4","29","1","0","1","17.6","17.6","84.6%"
"13","Will Levis (TEN)","18","24","75.0","278","11.6","2","1","8","8","10","0","1","1","17.1","17.1","1.2%"
"14","Bryce Young (CAR)","21","35","60.0","263","7.5","1","0","2","3","20","0","0","1","16.5","16.5","26.6%"
"15","Jalen Hurts (PHI)","15","22","68.2","179","8.1","1","0","1","12","39","0","0","1","15.1","15.1","99.4%"
"16","Jordan Love (GB)","13","23","56.5","163","7.1","2","0","2","1","2","0","0","1","14.7","14.7","69.0%"
"17","Jameis Winston (NYG)","18","27","66.7","219","8.1","0","1","1","3","7","1","1","1","14.5","14.5","2.3%"
"18","Drake Maye (NE)","22","37","59.5","222","6.0","1","1","4","5","26","0","1","1","14.5","14.5","71.0%"
"19","Russell Wilson (NYG)","21","28","75.0","270","9.6","1","0","4","3","10","0","1","1","13.8","13.8","9.8%"
"20","Geno Smith (LV)","22","31","71.0","254","8.2","1","1","5","3","2","0","0","1","13.4","13.4","18.3%"
"21","Anthony Richardson Sr. (IND)","11","28","39.3","172","6.1","0","0","0","10","61","0","0","1","13.0","13.0","16.1%"
"22","Gardner Minshew II (KC)","25","42","59.5","230","5.5","1","1","3","2","5","0","0","1","12.7","12.7","1.2%"
"23","Kyler Murray (ARI)","24","37","64.9","285","7.7","0","1","5","2","9","0","0","1","11.3","11.3","88.8%"
"24","Tommy DeVito (NYG)","21","31","67.7","189","6.1","0","0","4","7","32","0","0","1","10.8","10.8","0.6%"
"25","Jared Goff (DET)","26","36","72.2","269","7.5","0","0","3","2","0","0","0","1","10.8","10.8","81.5%"
"26","Brandon Allen (TEN)","17","29","58.6","199","6.9","1","1","2","2","5","0","1","1","9.5","9.5","0.1%"
"27","Justin Fields (NYJ)","0","1","0.0","0","0.0","0","0","0","3","26","0","0","1","2.6","2.6","74.9%"
"28","Desmond Ridder (CIN)","5","10","50.0","64","6.4","0","0","2","1","3","0","1","1","0.9","0.9","1.4%"
"29","Nick Mullens (JAC)","1","1","100.0","14","14.0","0","0","0","0","0","0","0","1","0.6","0.6","1.0%"
"30","Drew Lock (SEA)","1","1","100.0","3","3.0","0","0","0","0","0","0","0","1","0.1","0.1","1.9%"
"31","Jalen Milroe (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5.5%"
"32","Davis Mills (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"33","Zach Wilson (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.6%"
"34","Aaron Rodgers (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15.4%"
"35","Adrian Martinez (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"36","Sam Howell (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.8%"
"37","Kyle McCord (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"38","Spencer Rattler (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.9%"
"39","Tyler Shough (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.0%"
"40","J.J. McCarthy (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","65.7%"
"41","DJ Uiagalelei (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"42","Emory Jones (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"43","Michael Penix Jr. (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","29.1%"
"44","Malik Cunningham (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.1%"
"45","Mac Jones (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.3%"
"46","Feleipe Franks (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"47","Dorian Thompson-Robinson (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.5%"
"48","Sam Ehlinger (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"49","Trevor Lawrence (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","41.6%"
"50","Brock Purdy (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","88.3%"
"51","Kyle Trask (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"52","Ben DiNucci (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"53","Sean Clifford (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.8%"
"54","Dillon Gabriel (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.9%"
"55","Kedon Slovis (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"56","Jaxson Dart (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10.3%"
"57","Jason Bean (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
