"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Brock Bowers (LV)","10","14","140","14.0","33","3","1","1","2","0","0","1","20.2","20.2","99.6%"
"2","David Njoku (CLE)","9","17","52","5.8","13","0","2","0","0","0","0","1","17.2","17.2","91.8%"
"3","Mark Andrews (BAL)","6","7","67","11.2","23","1","1","1","2","0","0","1","12.9","12.9","94.8%"
"4","Pat Freiermuth (PIT)","6","7","68","11.3","25","1","1","0","0","0","0","1","12.8","12.8","18.8%"
"5","Sam LaPorta (DET)","3","6","6","2.0","3","0","2","0","0","0","0","1","12.6","12.6","98.7%"
"6","Dalton Schultz (HOU)","5","7","61","12.2","22","1","1","0","0","0","0","1","12.1","12.1","9.8%"
"7","Jonnu Smith (PIT)","10","11","113","11.3","16","0","0","0","0","0","0","1","11.3","11.3","54.3%"
"8","Austin Hooper (NE)","4","4","42","10.5","16","0","1","0","0","0","0","1","10.2","10.2","1.5%"
"9","Isaiah Likely (BAL)","5","8","38","7.6","11","0","1","0","0","0","0","1","9.8","9.8","27.6%"
"10","Trey McBride (ARI)","12","12","96","8.0","14","0","0","0","0","0","0","1","9.6","9.6","99.4%"
"11","Dallas Goedert (PHI)","3","4","35","11.7","17","0","1","0","0","0","0","1","9.5","9.5","77.1%"
"12","Zach Ertz (WAS)","3","6","35","11.7","25","1","1","0","0","0","0","1","9.5","9.5","43.6%"
"13","Johnny Mundt (JAC)","2","2","22","11.0","18","0","1","0","0","0","0","1","8.2","8.2","0.1%"
"14","Tucker Kraft (GB)","6","7","78","13.0","17","0","0","0","0","0","0","1","7.8","7.8","83.6%"
"15","Tommy Tremble (CAR)","5","8","77","15.4","38","1","0","0","0","0","0","1","7.7","7.7","0.6%"
"16","Hunter Henry (NE)","7","9","75","10.7","14","0","0","0","0","0","0","1","7.5","7.5","45.3%"
"17","AJ Barner (SEA)","2","2","14","7.0","12","0","1","0","0","0","0","1","7.4","7.4","2.6%"
"18","Travis Kelce (KC)","7","13","68","9.7","24","1","0","0","0","0","0","1","6.8","6.8","97.0%"
"19","Noah Gray (KC)","4","6","58","14.5","26","2","0","0","0","0","0","1","5.8","5.8","4.8%"
"20","Dawson Knox (BUF)","2","2","56","28.0","39","1","0","0","0","0","0","1","5.6","5.6","2.1%"
"21","Theo Johnson (NYG)","5","5","54","10.8","15","0","0","0","0","0","0","1","5.4","5.4","6.6%"
"22","Mike Gesicki (CIN)","5","5","53","10.6","20","1","0","0","0","0","0","1","5.3","5.3","15.2%"
"23","Taysom Hill (NO)","5","7","37","7.4","21","1","0","5","10","0","0","1","4.7","4.7","4.7%"
"24","Evan Engram (DEN)","7","9","41","5.9","16","0","0","0","0","0","0","1","4.1","4.1","90.0%"
"25","Juwan Johnson (NO)","5","7","36","7.2","21","1","0","0","0","0","0","1","3.6","3.6","6.2%"
"26","Luke Schoonmaker (DAL)","5","6","33","6.6","10","0","0","0","0","0","0","1","3.3","3.3","1.4%"
"27","Tyler Conklin (LAC)","4","5","32","8.0","14","0","0","0","0","0","0","1","3.2","3.2","3.5%"
"28","T.J. Hockenson (MIN)","3","6","28","9.3","12","0","0","0","0","0","0","1","2.8","2.8","96.3%"
"29","Tanner Hudson (CIN)","4","4","28","7.0","10","0","0","0","0","0","0","1","2.8","2.8","1.2%"
"30","Chig Okonkwo (TEN)","3","6","27","9.0","14","0","0","0","0","0","0","1","2.7","2.7","19.0%"
"31","Noah Fant (CIN)","3","4","26","8.7","11","0","0","0","0","0","0","1","2.6","2.6","4.2%"
"32","Cole Kmet (CHI)","3","3","26","8.7","14","0","0","0","0","0","0","1","2.6","2.6","7.2%"
"33","Lucas Krull (DEN)","3","3","24","8.0","12","0","0","0","0","0","0","1","2.4","2.4","1.8%"
"34","Elijah Higgins (ARI)","2","2","23","11.5","19","0","0","0","0","0","0","1","2.3","2.3","0.6%"
"35","Drew Ogletree (IND)","1","2","22","22.0","22","1","0","0","0","0","0","1","2.2","2.2","1.1%"
"36","MyCole Pruitt (FA)","2","3","21","10.5","18","0","0","0","0","0","0","1","2.1","2.1","1.0%"
"37","Cade Otton (TB)","4","7","20","5.0","7","0","0","0","0","0","0","1","2.0","2.0","16.9%"
"38","Nate Adkins (DEN)","1","1","16","16.0","16","0","0","0","0","0","0","1","1.6","1.6","1.0%"
"39","Mo Alie-Cox (IND)","2","2","15","7.5","11","0","0","0","0","0","0","1","1.5","1.5","0.6%"
"40","Quintin Morris (JAC)","1","1","14","14.0","14","0","0","0","0","0","0","1","1.4","1.4","1.4%"
"41","Brenton Strange (JAC)","1","2","14","14.0","14","0","0","0","0","0","0","1","1.4","1.4","22.6%"
"42","Brock Wright (DET)","1","1","13","13.0","13","0","0","0","0","0","0","1","1.3","1.3","0.6%"
"43","Colby Parkinson (LAR)","1","1","13","13.0","13","0","0","0","0","0","0","1","1.3","1.3","0.6%"
"44","Darnell Washington (PIT)","1","1","10","10.0","10","0","0","0","0","0","0","1","1.0","1.0","1.1%"
"45","Tip Reiman (ARI)","1","1","9","9.0","9","0","0","0","0","0","0","1","0.9","0.9","0.1%"
"46","Durham Smythe (CHI)","1","1","8","8.0","8","0","0","0","0","0","0","1","0.8","0.8","0.6%"
"47","Drew Sample (CIN)","2","2","8","4.0","6","0","0","0","0","0","0","1","0.8","0.8","0.6%"
"48","George Kittle (SF)","1","2","7","7.0","7","0","0","0","0","0","0","1","0.7","0.7","99.4%"
"49","Will Mallory (IND)","1","1","7","7.0","7","0","0","0","0","0","0","1","0.7","0.7","1.0%"
"50","Nick Vannett (MIN)","1","1","6","6.0","6","0","0","0","0","0","0","1","0.6","0.6","0.0%"
"51","Foster Moreau (NO)","2","4","6","3.0","4","0","0","0","0","0","0","1","0.6","0.6","0.7%"
"52","Charlie Woerner (ATL)","1","1","5","5.0","5","0","0","0","0","0","0","1","0.5","0.5","0.1%"
"53","Michael Mayer (LV)","1","2","5","5.0","5","0","0","0","0","0","0","1","0.5","0.5","3.2%"
"54","Julian Hill (MIA)","1","1","5","5.0","5","0","0","0","0","0","0","1","0.5","0.5","0.6%"
"55","Cade Stover (HOU)","1","1","4","4.0","4","0","0","0","0","0","0","1","0.4","0.4","1.2%"
"56","Stone Smartt (NYJ)","1","2","3","3.0","3","0","0","0","0","0","0","1","0.3","0.3","1.0%"
"57","Ben Sinnott (WAS)","1","1","3","3.0","3","0","0","0","0","0","0","1","0.3","0.3","3.8%"
"58","Josh Whyle (TEN)","1","3","3","3.0","3","0","0","0","0","0","0","1","0.3","0.3","0.6%"
"59","Jeremy Ruckert (NYJ)","1","2","3","3.0","3","0","0","0","0","0","0","1","0.3","0.3","0.7%"
"60","Tucker Fisk (LAC)","1","1","1","1.0","1","0","0","0","0","0","0","1","0.1","0.1","1.0%"
"61","John Bates (WAS)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.6%"
"62","Dominique Dafney (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"63","Jake Ferguson (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","69.2%"
"64","Charlie Kolar (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"65","Hunter Long (JAC)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"66","Kenny Yeboah (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"67","Luke Lachey (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.1%"
"68","Jake Briningstool (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"69","Kylen Granson (PHI)","0","3","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.2%"
"70","Jalin Conyers (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.2%"
"71","Dalton Keene (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"72","Mitchell Wilcox (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"73","Luke Farrell (SF)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.6%"
"74","Stephen Sullivan (FA)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"75","Josiah Deguara (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"76","Adam Trautman (DEN)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.7%"
"77","Harrison Bryant (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"78","Scotty Washington (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"79","Giovanni Ricci (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"80","Sean McKeon (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"81","Tyler Mabry (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"82","Lawrence Cager (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"83","Mitchell Fraboni (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"84","Donald Parham Jr. (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"85","Chris Myarick (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"86","Matt Orzech (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
