"Rank","Player","CMP","ATT","PCT","YDS","Y/A","TD","INT","SACKS","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Jameis Winston (NYG)","34","58","58.6","497","8.6","4","3","3","3","11","0","0","1","36.0","36.0","2.3%"
"2","Jayden Daniels (WAS)","25","30","83.3","206","6.9","3","1","2","9","34","1","0","1","28.6","28.6","99.6%"
"3","Josh Allen (BUF)","13","17","76.5","148","8.7","2","0","0","3","18","1","0","1","28.4","28.4","99.7%"
"4","Russell Wilson (NYG)","29","38","76.3","414","10.9","3","1","2","3","3","0","0","1","27.9","27.9","9.8%"
"5","Caleb Williams (CHI)","20","39","51.3","256","6.6","3","0","5","4","39","0","0","1","26.1","26.1","75.6%"
"6","Lamar Jackson (BAL)","23","36","63.9","237","6.6","2","0","3","8","79","0","0","1","25.4","25.4","99.6%"
"7","Tua Tagovailoa (MIA)","37","46","80.4","365","7.9","2","0","5","2","6","0","0","1","25.2","25.2","28.9%"
"8","Bryce Young (CAR)","26","46","56.5","298","6.5","1","0","1","3","17","1","0","1","23.6","23.6","26.6%"
"9","Anthony Richardson Sr. (IND)","12","24","50.0","109","4.5","2","2","0","9","48","1","0","1","23.2","23.2","16.1%"
"10","Drake Maye (NE)","24","30","80.0","238","7.9","1","1","4","5","59","0","0","1","20.4","20.4","71.0%"
"11","Joe Burrow (CIN)","28","38","73.7","309","8.1","3","1","4","2","9","0","2","1","20.3","20.3","99.4%"
"12","Mac Jones (SF)","20","32","62.5","235","7.3","2","0","0","3","6","0","0","1","20.0","20.0","1.3%"
"13","Aidan O'Connell (LV)","23","35","65.7","340","9.7","2","0","3","1","0","0","1","1","19.6","19.6","1.0%"
"14","Sam Darnold (SEA)","21","31","67.7","235","7.6","2","0","5","4","22","0","0","1","19.6","19.6","17.8%"
"15","Jordan Love (GB)","21","28","75.0","274","9.8","2","0","0","0","0","0","0","1","19.0","19.0","69.0%"
"16","Jalen Hurts (PHI)","11","19","57.9","118","6.2","1","0","2","9","29","1","0","1","17.6","17.6","99.4%"
"17","Kyler Murray (ARI)","31","45","68.9","260","5.8","1","2","1","7","48","0","0","1","17.2","17.2","88.8%"
"18","Jared Goff (DET)","21","34","61.8","221","6.5","2","0","1","1","1","0","0","1","16.9","16.9","81.5%"
"19","Patrick Mahomes II (KC)","26","46","56.5","306","6.7","1","0","5","2","4","0","0","1","16.6","16.6","97.6%"
"20","Will Levis (TEN)","18","37","48.6","212","5.7","2","0","2","2","-3","0","0","1","16.2","16.2","1.2%"
"21","Drew Lock (SEA)","21","32","65.6","178","5.6","0","1","6","4","57","1","1","1","15.8","15.8","1.9%"
"22","Matthew Stafford (LAR)","14","24","58.3","183","7.6","2","0","2","4","3","0","0","1","15.6","15.6","28.7%"
"23","Aaron Rodgers (PIT)","21","39","53.8","185","4.7","2","1","2","2","6","0","0","1","15.0","15.0","15.4%"
"24","Derek Carr (FA)","24","37","64.9","184","5.0","1","0","0","2","12","0","0","1","14.6","14.6","1.1%"
"25","C.J. Stroud (HOU)","22","34","64.7","242","7.1","1","0","2","5","7","0","0","1","14.4","14.4","69.5%"
"26","Bo Nix (DEN)","18","35","51.4","294","8.4","1","2","0","3","4","0","0","1","14.2","14.2","93.5%"
"27","Geno Smith (LV)","20","31","64.5","206","6.6","1","0","3","2","2","0","0","1","12.4","12.4","18.3%"
"28","Baker Mayfield (TB)","21","33","63.6","235","7.1","1","2","4","3","8","0","0","1","12.2","12.2","95.5%"
"29","Cooper Rush (BAL)","21","36","58.3","195","5.4","1","0","0","5","0","0","0","1","11.8","11.8","0.7%"
"30","Justin Herbert (LAC)","16","23","69.6","147","6.4","0","0","5","5","1","0","0","1","8.0","8.0","84.6%"
"31","Kirk Cousins (ATL)","24","39","61.5","245","6.3","0","4","1","1","3","0","0","1","6.1","6.1","4.1%"
"32","Brock Purdy (SF)","11","18","61.1","94","5.2","0","0","2","2","4","0","1","1","2.2","2.2","88.3%"
"33","Trevor Lawrence (JAC)","4","10","40.0","41","4.1","0","1","0","1","6","0","0","1","1.2","1.2","41.6%"
"34","Justin Fields (NYJ)","0","0","0","0","0","0","0","0","1","7","0","0","1","0.7","0.7","74.9%"
"35","Kyle Trask (TB)","1","1","100.0","5","5.0","0","0","0","0","0","0","0","1","0.2","0.2","0.6%"
"36","Davis Mills (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"37","Jalen Milroe (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5.5%"
"38","Kenny Pickett (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.6%"
"39","Zach Wilson (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.6%"
"40","DJ Uiagalelei (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"41","Sam Howell (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.8%"
"42","Kyle McCord (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"43","Spencer Rattler (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.9%"
"44","Tyler Shough (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.0%"
"45","Adrian Martinez (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"46","Emory Jones (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"47","Michael Penix Jr. (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","29.1%"
"48","J.J. McCarthy (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","65.7%"
"49","Malik Cunningham (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.1%"
"50","Trey Lance (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"51","Dorian Thompson-Robinson (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.5%"
"52","Desmond Ridder (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.4%"
"53","Feleipe Franks (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"54","Sam Ehlinger (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"55","Ben DiNucci (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"56","Sean Clifford (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.8%"
"57","Dillon Gabriel (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.9%"
"58","Graham Mertz (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"59","Jaxson Dart (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10.3%"
"60","Jason Bean (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"61","John Rhys Plumlee (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"62","Jack Plummer (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"63","Carter Bradley (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"64","Kurtis Rourke (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"65","Joe Milton III (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.3%"
"66","Shedeur Sanders (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12.6%"
"67","Austin Reed (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"68","Will Howard (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.6%"
"69","Max Brosmer (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"70","Taylor Elgersma (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"71","Payton Thorne (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"72","Garrett Greene (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"73","Tommy Mellott (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"74","Connor Bazelak (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"75","Ben Wooldridge (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"76","Brady Cook (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"77","Cam Miller (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"78","Tommy DeVito (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"79","Skylar Thompson (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.8%"
"80","Hendon Hooker (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.8%"
"81","Sam Hartman (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"82","Kedon Slovis (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"83","Malik Willis (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.0%"
"84","Quinn Ewers (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.1%"
"85","Stetson Bennett IV (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"86","Bailey Zappe (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.1%"
"87","Dresser Winn (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"88","Michael Pratt (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.3%"
"89","Clayton Tune (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"90","Tyson Bagent (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"91","Seth Henigan (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"92","Riley Leonard (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"93","Chris Oladokun (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"94","Devin Leary (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"95","Jake Haener (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.1%"
"96","Tanner McKee (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.9%"
"97","Cam Ward (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","35.8%"
"98","Adam Froman (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"99","Tyrod Taylor (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"100","Ben Chappell (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"101","Andy Dalton (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.7%"
"102","Hunter Cantwell (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"103","Erik Ainge (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"104","Teddy Bridgewater (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.8%"
"105","Case Keenum (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"106","Brett Smith (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"107","Joe Flacco (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6.5%"
"108","Josh Johnson (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"109","Jimmy Garoppolo (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.9%"
"110","Kyle Allen (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.1%"
"111","Mike White (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.1%"
"112","Nick Mullens (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
