"Rank","Player","ATT","YDS","Y/A","LG","20+","TD","REC","TGT","YDS","Y/R","TD","FL","G","FPTS","FPTS/G","ROST"
"33","Christian McCaffrey (SF)","7","53","7.6","19","0","0","2","3","14","7.0","0","0","1","6.7","6.7","99.5%"
"34","Sincere McCormick (LV)","12","64","5.3","17","0","0","2","2","1","0.5","0","0","1","6.5","6.5","0.8%"
"35","Javonte Williams (DAL)","4","1","0.3","2","0","1","1","2","3","3.0","0","0","1","6.4","6.4","71.3%"
"36","Jaylen Warren (PIT)","3","9","3.0","6","0","0","4","4","55","13.8","0","0","1","6.4","6.4","83.3%"
"37","Jerome Ford (CLE)","9","41","4.6","21","1","0","1","1","21","21.0","0","0","1","6.2","6.2","40.1%"
"38","Michael Burton (DEN)","1","1","1.0","1","0","1","0","0","0","0","0","0","1","6.1","6.1","0.1%"
"39","Kene Nwangwu (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","1","6.0","6.0","0.0%"
"40","Breece Hall (NYJ)","12","60","5.0","12","0","0","0","1","0","0","0","1","1","6.0","6.0","96.5%"
"41","Travis Etienne Jr. (JAC)","13","46","3.5","9","0","0","3","3","12","4.0","0","0","1","5.8","5.8","81.0%"
"42","Cordarrelle Patterson (FA)","3","16","5.3","12","0","0","3","3","37","12.3","0","0","1","5.3","5.3","0.6%"
"43","Ameer Abdullah (FA)","10","39","3.9","11","0","0","2","2","14","7.0","0","0","1","5.3","5.3","0.6%"
"44","Isiah Pacheco (KC)","7","44","6.3","34","1","0","1","1","5","5.0","0","0","1","4.9","4.9","91.6%"
"45","Tony Pollard (TEN)","8","35","4.4","7","0","0","4","6","33","8.3","0","1","1","4.8","4.8","88.9%"
"46","Kenneth Walker III (SEA)","16","49","3.1","11","0","0","2","3","-3","-1.5","0","0","1","4.6","4.6","96.5%"
"47","Blake Corum (LAR)","8","42","5.3","10","0","0","0","0","0","0","0","0","1","4.2","4.2","13.1%"
"48","Jonathon Brooks (CAR)","6","18","3.0","9","0","0","3","3","23","7.7","0","0","1","4.1","4.1","1.6%"
"49","Ty Johnson (BUF)","5","28","5.6","8","0","0","1","1","9","9.0","0","0","1","3.7","3.7","2.0%"
"50","Tank Bigsby (JAC)","7","28","4.0","19","0","0","1","1","7","7.0","0","0","1","3.5","3.5","64.5%"
"51","Raheem Mostert (LV)","5","19","3.8","12","0","0","2","3","15","7.5","0","0","1","3.4","3.4","6.3%"
"52","Gus Edwards (FA)","6","32","5.3","12","0","0","1","1","1","1.0","0","0","1","3.3","3.3","0.6%"
"53","Jeremy McNichols (WAS)","6","32","5.3","12","0","0","0","0","0","0","0","0","1","3.2","3.2","0.7%"
"54","Chris Brooks (GB)","3","28","9.3","18","0","0","2","2","1","0.5","0","0","1","2.9","2.9","0.8%"
"55","Braelon Allen (NYJ)","5","11","2.2","4","0","0","2","2","16","8.0","0","0","1","2.7","2.7","29.4%"
"56","Devin Singletary (NYG)","7","23","3.3","7","0","0","0","1","0","0","0","0","1","2.3","2.3","2.4%"
"57","Chuba Hubbard (CAR)","12","43","3.6","9","0","0","0","0","0","0","0","1","1","2.3","2.3","96.4%"
"58","Tyler Allgeier (ATL)","8","16","2.0","4","0","0","1","1","6","6.0","0","0","1","2.2","2.2","33.2%"
"59","Cam Akers (NO)","4","22","5.5","18","0","0","0","0","0","0","0","0","1","2.2","2.2","0.7%"
"60","Justice Hill (BAL)","3","6","2.0","3","0","0","4","6","15","3.8","0","0","1","2.1","2.1","12.4%"
"61","Emanuel Wilson (GB)","2","20","10.0","15","0","0","0","0","0","0","0","0","1","2.0","2.0","1.8%"
"62","Kimani Vidal (LAC)","4","20","5.0","16","0","0","0","0","0","0","0","0","1","2.0","2.0","1.6%"
"63","Trey Benson (ARI)","3","20","6.7","10","0","0","0","0","0","0","0","0","1","2.0","2.0","41.1%"
"64","Emari Demercado (ARI)","3","12","4.0","8","0","0","1","2","3","3.0","0","0","1","1.5","1.5","0.7%"
"65","Alec Ingold (MIA)","0","0","0","0","0","0","2","2","15","7.5","0","0","1","1.5","1.5","0.6%"
"66","Kareem Hunt (KC)","7","15","2.1","4","0","0","2","4","0","0.0","0","0","1","1.5","1.5","16.8%"
"67","Samaje Perine (CIN)","0","0","0","0","0","0","1","1","15","15.0","0","0","1","1.5","1.5","2.0%"
"68","Khalil Herbert (IND)","1","14","14.0","14","0","0","0","0","0","0","0","0","1","1.4","1.4","1.8%"
"69","Audric Estime (DEN)","3","12","4.0","8","0","0","0","0","0","0","0","0","1","1.2","1.2","2.6%"
"70","Jamaal Williams (FA)","0","0","0","0","0","0","1","1","7","7.0","0","0","1","0.7","0.7","1.1%"
"71","Will Shipley (PHI)","1","4","4.0","4","0","0","0","0","0","0","0","0","1","0.4","0.4","11.3%"
"72","Ezekiel Elliott (FA)","1","4","4.0","4","0","0","0","0","0","0","0","0","1","0.4","0.4","0.8%"
"73","Hunter Luepke (DAL)","3","4","1.3","2","0","0","0","0","0","0","0","0","1","0.4","0.4","0.7%"
"74","Tyjae Spears (TEN)","1","3","3.0","3","0","0","0","0","0","0","0","0","1","0.3","0.3","54.0%"
"75","Ty Chandler (MIN)","2","2","1.0","2","0","0","0","0","0","0","0","0","1","0.2","0.2","1.0%"
"76","Dameon Pierce (HOU)","0","0","0","0","0","0","1","1","1","1.0","0","0","1","0.1","0.1","3.5%"
"77","D'Ernest Johnson (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"78","Keilan Robinson (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"79","Jase McClellan (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"80","Elijah Mitchell (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.2%"
"81","Javian Hawkins (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"82","Michael Carter (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.1%"
"83","Craig Reynolds (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.7%"
"84","Jermar Jefferson (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"85","Zamir White (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.3%"
"86","Jonathan Ward (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"87","A.J. Dillon (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.4%"
"88","Reggie Gilliam (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"89","Ke'Shawn Vaughn (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"90","Jaret Patterson (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"91","Deon Jackson (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"92","Demetric Felton Jr. (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"93","Raheem Blackshear (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.8%"
"94","DeeJay Dallas (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"95","Salvon Ahmed (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"96","Trey Sermon (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.6%"
"97","Patrick Taylor Jr. (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.7%"
"98","JaMycal Hasty (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.1%"
"99","J.K. Dobbins (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","77.8%"
"100","George Holani (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"101","Darrynton Evans (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"102","Clyde Edwards-Helaire (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.9%"
"103","Deuce Vaughn (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"104","Tahj Brooks (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5.3%"
"105","Ashton Jeanty (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","99.4%"
"106","Jaylen Wright (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","23.2%"
"107","Ollie Gordon II (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11.2%"
"108","Rasheen Ali (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.6%"
"109","Dylan Laube (LV)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.6%"
"110","Cody Schrader (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"111","Chris Collier (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"112","Colson Yankoff (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.1%"
"113","Dante Miller (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"114","Jordan Waters (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"115","Blake Watson (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.1%"
"116","Michael Wiley (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"117","Carson Steele (KC)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.6%"
"118","Emani Bailey (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"119","Jawhar Jordan (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"120","Sione Vaki (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"121","Frank Gore Jr. (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"122","Ian Wheeler (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"123","Scott Matlock (LAC)","0","0","0","0","0","0","1","1","2","2.0","0","0","1","0.0","0.0","17.0%"
"124","Elijah Dotson (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"125","Lew Nichols III (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.7%"
"126","Kazmeir Allen (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"127","Omarion Hampton (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","96.4%"
"128","Damien Martinez (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.4%"
"129","Zavier Scott (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"130","Owen Wright (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"131","Jordan Mims (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"132","Deneric Prince (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"133","Brady Russell (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"134","Ben VanSumeren (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.4%"
"135","Jacob Saylors (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"136","Carlos Washington Jr. (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"137","Lan Larison (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.1%"
"138","Robbie Ouzts (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"139","Josh Williams (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"140","Micah Bernard (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"141","Tre Stewart (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"142","Woody Marks (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9.2%"
"143","Ahmani Marshall (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"144","Quali Conley (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"145","Toa Taua (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"146","Lucas Scott (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"147","Max Hurleman (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"148","ShunDerrick Powell (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"149","Deion Hankins (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"150","Elijah Young (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"151","Jacardia Wright (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"152","Brock Lampe (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"153","Kayron Lynch-Adams (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"154","Jalen White (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"155","Kye Robichaux (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"156","Anthony Tyus III (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"157","Amar Johnson (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"158","Nathan Carter (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"159","Montrell Johnson Jr. (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.3%"
"160","Kaleb Johnson (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","87.1%"
"161","RJ Harvey (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","90.3%"
"162","Kyle Monangai (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.1%"
"163","Dylan Sampson (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","28.8%"
"164","DJ Giddens (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6.6%"
"165","Kalel Mullings (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.3%"
"166","Terrell Jennings (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"167","Brashard Smith (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6.2%"
"168","British Brooks (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"169","Cam Skattebo (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","77.4%"
"170","Nate Noel (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"171","LeQuint Allen Jr. (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.9%"
"172","Jacory Croskey-Merritt (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","27.7%"
"173","Jordan James (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4.7%"
"174","Bhayshul Tuten (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","34.5%"
"175","Marcus Yarns (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"176","Trevor Etienne (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.9%"
"177","Quinshon Judkins (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","76.7%"
"178","Kenneth Gainwell (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.5%"
"179","Gary Brightwell (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"180","Avery Williams (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.6%"
"181","Ja'Quinden Jackson (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"182","Keaontay Ingram (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"183","Devin Neal (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6.3%"
"184","Sean Tucker (TB)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","5.1%"
"185","Adam Prentice (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"186","Donovan Edwards (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"187","Tyrion Davis-Price (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"188","Tyler Goodson (IND)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.7%"
"189","Kendall Milton (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"190","Lawrance Toafili (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"191","Jashaun Corbin (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"192","Phil Mafah (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.3%"
"193","MarShawn Lloyd (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8.4%"
"194","Kevin Harris (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"195","Ulysses Bentley IV (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"196","Eric Gray (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.6%"
"197","TreVeyon Henderson (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","91.7%"
"198","Chris Tyree (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"199","Zonovan Knight (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"200","Aaron Shampklin (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.1%"
"201","Julius Chestnut (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.1%"
"202","Brittain Brown (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.2%"
"203","Keaton Mitchell (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.5%"
"204","Xazavian Valladay (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.1%"
"205","Kenny McIntosh (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.6%"
"206","Evan Hull (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.2%"
"207","Roschon Johnson (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","13.6%"
"208","Velus Jones Jr. (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"209","Malik Davis (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.1%"
"210","Pierre Strong Jr. (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.7%"
"211","Ronnie Rivers (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.1%"
"212","Tyler Badie (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.7%"
"213","Jarquez Hunter (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6.0%"
"214","Kendre Miller (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5.9%"
"215","Israel Abanikanda (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.7%"
"216","Raheim Sanders (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"217","Jaydon Blue (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","41.4%"
"218","Nay'Quan Wright (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"219","Jakob Johnson (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"220","Shane Bannon (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"221","Jay Finley (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"222","Willie Carter (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"223","Kenny Irons (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"224","Chad Simpson (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"225","Anthony Alridge (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"226","Dantrell Savage (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"227","Xavier Omon (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"228","Garrett Mills (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"229","Madison Hedgecock (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"230","Samkon Gado (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"231","Tim Flanders (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"232","Patrick Ricard (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.8%"
"233","Nyheim Miller-Hines (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"234","Royce Freeman (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"235","Myles Gaskin (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"236","Dare Ogunbowale (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.7%"
"237","Austin Ekeler (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","54.3%"
"238","Taquan Mizzell (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"239","Miles Sanders (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6.4%"
"240","Trayveon Williams (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"241","Andrew Beck (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"242","Alexander Mattison (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.3%"
"243","Mike Weber (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"244","Travis Homer (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.6%"
"245","Mike Boone (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"246","Jeff Wilson Jr. (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"247","Brennan Clay (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"248","C.J. Ham (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.6%"
"249","Shane Watts (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"250","Hassan Haskins (LAC)","1","0","0.0","0","0","0","0","0","0","0","0","1","1","-2.0","-2.0","1.1%"
