"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Amon-Ra St. Brown (DET)","11","11","161","14.6","27","4","2","1","-4","0","0","1","27.7","27.7","99.7%"
"2","Cooper Kupp (SEA)","6","10","106","17.7","69","1","2","0","0","0","0","1","22.6","22.6","84.6%"
"3","Tee Higgins (CIN)","9","13","148","16.4","42","4","1","0","0","0","0","1","20.8","20.8","99.0%"
"4","Jerry Jeudy (CLE)","6","11","142","23.7","89","2","1","0","0","0","0","1","20.2","20.2","88.6%"
"5","Ja'Marr Chase (CIN)","7","13","75","10.7","32","1","2","0","0","0","0","1","19.5","19.5","99.7%"
"6","Jameson Williams (DET)","4","6","124","31.0","64","3","1","1","2","0","0","1","18.6","18.6","91.6%"
"7","Puka Nacua (LAR)","7","9","123","17.6","37","3","1","0","0","0","0","1","18.3","18.3","99.6%"
"8","Nick Westbrook-Ikhine (MIA)","2","6","117","58.5","98","1","1","0","0","0","0","1","17.7","17.7","2.5%"
"9","Jauan Jennings (SF)","10","11","91","9.1","22","1","1","0","0","0","0","1","15.1","15.1","80.0%"
"10","Christian Watson (GB)","4","4","150","37.5","60","3","0","0","0","0","0","1","15.0","15.0","5.5%"
"11","Marquez Valdes-Scantling (SEA)","2","4","87","43.5","71","1","1","0","0","0","0","1","14.7","14.7","2.4%"
"12","KaVontae Turpin (DAL)","3","3","86","28.7","64","1","1","0","0","0","0","1","14.6","14.6","2.6%"
"13","Josh Downs (IND)","5","5","84","16.8","31","1","1","0","0","0","0","1","14.4","14.4","64.8%"
"14","Kendrick Bourne (NE)","5","5","70","14.0","21","1","1","0","0","0","0","1","13.0","13.0","0.7%"
"15","Xavier Worthy (KC)","4","5","61","15.3","31","1","1","1","7","0","0","1","12.8","12.8","95.5%"
"16","Elijah Moore (BUF)","6","8","66","11.0","30","1","1","0","0","0","0","1","12.6","12.6","2.2%"
"17","Ladd McConkey (LAC)","6","9","123","20.5","28","3","0","0","0","0","0","1","12.3","12.3","99.2%"
"18","Tyreek Hill (MIA)","7","8","61","8.7","18","0","1","0","0","0","0","1","12.1","12.1","98.6%"
