"Rank","Player","ATT","YDS","Y/A","LG","20+","TD","REC","TGT","YDS","Y/R","TD","FL","G","FPTS","FPTS/G","ROST"
"24","Ameer Abdullah (FA)","1","1","1.0","1","0","0","3","3","16","5.3","1","0","1","7.7","7.7","0.6%"
"25","Alexander Mattison (MIA)","5","19","3.8","8","0","0","3","3","50","16.7","0","0","1","6.9","6.9","1.3%"
"26","Jaylen Warren (PIT)","9","41","4.6","9","0","0","4","4","27","6.8","0","0","1","6.8","6.8","83.3%"
"27","Bijan Robinson (ATL)","12","35","2.9","9","0","0","4","4","28","7.0","0","0","1","6.3","6.3","99.6%"
"28","Jonathan Taylor (IND)","24","57","2.4","10","0","0","1","2","3","3.0","0","0","1","6.0","6.0","99.2%"
"29","Kareem Hunt (KC)","14","60","4.3","17","0","0","0","0","0","0","0","0","1","6.0","6.0","16.8%"
"30","Nick Chubb (HOU)","11","50","4.5","14","0","0","0","0","0","0","0","0","1","5.0","5.0","49.1%"
"31","Kenneth Gainwell (PIT)","4","43","10.8","14","0","0","1","1","6","6.0","0","0","1","4.9","4.9","1.5%"
"32","Aaron Jones Sr. (MIN)","15","39","2.6","5","0","0","1","1","4","4.0","0","0","1","4.3","4.3","89.7%"
"33","Justice Hill (BAL)","2","13","6.5","9","0","0","4","7","28","7.0","0","0","1","4.1","4.1","12.4%"
"34","Jerome Ford (CLE)","5","10","2.0","5","0","0","4","4","29","7.3","0","0","1","3.9","3.9","40.1%"
"35","Rico Dowdle (CAR)","10","28","2.8","9","0","0","2","5","6","3.0","0","0","1","3.4","3.4","20.2%"
"36","Travis Etienne Jr. (JAC)","12","27","2.3","9","0","0","3","3","6","2.0","0","0","1","3.3","3.3","81.0%"
"37","Tony Pollard (TEN)","9","15","1.7","4","0","0","2","4","14","7.0","0","0","1","2.9","2.9","88.9%"
"38","Blake Corum (LAR)","5","21","4.2","10","0","0","1","1","7","7.0","0","0","1","2.8","2.8","13.1%"
"39","Gus Edwards (FA)","6","27","4.5","9","0","0","0","0","0","0","0","0","1","2.7","2.7","0.6%"
"40","Audric Estime (DEN)","6","16","2.7","5","0","0","3","3","9","3.0","0","0","1","2.5","2.5","2.6%"
"41","Ezekiel Elliott (FA)","1","8","8.0","8","0","0","3","3","16","5.3","0","0","1","2.4","2.4","0.8%"
"42","Craig Reynolds (DET)","2","21","10.5","19","0","0","0","0","0","0","0","0","1","2.1","2.1","0.7%"
"43","Antonio Gibson (NE)","4","18","4.5","7","0","0","1","1","2","2.0","0","0","1","2.0","2.0","2.4%"
"44","Jaleel McLaughlin (DEN)","4","19","4.8","8","0","0","0","0","0","0","0","0","1","1.9","1.9","3.9%"
"45","Ty Johnson (BUF)","5","18","3.6","8","0","0","0","1","0","0","0","0","1","1.8","1.8","2.0%"
"46","Emanuel Wilson (GB)","2","17","8.5","13","0","0","0","0","0","0","0","0","1","1.7","1.7","1.8%"
"47","Deuce Vaughn (DAL)","4","13","3.3","7","0","0","1","2","4","4.0","0","0","1","1.7","1.7","0.6%"
"48","Jase McClellan (TB)","8","15","1.9","8","0","0","0","0","0","0","0","0","1","1.5","1.5","1.0%"
"49","Chris Brooks (GB)","0","0","0","0","0","0","2","2","13","6.5","0","0","1","1.3","1.3","0.8%"
"50","Jordan Mason (MIN)","2","13","6.5","8","0","0","0","0","0","0","0","0","1","1.3","1.3","74.3%"
"51","Kyle Juszczyk (SF)","0","0","0","0","0","0","2","2","12","6.0","0","0","1","1.2","1.2","0.9%"
"52","Dare Ogunbowale (HOU)","0","0","0","0","0","0","1","1","11","11.0","0","0","1","1.1","1.1","0.7%"
"53","Ray Davis (BUF)","5","11","2.2","6","0","0","0","0","0","0","0","0","1","1.1","1.1","30.9%"
"54","Sione Vaki (DET)","5","9","1.8","7","0","0","0","0","0","0","0","0","1","0.9","0.9","0.6%"
"55","Zamir White (LV)","5","9","1.8","3","0","0","0","0","0","0","0","0","1","0.9","0.9","1.3%"
"56","Samaje Perine (CIN)","0","0","0","0","0","0","2","4","8","4.0","0","0","1","0.8","0.8","2.0%"
"57","Tyjae Spears (TEN)","3","0","0.0","4","0","0","2","3","8","4.0","0","0","1","0.8","0.8","54.0%"
"58","Carson Steele (KC)","1","2","2.0","2","0","0","1","1","5","5.0","0","0","1","0.7","0.7","0.6%"
"59","Jeremy McNichols (WAS)","3","5","1.7","6","0","0","1","1","1","1.0","0","0","1","0.6","0.6","0.7%"
"60","Jaylen Wright (MIA)","5","4","0.8","5","0","0","1","1","2","2.0","0","0","1","0.6","0.6","23.2%"
"61","Braelon Allen (NYJ)","2","6","3.0","4","0","0","0","0","0","0","0","0","1","0.6","0.6","29.4%"
"62","Patrick Ricard (BAL)","0","0","0","0","0","0","1","1","5","5.0","0","0","1","0.5","0.5","0.8%"
"63","Pierre Strong Jr. (CLE)","2","5","2.5","3","0","0","0","0","0","0","0","0","1","0.5","0.5","0.7%"
"64","Zach Charbonnet (SEA)","4","3","0.8","2","0","0","2","2","2","1.0","0","0","1","0.5","0.5","70.9%"
"65","D'Ernest Johnson (BAL)","2","3","1.5","3","0","0","0","0","0","0","0","0","1","0.3","0.3","1.0%"
"66","Jordan Mims (TEN)","2","3","1.5","2","0","0","0","0","0","0","0","0","1","0.3","0.3","0.0%"
"67","Trey Sermon (PIT)","0","0","0","0","0","0","1","1","3","3.0","0","0","1","0.3","0.3","0.6%"
"68","JaMycal Hasty (NE)","2","2","1.0","5","0","0","0","0","0","0","0","0","1","0.2","0.2","1.1%"
"69","Dameon Pierce (HOU)","1","2","2.0","2","0","0","0","0","0","0","0","0","1","0.2","0.2","3.5%"
"70","Hassan Haskins (LAC)","2","1","0.5","1","0","0","0","0","0","0","0","0","1","0.1","0.1","1.1%"
"71","Zack Moss (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","3.4%"
"72","Javian Hawkins (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"73","Michael Carter (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.1%"
"74","Khalil Herbert (IND)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.8%"
"75","Tank Bigsby (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","64.5%"
"76","Phil Mafah (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.3%"
"77","George Holani (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"78","Keilan Robinson (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"79","Elijah Mitchell (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.2%"
"80","Salvon Ahmed (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"81","Jermar Jefferson (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"82","Deon Jackson (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"83","Darrynton Evans (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"84","Jonathan Ward (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"85","Raheem Blackshear (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.8%"
"86","Jaret Patterson (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"87","Demetric Felton Jr. (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"88","Patrick Taylor Jr. (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.7%"
"89","DeeJay Dallas (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"90","Ty Chandler (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.0%"
"91","Reggie Gilliam (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"92","Chuba Hubbard (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","96.4%"
"93","Will Shipley (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","11.3%"
"94","Ke'Shawn Vaughn (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"95","A.J. Dillon (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.4%"
"96","Clyde Edwards-Helaire (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.9%"
"97","Dylan Laube (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"98","Ashton Jeanty (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","99.4%"
"99","Ollie Gordon II (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11.2%"
"100","Rasheen Ali (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"101","Bucky Irving (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","99.4%"
"102","Frank Gore Jr. (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"103","Jonathon Brooks (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.6%"
"104","Tahj Brooks (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5.3%"
"105","Chris Collier (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"106","Colson Yankoff (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.1%"
"107","Dante Miller (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"108","Jordan Waters (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"109","Isaac Guerendo (SF)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","34.0%"
"110","Cody Schrader (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"111","Blake Watson (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.1%"
"112","Michael Wiley (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"113","Kimani Vidal (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.6%"
"114","Emani Bailey (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"115","Jawhar Jordan (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"116","Isaiah Davis (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","2.0%"
"117","Lew Nichols III (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.7%"
"118","Scott Matlock (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","17.0%"
"119","Elijah Dotson (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"120","Omarion Hampton (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","96.4%"
"121","Kazmeir Allen (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"122","Damien Martinez (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.4%"
"123","Zavier Scott (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"124","Hunter Luepke (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.7%"
"125","Owen Wright (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"126","Deneric Prince (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"127","Brady Russell (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"128","Ben VanSumeren (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.4%"
"129","Jacob Saylors (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"130","Emari Demercado (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.7%"
"131","Carlos Washington Jr. (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"132","Ian Wheeler (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"133","Trevor Etienne (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.9%"
"134","Lan Larison (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.1%"
"135","Robbie Ouzts (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"136","Josh Williams (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"137","Micah Bernard (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"138","Tre Stewart (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"139","Woody Marks (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9.2%"
"140","Ahmani Marshall (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"141","Quali Conley (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"142","Toa Taua (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"143","Lucas Scott (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"144","Max Hurleman (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"145","ShunDerrick Powell (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"146","Deion Hankins (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"147","Elijah Young (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"148","Jacardia Wright (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"149","Brock Lampe (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"150","Kayron Lynch-Adams (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"151","Jalen White (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"152","Kye Robichaux (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"153","Anthony Tyus III (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"154","Amar Johnson (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"155","Nathan Carter (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"156","Montrell Johnson Jr. (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.3%"
"157","RJ Harvey (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","90.3%"
"158","Kyle Monangai (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.1%"
"159","Dylan Sampson (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","28.8%"
"160","DJ Giddens (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6.6%"
"161","Kalel Mullings (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.3%"
"162","Terrell Jennings (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"163","Cam Skattebo (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","77.4%"
"164","British Brooks (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"165","Kaleb Johnson (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","87.1%"
"166","Brashard Smith (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6.2%"
"167","Nate Noel (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"168","Jacory Croskey-Merritt (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","27.7%"
"169","Jordan James (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4.7%"
"170","Bhayshul Tuten (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","34.5%"
"171","Marcus Yarns (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"172","LeQuint Allen Jr. (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.9%"
"173","Jashaun Corbin (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"174","Gary Brightwell (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"175","Avery Williams (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.6%"
"176","Kene Nwangwu (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"177","Sincere McCormick (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.8%"
"178","Ja'Quinden Jackson (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"179","Keaontay Ingram (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"180","Devin Neal (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6.3%"
"181","Sean Tucker (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5.1%"
"182","Adam Prentice (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"183","Donovan Edwards (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"184","Tyrion Davis-Price (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"185","Chris Rodriguez Jr. (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.4%"
"186","Tyrone Tracy Jr. (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","85.0%"
"187","Tyler Goodson (IND)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.7%"
"188","Kendall Milton (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"189","Lawrance Toafili (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"190","MarShawn Lloyd (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8.4%"
"191","Kevin Harris (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"192","Ulysses Bentley IV (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"193","Chris Tyree (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"194","Eric Gray (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"195","TreVeyon Henderson (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","91.7%"
"196","Quinshon Judkins (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","76.7%"
"197","Aaron Shampklin (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.1%"
"198","Zonovan Knight (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"199","Julius Chestnut (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.1%"
"200","Brittain Brown (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.2%"
"201","Trey Benson (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","41.1%"
"202","Keaton Mitchell (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","7.5%"
"203","Xazavian Valladay (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.1%"
"204","Kenny McIntosh (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.6%"
"205","Evan Hull (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.2%"
"206","Tyler Badie (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.7%"
"207","Velus Jones Jr. (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"208","Malik Davis (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.1%"
"209","Ronnie Rivers (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.1%"
"210","Rachaad White (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","54.2%"
"211","Isiah Pacheco (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","91.6%"
"212","Jarquez Hunter (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6.0%"
"213","Kendre Miller (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5.9%"
"214","Israel Abanikanda (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.7%"
"215","Raheim Sanders (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"216","Jaydon Blue (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","41.4%"
"217","Nay'Quan Wright (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"218","Jakob Johnson (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"219","Shane Bannon (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"220","Jay Finley (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"221","Willie Carter (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"222","Cordarrelle Patterson (FA)","1","0","0.0","0","0","0","1","1","0","0.0","0","0","1","0.0","0.0","0.6%"
"223","Tim Flanders (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"224","Kenny Irons (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"225","Chad Simpson (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"226","Anthony Alridge (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"227","Dantrell Savage (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"228","Xavier Omon (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"229","Garrett Mills (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"230","Madison Hedgecock (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"231","Samkon Gado (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"232","Nyheim Miller-Hines (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"233","Royce Freeman (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"234","Myles Gaskin (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"235","James Conner (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","94.5%"
"236","Taquan Mizzell (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"237","Miles Sanders (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6.4%"
"238","Devin Singletary (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.4%"
"239","Alec Ingold (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"240","Andrew Beck (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"241","Mike Weber (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"242","Travis Homer (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.6%"
"243","Trayveon Williams (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"244","Mike Boone (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"245","Jeff Wilson Jr. (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"246","Brennan Clay (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"247","C.J. Ham (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.6%"
"248","Michael Burton (DEN)","2","2","1.0","2","0","0","1","1","-2","-2.0","0","0","1","0.0","0.0","0.1%"
"249","Shane Watts (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"250","Tyler Allgeier (ATL)","0","0","0","0","0","0","1","1","-1","-1.0","0","0","1","-0.1","-0.1","33.2%"
"251","Raheem Mostert (LV)","3","-2","-0.7","1","0","0","0","0","0","0","0","0","1","-0.2","-0.2","6.3%"
""
""
