"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Taysom Hill (NO)","8","10","50","6.3","14","0","0","7","138","3","1","1","34.5","34.5","4.7%"
"2","Jonnu Smith (PIT)","6","8","101","16.8","57","1","2","0","0","0","0","1","22.1","22.1","54.3%"
"3","Brock Bowers (LV)","13","16","126","9.7","23","1","1","1","-3","0","0","1","18.3","18.3","99.6%"
"4","Noah Gray (KC)","4","5","23","5.8","14","0","2","0","0","0","0","1","14.3","14.3","4.8%"
"5","Will Dissly (LAC)","4","6","80","20.0","29","3","1","0","0","0","0","1","14.0","14.0","2.2%"
"6","Zach Ertz (WAS)","6","7","47","7.8","16","0","1","0","0","0","0","1","12.7","12.7","43.6%"
"7","David Njoku (CLE)","9","9","81","9.0","18","0","0","0","0","0","0","1","10.1","10.1","91.8%"
"8","Juwan Johnson (NO)","3","3","30","10.0","20","1","1","0","0","0","0","1","9.0","9.0","6.2%"
"9","Colby Parkinson (LAR)","1","1","19","19.0","19","0","1","0","0","0","0","1","7.9","7.9","0.6%"
"10","Nate Adkins (DEN)","1","1","12","12.0","12","0","1","0","0","0","0","1","7.2","7.2","1.0%"
"11","Kenny Yeboah (DET)","1","1","11","11.0","11","0","1","0","0","0","0","1","7.1","7.1","0.0%"
"12","Brock Wright (DET)","1","1","5","5.0","5","0","1","0","0","0","0","1","6.5","6.5","0.6%"
"13","Hunter Henry (NE)","6","9","63","10.5","15","0","0","0","0","0","0","1","6.3","6.3","45.3%"
"14","Dallas Goedert (PHI)","5","5","61","12.2","32","1","0","0","0","0","0","1","6.1","6.1","77.1%"
"15","Luke Schoonmaker (DAL)","6","10","56","9.3","24","1","0","0","0","0","0","1","5.6","5.6","1.4%"
"16","Isaiah Likely (BAL)","4","5","75","18.8","42","1","0","0","0","0","1","1","5.5","5.5","27.6%"
"17","Foster Moreau (NO)","3","4","50","16.7","22","1","0","0","0","0","0","1","5.0","5.0","0.7%"
"18","Darnell Washington (PIT)","2","4","42","21.0","25","1","0","0","0","0","0","1","4.2","4.2","1.1%"
"19","Brevyn Spann-Ford (DAL)","4","5","42","10.5","17","0","0","0","0","0","0","1","4.2","4.2","0.0%"
"20","Cole Kmet (CHI)","3","3","42","14.0","25","1","0","0","0","0","0","1","4.2","4.2","7.2%"
"21","Dawson Knox (BUF)","4","6","40","10.0","24","1","0","0","0","0","0","1","4.0","4.0","2.1%"
"22","Austin Hooper (NE)","4","4","35","8.8","19","0","0","0","0","0","0","1","3.5","3.5","1.5%"
"23","Josh Oliver (MIN)","3","3","34","11.3","21","1","0","0","0","0","0","1","3.4","3.4","0.7%"
"24","Dalton Schultz (HOU)","5","7","33","6.6","12","0","0","0","0","0","0","1","3.3","3.3","9.8%"
"25","Evan Engram (DEN)","5","7","28","5.6","9","0","0","0","0","0","0","1","2.8","2.8","90.0%"
"26","Julian Hill (MIA)","2","3","28","14.0","17","0","0","0","0","0","0","1","2.8","2.8","0.6%"
"27","Mark Andrews (BAL)","2","3","22","11.0","14","0","0","0","0","0","0","1","2.2","2.2","94.8%"
"28","Shane Zylstra (DET)","1","1","22","22.0","22","1","0","0","0","0","0","1","2.2","2.2","1.1%"
"29","Chig Okonkwo (TEN)","2","4","19","9.5","12","0","0","0","0","0","0","1","1.9","1.9","19.0%"
"30","Jordan Akins (FA)","1","4","19","19.0","19","0","0","0","0","0","0","1","1.9","1.9","1.0%"
