"Rank","Player","CMP","ATT","PCT","YDS","Y/A","TD","INT","SACKS","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Jared Goff (DET)","24","29","82.8","412","14.2","4","0","0","4","21","0","0","1","34.6","34.6","81.5%"
"2","Joe Burrow (CIN)","28","50","56.0","356","7.1","3","0","3","2","28","0","0","1","29.0","29.0","99.4%"
"3","Bo Nix (DEN)","28","33","84.8","307","9.3","4","0","1","2","5","0","0","1","28.8","28.8","93.5%"
"4","Anthony Richardson Sr. (IND)","20","30","66.7","272","9.1","1","0","2","10","32","2","1","1","28.1","28.1","16.1%"
"5","Matthew Stafford (LAR)","18","27","66.7","295","10.9","4","0","0","4","0","0","0","1","27.8","27.8","28.7%"
"6","Jameis Winston (NYG)","30","46","65.2","395","8.6","2","0","3","1","8","0","0","1","26.6","26.6","2.3%"
"7","Josh Allen (BUF)","27","40","67.5","262","6.6","1","1","0","12","55","1","0","1","25.0","25.0","99.7%"
"8","Justin Herbert (LAC)","17","36","47.2","297","8.3","2","0","2","5","65","0","1","1","24.4","24.4","84.6%"
"9","Sam Darnold (SEA)","20","32","62.5","246","7.7","2","0","2","8","18","1","1","1","23.6","23.6","17.8%"
"10","Tua Tagovailoa (MIA)","28","36","77.8","288","8.0","3","0","2","0","0","0","0","1","23.5","23.5","28.9%"
"11","Jordan Love (GB)","13","17","76.5","261","15.4","1","1","1","4","18","1","0","1","21.2","21.2","69.0%"
"12","Brock Purdy (SF)","21","28","75.0","159","5.7","1","1","2","5","40","1","0","1","19.4","19.4","88.3%"
"13","Gardner Minshew II (KC)","30","43","69.8","282","6.6","2","1","3","2","7","0","0","1","19.0","19.0","1.2%"
"14","Drake Maye (NE)","29","39","74.4","282","7.2","2","1","3","3","27","0","1","1","19.0","19.0","71.0%"
"15","Jalen Hurts (PHI)","18","28","64.3","221","7.9","0","0","2","10","39","1","0","1","18.7","18.7","99.4%"
"16","Derek Carr (FA)","21","27","77.8","248","9.2","2","0","1","1","8","0","0","1","18.7","18.7","1.1%"
"17","Patrick Mahomes II (KC)","23","33","69.7","196","5.9","3","2","2","0","0","0","0","1","17.8","17.8","97.6%"
"18","Cooper Rush (BAL)","32","55","58.2","354","6.4","1","1","5","2","2","0","0","1","17.4","17.4","0.7%"
"19","Geno Smith (LV)","25","32","78.1","221","6.9","0","1","4","4","29","1","0","1","16.7","16.7","18.3%"
"20","Will Levis (TEN)","17","31","54.8","295","9.5","1","1","5","7","18","0","0","1","16.6","16.6","1.2%"
"21","Caleb Williams (CHI)","23","31","74.2","231","7.5","0","0","3","9","70","0","0","1","16.2","16.2","75.6%"
"22","Aaron Rodgers (PIT)","22","29","75.9","184","6.3","2","0","3","1","7","0","0","1","16.1","16.1","15.4%"
"23","Lamar Jackson (BAL)","16","33","48.5","207","6.3","1","1","2","4","46","0","0","1","15.9","15.9","99.6%"
"24","Jayden Daniels (WAS)","22","32","68.8","191","6.0","1","1","3","7","18","0","0","1","14.4","14.4","99.6%"
"25","C.J. Stroud (HOU)","23","34","67.6","257","7.6","0","1","1","3","26","0","0","1","11.9","11.9","69.5%"
"26","Russell Wilson (NYG)","23","36","63.9","205","5.7","0","1","4","4","1","0","0","1","7.3","7.3","9.8%"
"27","Kirk Cousins (ATL)","18","27","66.7","173","6.4","0","1","3","1","0","0","0","1","5.9","5.9","4.1%"
"28","Mac Jones (SF)","17","29","58.6","138","4.8","0","1","1","2","7","0","0","1","5.2","5.2","1.3%"
"29","Hendon Hooker (DET)","3","4","75.0","37","9.3","0","0","0","4","3","0","0","1","1.8","1.8","0.8%"
"30","Justin Fields (NYJ)","0","0","0","0","0","0","0","0","2","17","0","0","1","1.7","1.7","74.9%"
"31","Michael Penix Jr. (ATL)","2","4","50.0","24","6.0","0","0","1","0","0","0","0","1","1.0","1.0","29.1%"
"32","Bryce Young (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","26.6%"
"33","Kenny Pickett (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.6%"
"34","Davis Mills (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"35","Jalen Milroe (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5.5%"
"36","Zach Wilson (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.6%"
"37","Sam Howell (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.8%"
"38","Kyle McCord (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"39","Spencer Rattler (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.9%"
"40","Tyler Shough (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.0%"
"41","Adrian Martinez (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"42","DJ Uiagalelei (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"43","Emory Jones (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"44","J.J. McCarthy (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","65.7%"
"45","Malik Cunningham (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.1%"
"46","Desmond Ridder (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.4%"
"47","Feleipe Franks (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"48","Trey Lance (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"49","Dorian Thompson-Robinson (PHI)","0","1","0.0","0","0.0","0","0","0","0","0","0","0","1","0.0","0.0","1.5%"
"50","Ben DiNucci (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"51","Trevor Lawrence (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","41.6%"
"52","Kyle Trask (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"53","Sam Ehlinger (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"54","Sean Clifford (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.8%"
"55","Dillon Gabriel (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.9%"
"56","Jaxson Dart (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10.3%"
"57","John Rhys Plumlee (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"58","Jack Plummer (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"59","Jason Bean (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"60","Joe Milton III (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.3%"
"61","Shedeur Sanders (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12.6%"
"62","Will Howard (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.6%"
"63","Carter Bradley (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"64","Austin Reed (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"65","Kurtis Rourke (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"66","Brady Cook (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"67","Tommy DeVito (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"68","Connor Bazelak (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"69","Taylor Elgersma (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"70","Payton Thorne (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"71","Garrett Greene (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"72","Tommy Mellott (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"73","Max Brosmer (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"74","Ben Wooldridge (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"75","Cam Miller (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"76","Skylar Thompson (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.8%"
"77","Aidan O'Connell (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"78","Sam Hartman (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"79","Kedon Slovis (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"80","Graham Mertz (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"81","Malik Willis (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.0%"
"82","Quinn Ewers (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.1%"
"83","Stetson Bennett IV (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"84","Bailey Zappe (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.1%"
"85","Tyson Bagent (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"86","Michael Pratt (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.3%"
"87","Clayton Tune (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"88","Seth Henigan (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"89","Riley Leonard (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"90","Dresser Winn (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"91","Chris Oladokun (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"92","Devin Leary (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"93","Tanner McKee (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.9%"
"94","Cam Ward (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","35.8%"
"95","Adam Froman (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"96","Tyrod Taylor (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"97","Ben Chappell (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"98","Andy Dalton (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.7%"
"99","Hunter Cantwell (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"100","Erik Ainge (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"101","Teddy Bridgewater (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.8%"
"102","Case Keenum (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"103","Brett Smith (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"104","Joe Flacco (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6.5%"
"105","Josh Johnson (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"106","Jimmy Garoppolo (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.9%"
"107","Mike White (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.1%"
"108","Kyle Allen (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.1%"
"109","John Wolford (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"110","Nick Mullens (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"111","Mason Rudolph (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.7%"
"112","Baker Mayfield (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","95.5%"
"113","Logan Woodside (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"114","Shane Buechele (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"115","Tyler Huntley (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"116","Bryce Perkins (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"117","Easton Stick (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"118","Drew Lock (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.9%"
"119","Daniel Jones (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.7%"
"120","Will Grier (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"121","Brett Rypien (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"122","Jake Browning (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.1%"
"123","Kyler Murray (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","88.8%"
"124","Jarrett Stidham (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.7%"
"125","Marcus Mariota (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.9%"
"126","Taylor Heinicke (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"127","Trevor Siemian (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"128","Nate Sudfeld (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"129","Mitchell Trubisky (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"130","Deshaun Watson (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.1%"
"131","Joshua Dobbs (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"132","Dak Prescott (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","81.6%"
"133","Jacoby Brissett (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"134","Brandon Allen (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"135","Jake Haener (NO)","0","0","0","0","0","0","0","0","2","-2","0","0","1","-0.2","-0.2","1.1%"
""
""
