"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Taysom Hill (NO)","0","0","0","0","0","0","0","6","24","2","0","1","14.4","14.4","4.7%"
"2","Pat Freiermuth (PIT)","5","7","57","11.4","29","1","1","0","0","0","0","1","11.7","11.7","18.8%"
"3","Tucker Kraft (GB)","6","9","53","8.8","21","1","1","0","0","0","1","1","11.3","11.3","83.6%"
"4","George Kittle (SF)","4","4","45","11.3","15","0","1","0","0","0","0","1","10.5","10.5","99.4%"
"5","Travis Kelce (KC)","7","9","89","12.7","38","1","0","0","0","0","0","1","8.9","8.9","97.0%"
"6","AJ Barner (SEA)","2","2","27","13.5","18","0","1","0","0","0","0","1","8.7","8.7","2.6%"
"7","Drew Ogletree (IND)","1","1","15","15.0","15","0","1","0","0","0","0","1","7.5","7.5","1.1%"
"8","Austin Hooper (NE)","2","2","13","6.5","8","0","1","0","0","0","0","1","7.3","7.3","1.5%"
"9","Blake Whiteheart (CLE)","3","3","13","4.3","7","0","1","0","0","0","0","1","7.3","7.3","0.0%"
"10","Josh Oliver (MIN)","2","2","10","5.0","8","0","1","0","0","0","0","1","7.0","7.0","0.7%"
"11","Dallas Goedert (PHI)","7","8","62","8.9","18","0","0","0","0","0","0","1","6.2","6.2","77.1%"
"12","Sam LaPorta (DET)","4","4","53","13.3","30","1","0","0","0","0","0","1","5.3","5.3","98.7%"
"13","Cade Otton (TB)","6","9","52","8.7","16","0","0","0","0","0","0","1","5.2","5.2","16.9%"
"14","Jake Ferguson (DAL)","7","7","49","7.0","9","0","0","0","0","0","0","1","4.9","4.9","69.2%"
"15","Dalton Kincaid (BUF)","5","7","47","9.4","25","1","0","0","0","0","0","1","4.7","4.7","78.3%"
"16","Zach Ertz (WAS)","3","3","22","7.3","13","0","0","0","0","0","0","1","4.2","4.2","43.6%"
"17","Noah Gray (KC)","4","4","40","10.0","29","1","0","0","0","0","0","1","4.0","4.0","4.8%"
"18","Dalton Schultz (HOU)","3","5","34","11.3","23","1","0","0","0","0","0","1","3.4","3.4","9.8%"
"19","Cole Kmet (CHI)","3","3","34","11.3","22","1","0","0","0","0","0","1","3.4","3.4","7.2%"
"20","Colby Parkinson (LAR)","4","7","33","8.3","11","0","0","0","0","0","0","1","3.3","3.3","0.6%"
"21","Darnell Washington (PIT)","2","2","31","15.5","20","1","0","0","0","0","0","1","3.1","3.1","1.1%"
"22","Brock Bowers (LV)","2","3","19","9.5","13","0","0","1","12","0","0","1","3.1","3.1","99.6%"
"23","Erick All Jr. (CIN)","4","4","28","7.0","11","0","0","0","0","0","0","1","2.8","2.8","0.6%"
"24","Cade Stover (HOU)","1","1","27","27.0","27","1","0","0","0","0","0","1","2.7","2.7","1.2%"
"25","Grant Calcaterra (PHI)","1","2","26","26.0","26","1","0","0","0","0","0","1","2.6","2.6","0.6%"
"26","Isaiah Likely (BAL)","1","2","26","26.0","26","1","0","0","0","0","0","1","2.6","2.6","27.6%"
"27","Noah Fant (CIN)","2","2","26","13.0","16","0","0","0","0","0","0","1","2.6","2.6","4.2%"
"28","Will Dissly (LAC)","2","3","24","12.0","22","1","0","0","0","0","0","1","2.4","2.4","2.2%"
"29","Harrison Bryant (HOU)","2","2","21","10.5","14","0","0","0","0","0","0","1","2.1","2.1","0.0%"
"30","Brenton Strange (JAC)","3","3","19","6.3","11","0","0","0","0","0","0","1","1.9","1.9","22.6%"
"31","Tyler Conklin (LAC)","4","8","17","4.3","9","0","0","0","0","0","0","1","1.7","1.7","3.5%"
"32","Ja'Tavion Sanders (CAR)","2","2","16","8.0","11","0","0","0","0","0","0","1","1.6","1.6","6.8%"
"33","Tanner Conner (MIA)","2","2","15","7.5","11","0","0","0","0","0","0","1","1.5","1.5","1.0%"
"34","Johnny Mundt (JAC)","2","2","15","7.5","9","0","0","0","0","0","0","1","1.5","1.5","0.1%"
"35","Brock Wright (DET)","2","2","13","6.5","10","0","0","0","0","0","0","1","1.3","1.3","0.6%"
"36","Luke Musgrave (GB)","3","3","13","4.3","5","0","0","0","0","0","0","1","1.3","1.3","2.6%"
"37","Juwan Johnson (NO)","2","3","13","6.5","8","0","0","0","0","0","0","1","1.3","1.3","6.2%"
"38","Hunter Henry (NE)","2","3","12","6.0","8","0","0","0","0","0","0","1","1.2","1.2","45.3%"
"39","Elijah Higgins (ARI)","2","3","12","6.0","9","0","0","0","0","0","0","1","1.2","1.2","0.6%"
"40","Jeremy Ruckert (NYJ)","2","2","10","5.0","9","0","0","0","0","0","0","1","1.0","1.0","0.7%"
"41","Jordan Akins (FA)","1","2","10","10.0","10","0","0","0","0","0","0","1","1.0","1.0","1.0%"
"42","John Bates (WAS)","1","1","9","9.0","9","0","0","0","0","0","0","1","0.9","0.9","0.6%"
"43","Hayden Hurst (FA)","1","3","6","6.0","6","0","0","0","0","0","0","1","0.6","0.6","1.3%"
"44","Theo Johnson (NYG)","1","1","6","6.0","6","0","0","0","0","0","0","1","0.6","0.6","6.6%"
"45","Josh Whyle (TEN)","1","1","5","5.0","5","0","0","0","0","0","0","1","0.5","0.5","0.6%"
"46","Chig Okonkwo (TEN)","1","3","5","5.0","5","0","0","0","0","0","0","1","0.5","0.5","19.0%"
"47","Jack Stoll (NO)","1","2","4","4.0","4","0","0","0","0","0","0","1","0.4","0.4","0.0%"
"48","Pharaoh Brown (MIA)","1","2","3","3.0","3","0","0","0","0","0","0","1","0.3","0.3","0.1%"
"49","Dominique Dafney (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
