"Rank","Player","TGT","REC","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Emeka Egbuka (TB)","7","7","163","23.3","57","4","1","0","0","0","0","1","24.3","24.3","97.3%"
"2","Ja'Marr Chase (CIN)","10","6","110","18.3","64","1","2","0","0","0","0","1","23.0","23.0","99.6%"
"3","Jaxon Smith-Njigba (SEA)","9","8","132","16.5","53","2","1","0","0","0","0","1","19.2","19.2","99.5%"
"4","Rashid Shaheed (SEA)","5","4","114","28.5","87","1","1","0","0","0","0","1","17.4","17.4","76.2%"
"5","Jaylen Waddle (MIA)","9","6","110","18.3","46","1","1","0","0","0","0","1","17.0","17.0","95.0%"
"6","Deebo Samuel Sr. (WAS)","11","8","96","12.0","22","2","1","0","0","0","0","1","15.6","15.6","92.3%"
"7","Stefon Diggs (NE)","12","10","146","14.6","32","2","0","0","0","0","0","1","14.6","14.6","91.1%"
"8","Puka Nacua (LAR)","12","10","85","8.5","16","0","1","0","0","0","0","1","14.5","14.5","99.8%"
"9","Kendrick Bourne (SF)","11","10","142","14.2","35","1","0","0","0","0","0","1","14.2","14.2","15.5%"
"10","Xavier Hutchinson (HOU)","3","3","18","6.0","10","0","2","0","0","0","0","1","13.8","13.8","3.5%"
"11","Calvin Ridley (TEN)","10","5","131","26.2","47","3","0","0","0","0","0","1","13.1","13.1","57.6%"
"12","Garrett Wilson (NYJ)","10","6","71","11.8","25","1","1","0","0","0","0","1","13.1","13.1","95.8%"
"13","Ryan Flournoy (DAL)","9","6","114","19.0","46","2","0","2","10","0","0","1","12.4","12.4","1.2%"
"14","Justin Jefferson (MIN)","11","7","123","17.6","38","3","0","0","0","0","0","1","12.3","12.3","99.8%"
"15","Nico Collins (HOU)","5","4","52","13.0","24","1","1","1","8","0","0","1","12.0","12.0","99.0%"
"16","George Pickens (DAL)","4","2","57","28.5","43","1","1","0","0","0","0","1","11.7","11.7","97.3%"
"17","DeVonta Smith (PHI)","10","8","114","14.3","52","2","0","0","0","0","0","1","11.4","11.4","95.2%"
"18","Jordan Addison (MIN)","6","5","41","8.2","15","0","1","0","0","0","0","1","10.1","10.1","87.7%"
"19","Amon-Ra St. Brown (DET)","9","8","100","12.5","26","1","0","0","0","0","0","1","10.0","10.0","99.6%"
"20","Tory Horton (SEA)","4","3","39","13.0","21","1","1","0","0","0","0","1","9.9","9.9","8.7%"
"21","Ladd McConkey (LAC)","7","5","39","7.8","13","0","1","0","0","0","0","1","9.9","9.9","98.1%"
"22","Michael Pittman Jr. (IND)","6","5","39","7.8","16","0","1","0","0","0","0","1","9.9","9.9","87.6%"
"23","Courtland Sutton (DEN)","10","8","99","12.4","34","1","0","0","0","0","0","1","9.9","9.9","95.4%"
"24","Marvin Harrison Jr. (ARI)","5","4","98","24.5","43","2","0","0","0","0","0","1","9.8","9.8","95.2%"
"25","Xavier Legette (CAR)","3","2","31","15.5","24","1","1","0","0","0","0","1","9.1","9.1","18.0%"
"26","Tyquan Thornton (KC)","5","3","90","30.0","34","3","0","0","0","0","0","1","9.0","9.0","2.8%"
"27","Davante Adams (LAR)","11","5","88","17.6","26","2","0","0","0","0","0","1","8.8","8.8","98.5%"
"28","Curtis Samuel (BUF)","2","2","26","13.0","20","1","1","0","0","0","0","1","8.6","8.6","1.1%"
"29","Tee Higgins (CIN)","7","3","22","7.3","13","0","1","0","0","0","0","1","8.2","8.2","97.7%"
"30","Andrei Iosivas (CIN)","7","5","82","16.4","30","2","0","0","0","0","0","1","8.2","8.2","1.4%"
"31","Brian Thomas Jr. (JAC)","6","4","80","20.0","33","2","0","0","0","0","0","1","8.0","8.0","95.5%"
"32","Sterling Shepard (TB)","5","4","24","6.0","11","0","1","1","-5","0","0","1","7.9","7.9","5.7%"
"33","Jaylin Noel (HOU)","3","2","13","6.5","9","0","1","1","5","0","0","1","7.8","7.8","7.2%"
"34","Parker Washington (JAC)","3","2","16","8.0","13","0","1","0","0","0","0","1","7.6","7.6","8.1%"
"35","Tetairoa McMillan (CAR)","8","6","73","12.2","29","2","0","0","0","0","0","1","7.3","7.3","94.7%"
"36","Tutu Atwell (LAR)","4","2","72","36.0","38","2","0","0","0","0","0","1","7.2","7.2","1.5%"
"37","Isaac TeSlaa (DET)","1","1","12","12.0","12","0","1","0","0","0","0","1","7.2","7.2","3.1%"
"38","Zay Flowers (BAL)","5","5","72","14.4","56","1","0","0","0","0","0","1","7.2","7.2","96.1%"
"39","Tre Tucker (LV)","6","4","62","15.5","33","1","0","1","9","0","0","1","7.1","7.1","43.3%"
"40","Tyler Lockett (LV)","4","1","6","6.0","6","0","0","0","0","0","0","1","6.6","6.6","2.4%"
"41","Christian Kirk (HOU)","4","4","64","16.0","47","1","0","0","0","0","0","1","6.4","6.4","26.8%"
"42","Travis Hunter (JAC)","3","3","64","21.3","44","1","0","0","0","0","0","1","6.4","6.4","86.4%"
"43","Keon Coleman (BUF)","7","4","23","5.8","13","0","1","0","0","0","1","1","6.3","6.3","59.2%"
"44","Tez Johnson (TB)","4","4","59","14.8","27","1","0","1","2","0","0","1","6.1","6.1","38.0%"
"45","Cooper Kupp (SEA)","9","6","59","9.8","24","1","0","0","0","0","0","1","5.9","5.9","70.5%"
"46","Chris Olave (NO)","11","7","59","8.4","17","0","0","0","0","0","0","1","5.9","5.9","92.5%"
"47","Keenan Allen (LAC)","9","5","58","11.6","29","1","0","0","0","0","0","1","5.8","5.8","89.7%"
"48","Troy Franklin (DEN)","5","3","35","11.7","20","1","0","0","0","0","0","1","5.5","5.5","51.4%"
"49","Ashton Dulin (IND)","5","2","55","27.5","35","2","0","0","0","0","0","1","5.5","5.5","0.1%"
"50","Josh Downs (IND)","8","6","54","9.0","12","0","0","0","0","0","0","1","5.4","5.4","62.3%"
"51","Xavier Worthy (KC)","9","6","42","7.0","19","0","0","1","9","0","0","1","5.1","5.1","92.8%"
"52","Khalil Shakir (BUF)","9","6","45","7.5","18","0","0","1","5","0","0","1","5.0","5.0","81.9%"
"53","Luke McCaffrey (WAS)","2","1","50","50.0","50","1","0","0","0","0","0","1","5.0","5.0","6.6%"
"54","Josh Reynolds (NYJ)","4","3","29","9.7","13","0","0","0","0","0","0","1","4.9","4.9","2.5%"
"55","Marquise Brown (KC)","8","4","48","12.0","20","1","0","0","0","0","0","1","4.8","4.8","32.8%"
"56","DeAndre Hopkins (BAL)","2","2","46","23.0","29","1","0","0","0","0","0","1","4.6","4.6","5.5%"
"57","Kayshon Boutte (NE)","3","3","43","14.3","19","0","0","0","0","0","0","1","4.3","4.3","32.6%"
"58","A.J. Brown (PHI)","8","5","43","8.6","13","0","0","0","0","0","0","1","4.3","4.3","98.4%"
"59","Jalen Nailor (MIN)","4","3","27","9.0","20","1","0","1","15","0","0","1","4.2","4.2","2.1%"
"60","Demarcus Robinson (SF)","7","3","39","13.0","18","0","0","0","0","0","0","1","3.9","3.9","1.1%"
"61","Dareke Young (SEA)","1","1","36","36.0","36","1","0","0","0","0","0","1","3.6","3.6","0.0%"
"62","Joshua Palmer (BUF)","2","2","36","18.0","23","1","0","0","0","0","0","1","3.6","3.6","6.4%"
"63","Jordan Whittington (LAR)","3","2","33","16.5","22","1","0","0","0","0","0","1","3.3","3.3","2.7%"
"64","Jayden Higgins (HOU)","4","4","32","8.0","14","0","0","0","0","0","0","1","3.2","3.2","19.3%"
"65","Wan'Dale Robinson (NYG)","7","5","30","6.0","12","0","0","1","2","0","0","1","3.2","3.2","60.6%"
"66","Jakobi Meyers (JAC)","6","4","32","8.0","16","0","0","0","0","0","0","1","3.2","3.2","82.5%"
"67","Jimmy Horn Jr. (CAR)","3","2","21","10.5","17","0","0","2","10","0","0","1","3.1","3.1","0.6%"
