"Rank","Player","CMP","ATT","PCT","YDS","Y/A","TD","INT","SACKS","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"1","C.J. Stroud (HOU)","23","27","85.2","244","9.0","4","0","2","1","30","0","0","1","28.8","28.8","64.6%"
"2","Sam Darnold (SEA)","28","34","82.4","341","10.0","4","1","0","0","0","0","0","1","28.6","28.6","38.9%"
"3","Dak Prescott (DAL)","18","29","62.1","237","8.2","4","0","1","7","28","0","0","1","28.3","28.3","90.8%"
"4","Patrick Mahomes II (KC)","29","41","70.7","318","7.8","1","1","0","6","60","1","0","1","27.7","27.7","99.2%"
"5","Trevor Lawrence (JAC)","18","25","72.0","221","8.8","1","1","3","10","54","2","1","1","27.2","27.2","38.9%"
"6","Baker Mayfield (TB)","29","33","87.9","379","11.5","2","0","1","5","15","0","0","1","26.7","26.7","95.9%"
"7","Justin Fields (NYJ)","32","46","69.6","283","6.2","2","0","5","7","26","0","0","1","25.9","25.9","40.3%"
"8","Matthew Stafford (LAR)","30","47","63.8","389","8.3","3","0","1","1","0","0","1","1","25.6","25.6","79.7%"
"9","Tua Tagovailoa (MIA)","27","36","75.0","256","7.1","3","0","3","1","5","0","0","1","22.7","22.7","23.2%"
"10","Mac Jones (SF)","33","49","67.3","342","7.0","2","0","1","4","5","0","0","1","22.2","22.2","8.1%"
"11","Jake Browning (CIN)","26","40","65.0","251","6.3","3","3","2","4","31","0","0","1","22.1","22.1","1.2%"
"12","Josh Allen (BUF)","22","31","71.0","253","8.2","2","1","1","9","53","0","1","1","20.4","20.4","99.7%"
"13","Jared Goff (DET)","19","23","82.6","258","11.2","3","0","4","2","-2","0","1","1","20.1","20.1","83.7%"
"14","Jalen Hurts (PHI)","23","38","60.5","280","7.4","2","0","6","2","3","0","0","1","19.5","19.5","99.7%"
"15","Bo Nix (DEN)","24","39","61.5","242","6.2","1","0","2","3","22","0","0","1","17.9","17.9","92.8%"
"16","Jaxson Dart (NYG)","26","40","65.0","202","5.1","2","2","1","7","55","0","1","1","17.6","17.6","74.2%"
"17","Jayden Daniels (WAS)","15","26","57.7","231","8.9","1","0","1","8","39","0","0","1","17.1","17.1","96.0%"
"18","Daniel Jones (IND)","20","29","69.0","212","7.3","2","0","0","1","2","0","0","1","16.7","16.7","65.8%"
"19","Dillon Gabriel (CLE)","19","33","57.6","190","5.8","2","0","2","2","5","0","0","1","16.1","16.1","3.4%"
"20","Justin Herbert (LAC)","22","29","75.9","166","5.7","1","1","4","4","60","0","0","1","15.6","15.6","93.4%"
"21","Kyler Murray (ARI)","23","31","74.2","220","7.1","0","0","3","4","25","1","1","1","15.3","15.3","71.2%"
"22","Spencer Rattler (NO)","21","31","67.7","225","7.3","1","0","0","6","21","0","0","1","15.1","15.1","4.2%"
"23","Carson Wentz (MIN)","25","34","73.5","236","6.9","1","0","3","3","13","0","0","1","14.7","14.7","2.1%"
"24","Bryce Young (CAR)","19","30","63.3","198","6.6","2","1","3","3","1","0","1","1","13.0","13.0","18.4%"
"25","Drake Maye (NE)","22","30","73.3","273","9.1","0","0","4","3","12","0","0","1","12.1","12.1","94.2%"
"26","Cam Ward (TEN)","21","39","53.8","265","6.8","0","1","2","5","-6","0","0","1","9.0","9.0","10.9%"
"27","Geno Smith (LV)","25","36","69.4","228","6.3","0","2","4","3","8","0","0","1","7.9","7.9","12.5%"
"28","Cooper Rush (BAL)","14","20","70.0","179","9.0","0","3","1","0","0","0","0","1","4.2","4.2","0.7%"
"29","Trey Lance (LAC)","3","4","75.0","44","11.0","0","0","1","1","11","0","0","1","2.9","2.9","0.6%"
"30","Anthony Richardson Sr. (IND)","1","2","50.0","9","4.5","0","0","0","0","0","0","0","1","1.3","1.3","5.7%"
"31","Davis Mills (HOU)","2","4","50.0","23","5.8","0","0","0","3","3","0","0","1","1.2","1.2","1.0%"
"32","Kenny Pickett (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.1%"
"33","Zach Wilson (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"34","Aaron Rodgers (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","41.5%"
"35","Emory Jones (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"36","Adrian Martinez (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"37","Sam Howell (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.7%"
"38","Kyle McCord (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"39","Caleb Williams (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","78.0%"
"40","Tyler Shough (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4.2%"
"41","J.J. McCarthy (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","26.2%"
"42","DJ Uiagalelei (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"43","Michael Penix Jr. (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","16.9%"
"44","Will Levis (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"45","Malik Cunningham (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.1%"
"46","Feleipe Franks (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"47","Sam Ehlinger (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"48","Brock Purdy (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","69.3%"
"49","Sean Clifford (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.8%"
"50","Kedon Slovis (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"51","John Rhys Plumlee (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"52","Joe Milton III (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.8%"
"53","Shedeur Sanders (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.4%"
"54","Will Howard (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"55","Carter Bradley (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"56","Kurtis Rourke (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"57","Brady Cook (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"58","Tommy DeVito (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"59","Garrett Greene (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"60","Connor Bazelak (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"61","Hunter Dekkers (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"62","Cam Miller (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"63","Skylar Thompson (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.8%"
"64","Aidan O'Connell (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.9%"
"65","Hendon Hooker (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"66","Sam Hartman (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"67","Graham Mertz (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"68","Malik Willis (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.7%"
"69","Quinn Ewers (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"70","Stetson Bennett IV (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"71","Bailey Zappe (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.1%"
"72","Tyson Bagent (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"73","Clayton Tune (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"74","Riley Leonard (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"75","Chris Oladokun (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"76","Jake Haener (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.1%"
"77","Tanner McKee (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.9%"
"78","Tyrod Taylor (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.5%"
"79","Ben Chappell (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"80","Adam Froman (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"81","Andy Dalton (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.3%"
"82","Kirk Cousins (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.4%"
"83","Hunter Cantwell (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"84","Erik Ainge (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"85","Teddy Bridgewater (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.8%"
"86","Russell Wilson (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.1%"
"87","Case Keenum (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"88","Joe Flacco (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","45.6%"
"89","Josh Johnson (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"90","Jimmy Garoppolo (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.9%"
"91","Mike White (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.1%"
"92","Kyle Allen (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"93","Nick Mullens (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.8%"
"94","Lamar Jackson (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","99.8%"
"95","Mason Rudolph (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"96","John Wolford (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"97","Shane Buechele (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"98","Joe Burrow (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","72.3%"
"99","Jordan Love (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","79.2%"
"100","Tyler Huntley (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.2%"
"101","Drew Lock (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.9%"
"102","Will Grier (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
