"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Kyle Pitts Sr. (ATL)","4","5","91","22.8","49","2","2","0","0","0","0","1","21.1","21.1","68.2%"
"2","Cade Otton (TB)","9","10","81","9.0","29","1","2","0","0","0","0","1","20.1","20.1","16.9%"
"3","George Kittle (SF)","6","7","128","21.3","43","3","1","0","0","0","0","1","18.8","18.8","99.4%"
"4","Travis Kelce (KC)","10","12","90","9.0","25","1","1","0","0","0","0","1","15.0","15.0","97.0%"
"5","Adam Trautman (DEN)","4","4","85","21.3","37","1","1","0","0","0","0","1","14.5","14.5","0.7%"
"6","Tucker Kraft (GB)","3","3","78","26.0","67","1","1","0","0","0","0","1","13.8","13.8","83.6%"
"7","Trey McBride (ARI)","9","11","124","13.8","37","1","0","0","0","0","0","1","12.4","12.4","99.4%"
"8","David Njoku (CLE)","5","7","61","12.2","23","2","1","0","0","0","0","1","12.1","12.1","91.8%"
"9","Sam LaPorta (DET)","6","6","48","8.0","24","1","1","0","0","0","0","1","10.8","10.8","98.7%"
"10","Tyler Conklin (LAC)","3","4","42","14.0","27","1","1","0","0","0","0","1","10.2","10.2","3.5%"
"11","Evan Engram (DEN)","4","5","36","9.0","14","0","1","0","0","0","0","1","9.6","9.6","90.0%"
"12","Mark Andrews (BAL)","5","5","36","7.2","11","0","1","0","0","0","0","1","9.6","9.6","94.8%"
"13","Dalton Kincaid (BUF)","4","7","31","7.8","12","0","1","0","0","0","0","1","9.1","9.1","78.3%"
"14","Josh Oliver (MIN)","2","2","30","15.0","25","1","1","0","0","0","0","1","9.0","9.0","0.7%"
"15","Zach Ertz (WAS)","7","11","77","11.0","20","1","0","0","0","0","0","1","7.7","7.7","43.6%"
"16","Brock Wright (DET)","1","1","8","8.0","8","0","1","0","0","0","0","1","6.8","6.8","0.6%"
"17","Nate Adkins (DEN)","1","1","3","3.0","3","0","1","0","0","0","0","1","6.3","6.3","1.0%"
"18","Brenton Strange (JAC)","5","5","59","11.8","21","2","0","0","0","0","0","1","5.9","5.9","22.6%"
"19","Grant Calcaterra (PHI)","3","3","58","19.3","28","1","0","0","0","0","0","1","5.8","5.8","0.6%"
"20","Brock Bowers (LV)","5","5","58","11.6","19","0","0","0","0","0","0","1","5.8","5.8","99.6%"
"21","Mike Gesicki (CIN)","7","8","73","10.4","24","1","0","0","0","0","1","1","5.3","5.3","15.2%"
"22","Dalton Schultz (HOU)","4","6","52","13.0","17","0","0","0","0","0","0","1","5.2","5.2","9.8%"
"23","Dawson Knox (BUF)","2","2","50","25.0","27","2","0","0","0","0","0","1","5.0","5.0","2.1%"
"24","Juwan Johnson (NO)","3","4","48","16.0","22","1","0","0","0","0","0","1","4.8","4.8","6.2%"
"25","Isaiah Likely (BAL)","4","4","47","11.8","25","1","0","0","0","0","0","1","4.7","4.7","27.6%"
"26","Hunter Henry (NE)","5","6","45","9.0","12","0","0","0","0","0","0","1","4.5","4.5","45.3%"
"27","Taysom Hill (NO)","2","4","21","10.5","14","0","0","4","20","0","0","1","4.2","4.2","4.7%"
"28","Will Dissly (LAC)","5","7","41","8.2","16","0","0","0","0","0","0","1","4.1","4.1","2.2%"
"29","Theo Johnson (NYG)","3","4","35","11.7","25","1","0","0","0","0","0","1","3.5","3.5","6.6%"
"30","AJ Barner (SEA)","2","2","34","17.0","20","1","0","0","0","0","0","1","3.4","3.4","2.6%"
"31","Cole Kmet (CHI)","1","1","14","14.0","14","0","0","0","0","0","0","1","3.4","3.4","7.2%"
"32","Josh Whyle (TEN)","2","2","33","16.5","33","1","0","0","0","0","0","1","3.3","3.3","0.6%"
"33","Erick All Jr. (CIN)","2","2","32","16.0","28","1","0","0","0","0","0","1","3.2","3.2","0.6%"
"34","Darnell Washington (PIT)","1","1","29","29.0","29","1","0","0","0","0","0","1","2.9","2.9","1.1%"
"35","Jake Ferguson (DAL)","6","8","23","3.8","10","0","0","0","0","0","0","1","2.3","2.3","69.2%"
"36","Noah Gray (KC)","3","3","23","7.7","10","0","0","0","0","0","0","1","2.3","2.3","4.8%"
"37","Noah Fant (CIN)","3","4","22","7.3","14","0","0","0","0","0","0","1","2.2","2.2","4.2%"
"38","Jonnu Smith (PIT)","4","6","20","5.0","12","0","0","0","0","0","0","1","2.0","2.0","54.3%"
"39","John Bates (WAS)","1","2","20","20.0","20","1","0","0","0","0","0","1","2.0","2.0","0.6%"
"40","Pat Freiermuth (PIT)","2","2","19","9.5","11","0","0","0","0","0","0","1","1.9","1.9","18.8%"
"41","Cade Stover (HOU)","2","3","19","9.5","14","0","0","0","0","0","0","1","1.9","1.9","1.2%"
"42","Hunter Long (JAC)","1","1","18","18.0","18","0","0","0","0","0","0","1","1.8","1.8","0.0%"
"43","Lucas Krull (DEN)","2","2","18","9.0","15","0","0","0","0","0","0","1","1.8","1.8","1.8%"
"44","Colby Parkinson (LAR)","2","2","17","8.5","9","0","0","0","0","0","0","1","1.7","1.7","0.6%"
"45","Austin Hooper (NE)","3","4","15","5.0","6","0","0","0","0","0","0","1","1.5","1.5","1.5%"
"46","Jeremy Ruckert (NYJ)","3","3","14","4.7","10","0","0","0","0","0","0","1","1.4","1.4","0.7%"
"47","Elijah Higgins (ARI)","2","2","13","6.5","7","0","0","0","0","0","0","1","1.3","1.3","0.6%"
"48","Charlie Woerner (ATL)","1","1","13","13.0","13","0","0","0","0","0","0","1","1.3","1.3","0.1%"
"49","Tommy Tremble (CAR)","2","3","13","6.5","8","0","0","0","0","0","0","1","1.3","1.3","0.6%"
"50","Julian Hill (MIA)","3","3","11","3.7","6","0","0","0","0","0","0","1","1.1","1.1","0.6%"
"51","Johnny Mundt (JAC)","1","2","10","10.0","10","0","0","0","0","0","0","1","1.0","1.0","0.1%"
