"Rank","Player","CMP","ATT","PCT","YDS","Y/A","TD","INT","SACKS","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"19","Mac Jones (SF)","20","32","62.5","225","7.0","1","1","2","5","17","0","0","1","13.7","13.7","1.3%"
"20","Trey Lance (LAC)","20","34","58.8","244","7.2","0","0","2","6","26","0","0","1","12.4","12.4","0.6%"
"21","Will Levis (TEN)","9","17","52.9","175","10.3","1","0","1","4","8","0","1","1","11.8","11.8","1.2%"
"22","Russell Wilson (NYG)","17","31","54.8","148","4.8","1","0","4","4","16","0","0","1","11.5","11.5","9.8%"
"23","Jared Goff (DET)","27","33","81.8","231","7.0","1","2","2","0","0","0","0","1","11.2","11.2","81.5%"
"24","Caleb Williams (CHI)","21","29","72.4","148","5.1","1","0","1","3","10","0","0","1","10.9","10.9","75.6%"
"25","Tyler Huntley (CLE)","25","41","61.0","227","5.5","1","2","4","3","16","0","1","1","10.7","10.7","1.0%"
"26","Mitchell Trubisky (BUF)","15","21","71.4","101","4.8","1","0","0","4","12","0","0","1","9.2","9.2","0.6%"
"27","Bailey Zappe (KC)","16","31","51.6","170","5.5","1","2","1","2","2","0","0","1","9.0","9.0","1.1%"
"28","Drew Lock (SEA)","22","29","75.9","138","4.8","1","1","0","2","3","0","0","1","8.8","8.8","1.9%"
"29","Sam Darnold (SEA)","18","41","43.9","166","4.0","0","0","2","3","10","0","0","1","7.6","7.6","17.8%"
"30","Davis Mills (HOU)","12","22","54.5","128","5.8","0","0","1","3","11","0","0","1","6.2","6.2","0.6%"
"31","C.J. Stroud (HOU)","6","6","100.0","50","8.3","1","0","0","0","0","0","0","1","6.0","6.0","69.5%"
"32","Jayden Daniels (WAS)","6","12","50.0","38","3.2","0","0","4","4","27","0","0","1","4.2","4.2","99.6%"
"33","Carson Wentz (FA)","10","17","58.8","98","5.8","0","0","4","0","0","0","0","1","3.9","3.9","1.3%"
"34","Malik Willis (GB)","10","13","76.9","136","10.5","0","0","3","1","3","0","1","1","3.7","3.7","2.0%"
"35","Mason Rudolph (PIT)","7","9","77.8","70","7.8","0","0","1","1","5","0","0","1","3.3","3.3","1.7%"
"36","Jordan Love (GB)","7","12","58.3","69","5.8","0","0","0","0","0","0","0","1","2.8","2.8","69.0%"
"37","Feleipe Franks (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","1","1.2","1.2","0.0%"
"38","Mike White (BUF)","3","11","27.3","28","2.5","0","0","0","0","0","0","0","1","1.1","1.1","1.1%"
"39","Dorian Thompson-Robinson (PHI)","2","3","66.7","13","4.3","0","0","1","2","3","0","0","1","0.8","0.8","1.5%"
"40","Jarrett Stidham (DEN)","0","0","0","0","0","0","0","0","2","7","0","0","1","0.7","0.7","0.7%"
"41","Chris Oladokun (KC)","0","0","0","0","0","0","0","1","1","5","0","0","1","0.5","0.5","0.0%"
"42","Desmond Ridder (CIN)","1","2","50.0","11","5.5","0","0","0","0","0","0","0","1","0.4","0.4","1.4%"
"43","Clayton Tune (ARI)","0","0","0","0","0","0","0","0","1","2","0","0","1","0.2","0.2","1.0%"
"44","Zach Wilson (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.6%"
"45","Jalen Milroe (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5.5%"
"46","Kenny Pickett (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.6%"
"47","Kyle McCord (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"48","Adrian Martinez (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"49","Sam Howell (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.8%"
"50","Drake Maye (NE)","0","1","0.0","0","0.0","0","0","1","0","0","0","0","1","0.0","0.0","71.0%"
"51","J.J. McCarthy (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","65.7%"
"52","Tyler Shough (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.0%"
"53","DJ Uiagalelei (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"54","Emory Jones (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"55","Malik Cunningham (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.1%"
"56","Ben DiNucci (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"57","Trevor Lawrence (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","41.6%"
"58","Justin Fields (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","74.9%"
"59","Brock Purdy (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","88.3%"
"60","Kyle Trask (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"61","Sam Ehlinger (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"62","Sean Clifford (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.8%"
"63","Kedon Slovis (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"64","John Rhys Plumlee (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"65","Jack Plummer (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"66","Jason Bean (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"67","Shedeur Sanders (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12.6%"
"68","Will Howard (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.6%"
"69","Carter Bradley (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"70","Austin Reed (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"71","Kurtis Rourke (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"72","Brady Cook (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"73","Connor Bazelak (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"74","Taylor Elgersma (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"75","Payton Thorne (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"76","Garrett Greene (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"77","Tommy Mellott (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"78","Max Brosmer (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"79","Ben Wooldridge (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"80","Cam Miller (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"81","Tommy DeVito (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"82","Dillon Gabriel (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.9%"
"83","Skylar Thompson (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.8%"
"84","Hendon Hooker (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.8%"
"85","Sam Hartman (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"86","Anthony Richardson Sr. (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","16.1%"
"87","Jaxson Dart (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10.3%"
"88","Graham Mertz (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"89","Quinn Ewers (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.1%"
"90","Stetson Bennett IV (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"91","Dresser Winn (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"92","Tyson Bagent (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"93","Michael Pratt (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.3%"
"94","Seth Henigan (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"95","Riley Leonard (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"96","Devin Leary (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"97","Jake Haener (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.1%"
"98","Cam Ward (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","35.8%"
"99","Adam Froman (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"100","Tyrod Taylor (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"101","Ben Chappell (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"102","Andy Dalton (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.7%"
"103","Hunter Cantwell (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"104","Kirk Cousins (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4.1%"
"105","Erik Ainge (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"106","Teddy Bridgewater (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.8%"
"107","Case Keenum (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"108","Josh Johnson (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"109","Matthew Stafford (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","28.7%"
"110","Brett Smith (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"111","Kyle Allen (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.1%"
"112","Nick Mullens (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"113","Logan Woodside (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"114","Josh Allen (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","99.7%"
"115","John Wolford (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"116","Tua Tagovailoa (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","28.9%"
"117","Jalen Hurts (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","99.4%"
"118","Shane Buechele (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"119","Bryce Perkins (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"120","Daniel Jones (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.7%"
"121","Will Grier (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"122","Brett Rypien (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"123","Easton Stick (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"124","Jake Browning (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.1%"
"125","Gardner Minshew II (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.2%"
"126","Cooper Rush (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.7%"
"127","Taylor Heinicke (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"128","Jameis Winston (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.3%"
"129","Trevor Siemian (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"130","Nate Sudfeld (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"131","Deshaun Watson (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.1%"
"132","Patrick Mahomes II (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","97.6%"
"133","Dak Prescott (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","81.6%"
"134","Jacoby Brissett (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"135","Brandon Allen (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
""
""
