"Rank","Player","ATT","YDS","Y/A","LG","20+","TD","TGT","REC","YDS","Y/R","TD","FL","G","FPTS","FPTS/G","ROST"
"37","Breece Hall (NYJ)","9","21","2.3","17","0","0","6","4","31","7.8","0","0","1","5.2","5.2","97.4%"
"38","Trey Benson (ARI)","10","42","4.2","29","1","0","4","3","9","3.0","0","0","1","5.1","5.1","56.9%"
"39","Zavier Scott (MIN)","8","30","3.8","11","0","0","1","1","20","20.0","0","0","1","5.0","5.0","0.9%"
"40","Isiah Pacheco (KC)","10","45","4.5","10","0","0","1","1","3","3.0","0","0","1","4.8","4.8","81.5%"
"41","TreVeyon Henderson (NE)","11","28","2.5","5","0","0","3","3","19","6.3","0","0","1","4.7","4.7","83.6%"
"42","Braelon Allen (NYJ)","6","30","5.0","9","0","0","2","2","17","8.5","0","0","1","4.7","4.7","12.8%"
"43","Justice Hill (BAL)","0","0","0","0","0","0","4","3","45","15.0","0","0","1","4.5","4.5","15.1%"
"44","Nick Chubb (HOU)","9","38","4.2","8","0","0","4","3","2","0.7","0","0","1","4.0","4.0","59.5%"
"45","Chris Rodriguez Jr. (WAS)","11","39","3.5","14","0","0","0","0","0","0","0","0","1","3.9","3.9","3.0%"
"46","James Conner (ARI)","9","22","2.4","9","0","0","4","3","15","5.0","0","0","1","3.7","3.7","48.6%"
"47","Tyrone Tracy Jr. (NYG)","7","29","4.1","10","0","0","3","2","7","3.5","0","0","1","3.6","3.6","87.9%"
"48","Kendre Miller (NO)","7","27","3.9","8","0","0","2","2","9","4.5","0","0","1","3.6","3.6","4.8%"
"49","Woody Marks (HOU)","6","27","4.5","8","0","0","2","1","9","9.0","0","0","1","3.6","3.6","68.4%"
"50","Najee Harris (LAC)","6","28","4.7","7","0","0","0","0","0","0","0","0","1","2.8","2.8","8.2%"
"51","Julius Chestnut (TEN)","2","26","13.0","27","1","0","0","0","0","0","0","0","1","2.6","2.6","1.1%"
"52","Nathan Carter (ATL)","7","46","6.6","10","0","0","0","0","0","0","0","1","1","2.6","2.6","0.0%"
"53","Emanuel Wilson (GB)","6","25","4.2","9","0","0","0","0","0","0","0","0","1","2.5","2.5","13.6%"
"54","Zamir White (LV)","5","19","3.8","9","0","0","2","1","4","4.0","0","0","1","2.3","2.3","0.9%"
"55","Brian Robinson Jr. (SF)","2","22","11.0","19","0","0","0","0","0","0","0","0","1","2.2","2.2","44.2%"
"56","George Holani (SEA)","10","27","2.7","8","0","0","2","2","15","7.5","0","1","1","2.2","2.2","0.1%"
"57","Ty Johnson (BUF)","3","13","4.3","7","0","0","2","1","8","8.0","0","0","1","2.1","2.1","1.1%"
"58","Jacardia Wright (SEA)","5","20","4.0","10","0","0","0","0","0","0","0","0","1","2.0","2.0","0.0%"
"59","Chase Brown (CIN)","10","3","0.3","4","0","0","5","4","17","4.3","0","0","1","2.0","2.0","97.8%"
"60","Kyle Monangai (CHI)","6","16","2.7","8","0","0","1","1","4","4.0","0","0","1","2.0","2.0","71.5%"
"61","Cam Akers (MIN)","5","19","3.8","14","0","0","1","0","0","0","0","0","1","1.9","1.9","0.7%"
"62","Tahj Brooks (CIN)","5","17","3.4","7","0","0","0","0","0","0","0","0","1","1.7","1.7","1.5%"
"63","Rhamondre Stevenson (NE)","4","18","4.5","10","0","0","3","3","38","12.7","0","2","1","1.6","1.6","81.4%"
"64","RJ Harvey (DEN)","2","2","1.0","4","0","0","3","3","14","4.7","0","0","1","1.6","1.6","73.3%"
"65","Rachaad White (TB)","5","12","2.4","7","0","0","1","1","2","2.0","0","0","1","1.4","1.4","74.9%"
"66","Brashard Smith (KC)","2","13","6.5","8","0","0","1","0","0","0","0","0","1","1.3","1.3","22.3%"
"67","Devin Singletary (NYG)","4","11","2.8","4","0","0","0","0","0","0","0","0","1","1.1","1.1","12.3%"
"68","Jerome Ford (CLE)","0","0","0","0","0","0","4","4","10","2.5","0","0","1","1.0","1.0","22.8%"
"69","LeQuint Allen Jr. (JAC)","0","0","0","0","0","0","1","1","9","9.0","0","0","1","0.9","0.9","0.6%"
"70","Antonio Gibson (NE)","7","28","4.0","11","0","0","0","0","0","0","0","1","1","0.8","0.8","1.4%"
"71","Tyler Goodson (IND)","2","6","3.0","4","0","0","0","0","0","0","0","0","1","0.6","0.6","0.7%"
"72","Tyler Allgeier (ATL)","1","4","4.0","4","0","0","2","1","0","0.0","0","0","1","0.4","0.4","35.0%"
"73","DJ Giddens (IND)","1","3","3.0","3","0","0","0","0","0","0","0","0","1","0.3","0.3","2.1%"
"74","Dylan Sampson (CLE)","1","2","2.0","2","0","0","0","0","0","0","0","0","1","0.2","0.2","15.7%"
"75","Dylan Laube (LV)","3","2","0.7","2","0","0","1","0","0","0","0","0","1","0.2","0.2","0.6%"
"76","Samaje Perine (CIN)","4","21","5.3","12","0","0","0","0","0","0","0","1","1","0.1","0.1","10.6%"
"77","Tank Bigsby (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","38.2%"
"78","Keilan Robinson (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"79","Elijah Mitchell (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.9%"
"80","Khalil Herbert (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"81","Javian Hawkins (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"82","Michael Carter (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","17.4%"
"83","JaMycal Hasty (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.1%"
"84","Jermar Jefferson (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"85","Reggie Gilliam (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"86","Jonathan Ward (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"87","Patrick Taylor Jr. (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.3%"
"88","Craig Reynolds (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"89","Clyde Edwards-Helaire (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.7%"
"90","D'Ernest Johnson (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"91","Salvon Ahmed (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"92","Ty Chandler (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.9%"
"93","A.J. Dillon (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.3%"
"94","Trey Sermon (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"95","Jaret Patterson (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.4%"
"96","Jaylen Wright (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.8%"
"97","Rasheen Ali (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.6%"
"98","Frank Gore Jr. (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"99","Isaiah Davis (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","18.9%"
"100","Hunter Luepke (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.6%"
"101","Kimani Vidal (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","88.6%"
"102","Jack Westover (NE)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"103","Isaac Guerendo (SF)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","3.1%"
"104","Blake Watson (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.1%"
"105","Michael Wiley (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"106","Carson Steele (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.1%"
"107","Sione Vaki (DET)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.1%"
"108","Cody Schrader (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"109","Ray Davis (BUF)","0","0","0","0","0","0","1","0","0","0","0","0","1","0.0","0.0","8.2%"
"110","Jonathon Brooks (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.7%"
"111","Dante Miller (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"112","Lew Nichols III (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.7%"
"113","Scott Matlock (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","4.9%"
"114","Jaleel McLaughlin (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.9%"
"115","Owen Wright (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"116","Chris Brooks (GB)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.8%"
"117","Jordan Mims (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"118","Deneric Prince (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"119","Brady Russell (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"120","Ben VanSumeren (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.4%"
"121","Jacob Saylors (DET)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"122","Emari Demercado (ARI)","2","0","0.0","1","0","0","1","0","0","0","0","0","1","0.0","0.0","5.3%"
"123","Carlos Washington Jr. (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"124","Lan Larison (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.1%"
"125","Robbie Ouzts (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"126","Josh Williams (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"127","Ahmani Marshall (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"128","Lucas Scott (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"129","Max Hurleman (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"130","Rushawn Baker (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"131","Deion Hankins (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"132","Brock Lampe (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"133","Kye Robichaux (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"134","Anthony Tyus III (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"135","Amar Johnson (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"136","British Brooks (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"137","Terrell Jennings (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.8%"
"138","Chris Collier (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"139","Colson Yankoff (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.1%"
"140","Kalel Mullings (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"141","Jordan James (SF)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.0%"
"142","Kaleb Johnson (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","18.2%"
"143","Gary Brightwell (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"144","Kene Nwangwu (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"145","Sincere McCormick (SF)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.6%"
"146","Ja'Quinden Jackson (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"147","Keaontay Ingram (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"148","Zach Charbonnet (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","77.6%"
"149","Adam Prentice (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"150","Sean Tucker (TB)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","5.4%"
"151","Donovan Edwards (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"152","Corey Kiner (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"153","Deuce Vaughn (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"154","Kendall Milton (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"155","Jashaun Corbin (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"156","Dameon Pierce (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.7%"
"157","Will Shipley (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.3%"
"158","Phil Mafah (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"159","MarShawn Lloyd (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.8%"
"160","Ulysses Bentley IV (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"161","Eric Gray (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"162","Audric Estime (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.2%"
"163","Devin Neal (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5.4%"
"164","Keaton Mitchell (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4.6%"
"165","Zonovan Knight (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","56.3%"
"166","Brittain Brown (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.2%"
"167","Xazavian Valladay (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.1%"
"168","Kenny McIntosh (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"169","Evan Hull (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.2%"
"170","Tyjae Spears (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","47.8%"
"171","Roschon Johnson (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.9%"
"172","Malik Davis (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.1%"
"173","Pierre Strong Jr. (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.1%"
"174","Ronnie Rivers (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.1%"
"175","Tyler Badie (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.7%"
"176","Hassan Haskins (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","4.1%"
"177","Raheim Sanders (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"178","Jaydon Blue (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12.1%"
"179","Jarquez Hunter (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.2%"
"180","Velus Jones Jr. (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"181","Shane Bannon (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"182","Jay Finley (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"183","Willie Carter (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"184","Tim Flanders (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"185","Kenny Irons (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"186","Chad Simpson (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"187","Anthony Alridge (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"188","Dantrell Savage (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"189","Xavier Omon (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"190","Garrett Mills (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"191","Madison Hedgecock (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"192","Samkon Gado (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"193","Patrick Ricard (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.8%"
"194","Dare Ogunbowale (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.6%"
"195","Myles Gaskin (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"196","Joe Mixon (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","58.0%"
"197","Austin Ekeler (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","33.9%"
"198","Taquan Mizzell (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"199","Aaron Jones Sr. (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","82.9%"
"200","Alec Ingold (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.6%"
"201","Andrew Beck (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"202","Jakob Johnson (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"203","Alexander Mattison (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"204","Mike Weber (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"205","Travis Homer (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"206","Trayveon Williams (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"207","Chase Edmonds (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"208","Jeff Wilson Jr. (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"209","Ameer Abdullah (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.7%"
"210","Brennan Clay (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"211","C.J. Ham (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"212","Raheem Mostert (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.7%"
"213","Michael Burton (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"214","Trevor Etienne (CAR)","0","0","0","0","0","0","0","0","0","0","0","1","1","-2.0","-2.0","1.3%"
""
""
