"Rank","Player","TGT","REC","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"83","Elijah Arroyo (SEA)","1","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","2.2%"
"84","Jared Wiley (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"85","Ben Sinnott (WAS)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.0%"
"86","Brevyn Spann-Ford (DAL)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"87","Colson Yankoff (WAS)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.1%"
"88","Mason Pline (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"89","Treyton Welch (NO)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"90","Devin Culp (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.2%"
"91","Messiah Swinson (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"92","Brenden Bates (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"93","Jack Westover (NE)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"94","Caden Prieskorn (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"95","Gavin Bartholomew (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"96","Patrick Murtagh (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"97","Blake Whiteheart (CLE)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"98","Brady Russell (SEA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"99","Joel Wilson (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"100","Brayden Willis (SF)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"101","E.J. Jenkins (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"102","Princeton Fant (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"103","Bryson Nesbit (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"104","John Stephens Jr. (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"105","Nate Adkins (DEN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.0%"
"106","Tanner Taula (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"107","Travis Vokolek (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"108","Thomas Yassmin (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"109","Bryce Pierre (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"110","Patrick Herbert (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"111","Caleb Lohner (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"112","Robbie Ouzts (SEA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"113","Maximilian Mang (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"114","Nick Kallerup (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"115","Ben Yurosek (MIN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"116","Tre Watson (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"117","Zach Horton (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"118","Carter Runyon (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"119","Hayden Rucci (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"120","David Martin-Robinson (TEN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"121","Keleki Latu (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"122","CJ Dippre (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"123","Rivaldo Fairweather (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"124","Joshua Simon (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"125","Thomas Fidone II (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"126","Sal Cannella (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"127","Shane Zylstra (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.1%"
"128","Justin Shorter (LV)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.9%"
"129","Erick All Jr. (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"130","Jelani Woods (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.9%"
"131","Will Mallory (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"132","Isaiah Likely (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","16.7%"
"133","Jeremy Ruckert (NYJ)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.7%"
"134","Greg Dulcich (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5.8%"
"135","Moliki Matavao (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"136","Terrance Ferguson (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.6%"
"137","Michael Mayer (LV)","1","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","3.3%"
"138","James Mitchell (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"139","Brock Wright (DET)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.6%"
"140","Cade Otton (TB)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","29.9%"
"141","Mark Redman (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"142","Nikola Kalinic (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"143","Grant Calcaterra (PHI)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.6%"
"144","Zaire Mitchell-Paden (NO)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.0%"
"145","Tucker Fisk (LAC)","1","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.0%"
"146","Luke Musgrave (GB)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.0%"
"147","Ben Sims (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"148","Payne Durham (TB)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.1%"
"149","Cade Stover (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"150","Thomas Odukoya (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"151","Teagan Quitoriano (ATL)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"152","Cameron Latu (PHI)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.2%"
"153","Leroy Watson IV (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"154","Drew Ogletree (IND)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.1%"
"155","Stone Smartt (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"156","Ko Kieft (TB)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"157","Connor Heyward (PIT)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"158","Dawson Knox (BUF)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.3%"
"159","Drake Dunsmore (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"160","Dominique Curry (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"161","Derek Fine (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"162","J.P. Foschi (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"163","Joey Haynos (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"164","Brad Cottam (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"165","Darnell Dinkins (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"166","Marquez Branson (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"167","James Dearth (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"168","Justin Snow (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"169","Marcedes Lewis (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"170","Keith Zinger (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"171","Pharaoh Brown (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"172","Taysom Hill (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.8%"
"173","Evan Engram (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","67.3%"
"174","Mo Alie-Cox (IND)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.6%"
"175","Robert Tonyan (KC)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"176","George Kittle (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","98.8%"
"177","Will Dissly (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"178","Albert Okwuegbunam Jr. (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"179","Ross Dwelley (DET)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"180","Tyree Jackson (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"181","Foster Moreau (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.2%"
"182","Durham Smythe (CHI)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.1%"
"183","Jordan Akins (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"184","Ian Thomas (LV)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"185","Tanner Hudson (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.3%"
"186","Tyler Conklin (LAC)","2","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.9%"
"187","Darren Waller (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","28.6%"
"188","Zach Wood (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.5%"
"189","James Winchester (KC)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"190","Nick Vannett (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"191","Tyler Higbee (LAR)","2","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","3.6%"
"192","Andrew DePaola (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"193","Tyler Ott (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"194","Charlie Woerner (ATL)","1","1","-5","-5.0","0","0","0","0","0","0","0","1","-0.5","-0.5","0.0%"
""
""
