"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"1","George Kittle (SF)","6","6","151","25.2","33","4","0","0","0","0","0","1","15.1","15.1","99.4%"
"2","Juwan Johnson (NO)","4","5","50","12.5","30","1","1","0","0","0","0","1","11.0","11.0","6.2%"
"3","Pat Freiermuth (PIT)","3","3","48","16.0","21","2","1","0","0","0","0","1","10.8","10.8","18.8%"
"4","Jonnu Smith (PIT)","3","4","44","14.7","20","1","1","0","0","0","0","1","10.4","10.4","54.3%"
"5","David Njoku (CLE)","7","13","42","6.0","15","0","1","0","0","0","0","1","10.2","10.2","91.8%"
"6","Tucker Kraft (GB)","3","5","41","13.7","21","1","1","0","0","0","0","1","10.1","10.1","83.6%"
"7","Grant Calcaterra (PHI)","3","3","16","5.3","7","0","1","0","0","0","0","1","7.6","7.6","0.6%"
"8","Cade Otton (TB)","3","4","70","23.3","44","2","0","0","0","0","0","1","7.0","7.0","16.9%"
"9","Trey McBride (ARI)","7","14","70","10.0","14","0","0","0","0","0","0","1","7.0","7.0","99.4%"
"10","Michael Mayer (LV)","7","9","68","9.7","29","1","0","0","0","0","0","1","6.8","6.8","3.2%"
"11","Tommy Tremble (CAR)","1","2","3","3.0","3","0","1","0","0","0","0","1","6.3","6.3","0.6%"
"12","Stone Smartt (NYJ)","3","3","54","18.0","24","2","0","0","0","0","0","1","5.4","5.4","1.0%"
"13","Sam LaPorta (DET)","5","7","54","10.8","14","0","0","0","0","0","0","1","5.4","5.4","98.7%"
"14","Brock Bowers (LV)","3","5","49","16.3","25","1","0","1","3","0","0","1","5.2","5.2","99.6%"
"15","T.J. Hockenson (MIN)","4","5","45","11.3","18","0","0","0","0","0","0","1","4.5","4.5","96.3%"
"16","Daniel Bellinger (NYG)","5","7","45","9.0","12","0","0","0","0","0","0","1","4.5","4.5","0.6%"
"17","Travis Kelce (KC)","5","6","45","9.0","13","0","0","0","0","0","0","1","4.5","4.5","97.0%"
"18","Foster Moreau (NO)","2","2","40","20.0","32","1","0","0","0","0","0","1","4.0","4.0","0.7%"
"19","Evan Engram (DEN)","4","6","33","8.3","11","0","0","0","0","0","0","1","3.3","3.3","90.0%"
"20","Tyler Conklin (LAC)","3","5","33","11.0","12","0","0","0","0","0","0","1","3.3","3.3","3.5%"
