"Rank","Player","CMP","ATT","PCT","YDS","Y/A","TD","INT","SACKS","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"127","Mitchell Trubisky (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"128","Deshaun Watson (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.1%"
"129","Joshua Dobbs (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"130","Nate Sudfeld (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"131","Dak Prescott (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","81.6%"
"132","Jacoby Brissett (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"133","Jake Haener (NO)","0","0","0","0","0","0","0","1","1","-1","0","0","1","-0.1","-0.1","1.1%"
"134","Nick Mullens (JAC)","0","0","0","0","0","0","0","0","2","-2","0","0","1","-0.2","-0.2","1.0%"
"135","Brandon Allen (TEN)","0","1","0.0","0","0.0","0","1","0","0","0","0","0","1","-1.0","-1.0","0.1%"
""
""
