"Rank","Player","CMP","ATT","PCT","YDS","Y/A","TD","INT","SACKS","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"55","Trey Lance (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"56","Trevor Lawrence (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","41.6%"
"57","Kyle Trask (TB)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.6%"
"58","Sam Ehlinger (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"59","Ben DiNucci (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"60","Sean Clifford (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.8%"
"61","Kedon Slovis (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"62","Dillon Gabriel (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.9%"
"63","John Rhys Plumlee (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"64","Jack Plummer (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"65","Jason Bean (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"66","Joe Milton III (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.3%"
"67","Shedeur Sanders (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12.6%"
"68","Will Howard (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.6%"
"69","Carter Bradley (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"70","Austin Reed (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"71","Kurtis Rourke (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"72","Brady Cook (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"73","Connor Bazelak (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"74","Taylor Elgersma (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"75","Payton Thorne (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"76","Garrett Greene (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"77","Tommy Mellott (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"78","Max Brosmer (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"79","Ben Wooldridge (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"80","Cam Miller (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"81","Skylar Thompson (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.8%"
"82","Aidan O'Connell (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"83","Hendon Hooker (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.8%"
"84","Sam Hartman (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"85","Jaxson Dart (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10.3%"
"86","Graham Mertz (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"87","Malik Willis (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.0%"
"88","Bailey Zappe (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.1%"
"89","Quinn Ewers (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.1%"
"90","Stetson Bennett IV (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"91","Dresser Winn (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"92","Michael Pratt (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.3%"
"93","Seth Henigan (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"94","Riley Leonard (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"95","Chris Oladokun (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"96","Devin Leary (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"97","Tanner McKee (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.9%"
"98","Cam Ward (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","35.8%"
"99","Adam Froman (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"100","Tyrod Taylor (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"101","Ben Chappell (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"102","Andy Dalton (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.7%"
"103","Hunter Cantwell (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"104","Erik Ainge (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"105","Teddy Bridgewater (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.8%"
"106","Case Keenum (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"107","Jimmy Garoppolo (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.9%"
"108","Joe Flacco (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6.5%"
"109","Brett Smith (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"110","Mike White (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.1%"
"111","Kyle Allen (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.1%"
"112","John Wolford (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"113","Nick Mullens (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"114","Logan Woodside (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"115","Drew Lock (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.9%"
"116","Tyler Huntley (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"117","Shane Buechele (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"118","Bryce Perkins (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"119","Daniel Jones (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.7%"
"120","Will Grier (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"121","Brett Rypien (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"122","Easton Stick (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"123","Jake Browning (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.1%"
"124","Gardner Minshew II (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.2%"
"125","Jarrett Stidham (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.7%"
"126","Marcus Mariota (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.9%"
"127","Trevor Siemian (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"128","Mitchell Trubisky (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"129","Deshaun Watson (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.1%"
"130","Joshua Dobbs (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"131","Nate Sudfeld (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"132","Dak Prescott (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","81.6%"
"133","Jacoby Brissett (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"134","Brandon Allen (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"135","Josh Johnson (WAS)","0","0","0","0","0","0","0","1","1","-1","0","0","1","-0.1","-0.1","1.0%"
"136","Will Levis (TEN)","8","12","66.7","89","7.4","0","3","1","2","0","0","1","1","-1.4","-1.4","1.2%"
""
""
