"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Sam LaPorta (DET)","7","10","111","15.9","31","2","0","0","0","0","0","1","11.1","11.1","98.7%"
"2","Jonnu Smith (PIT)","9","11","48","5.3","10","0","1","0","0","0","0","1","10.8","10.8","54.3%"
"3","Foster Moreau (NO)","4","4","39","9.8","19","0","1","0","0","0","0","1","9.9","9.9","0.7%"
"4","Josh Whyle (TEN)","5","5","37","7.4","13","0","1","0","0","0","0","1","9.7","9.7","0.6%"
"5","Trey McBride (ARI)","9","10","87","9.7","29","2","0","0","0","0","0","1","8.7","8.7","99.4%"
"6","Mark Andrews (BAL)","2","2","24","12.0","13","0","1","0","0","0","0","1","8.4","8.4","94.8%"
"7","Pat Freiermuth (PIT)","3","6","22","7.3","12","0","1","0","0","0","0","1","8.2","8.2","18.8%"
"8","Noah Gray (KC)","2","5","21","10.5","15","0","1","0","0","0","0","1","8.1","8.1","4.8%"
"9","Adam Trautman (DEN)","2","2","20","10.0","13","0","1","0","0","0","0","1","8.0","8.0","0.7%"
"10","Nate Adkins (DEN)","1","1","15","15.0","15","0","1","0","0","0","0","1","7.5","7.5","1.0%"
"11","Brenton Strange (JAC)","11","12","73","6.6","9","0","0","0","0","0","0","1","7.3","7.3","22.6%"
"12","George Kittle (SF)","4","7","61","15.3","33","1","0","0","0","0","0","1","6.1","6.1","99.4%"
"13","Chig Okonkwo (TEN)","8","10","59","7.4","12","0","0","0","0","0","0","1","5.9","5.9","19.0%"
"14","Dalton Kincaid (BUF)","4","7","53","13.3","29","1","0","0","0","0","0","1","5.3","5.3","78.3%"
"15","T.J. Hockenson (MIN)","5","7","52","10.4","16","0","0","0","0","0","0","1","5.2","5.2","96.3%"
"16","Kylen Granson (PHI)","3","4","47","15.7","18","0","0","0","0","0","0","1","4.7","4.7","1.2%"
"17","Dawson Knox (BUF)","2","3","42","21.0","23","1","0","0","0","0","0","1","4.2","4.2","2.1%"
"18","Austin Hooper (NE)","3","3","38","12.7","26","1","0","0","0","0","0","1","3.8","3.8","1.5%"
"19","Mike Gesicki (CIN)","3","4","37","12.3","17","0","0","0","0","0","0","1","3.7","3.7","15.2%"
"20","Brock Bowers (LV)","3","6","35","11.7","22","1","0","0","0","0","0","1","3.5","3.5","99.6%"
"21","Daniel Bellinger (NYG)","3","3","35","11.7","17","0","0","0","0","0","0","1","3.5","3.5","0.6%"
"22","Tucker Kraft (GB)","2","2","34","17.0","26","1","0","0","0","0","0","1","3.4","3.4","83.6%"
