"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Davante Adams (LAR)","9","12","198","22.0","71","4","2","0","0","0","0","1","33.8","33.8","97.3%"
"2","Mike Evans (TB)","9","11","159","17.7","57","3","2","0","0","0","0","1","27.9","27.9","98.0%"
"3","Amon-Ra St. Brown (DET)","14","18","193","13.8","66","3","1","0","0","0","1","1","23.3","23.3","99.7%"
"4","Brian Thomas Jr. (JAC)","10","14","105","10.5","41","1","2","0","0","0","0","1","22.5","22.5","99.5%"
"5","Rashod Bateman (BAL)","3","5","80","26.7","49","2","2","0","0","0","0","1","20.0","20.0","33.3%"
"6","Terry McLaurin (WAS)","7","10","73","10.4","25","1","2","0","0","0","0","1","19.3","19.3","97.1%"
"7","CeeDee Lamb (DAL)","9","13","116","12.9","28","2","1","0","0","0","0","1","17.6","17.6","99.6%"
"8","DeVonta Smith (PHI)","11","12","109","9.9","22","3","1","1","1","0","0","1","17.0","17.0","94.0%"
"9","A.J. Brown (PHI)","8","11","110","13.8","21","2","1","0","0","0","0","1","17.0","17.0","99.5%"
"10","Jalen Coker (CAR)","4","6","110","27.5","83","1","1","0","0","0","0","1","17.0","17.0","6.0%"
"11","Romeo Doubs (GB)","3","5","40","13.3","22","1","2","0","0","0","0","1","16.0","16.0","15.4%"
"12","Tee Higgins (CIN)","5","8","88","17.6","38","2","1","0","0","0","0","1","14.8","14.8","99.0%"
"13","Malik Nabers (NYG)","10","14","82","8.2","23","1","1","0","0","0","0","1","14.2","14.2","99.6%"
"14","Keenan Allen (LAC)","6","13","82","13.7","26","2","1","0","0","0","0","1","14.2","14.2","47.4%"
"15","Nico Collins (HOU)","4","6","17","4.3","8","0","2","0","0","0","0","1","13.7","13.7","99.6%"
"16","Xavier Worthy (KC)","6","11","46","7.7","12","0","0","3","30","1","0","1","13.6","13.6","95.5%"
"17","Jalen McMillan (TB)","5","6","75","15.0","26","2","1","0","0","0","0","1","13.5","13.5","19.2%"
"18","Justin Jefferson (MIN)","7","14","73","10.4","21","1","1","0","0","0","0","1","13.3","13.3","99.7%"
"19","Ladd McConkey (LAC)","5","7","58","11.6","20","1","1","0","0","0","0","1","11.8","11.8","99.2%"
"20","Garrett Wilson (NYJ)","3","6","56","18.7","22","1","1","0","0","0","0","1","11.6","11.6","97.7%"
"21","Drake London (ATL)","3","3","53","17.7","30","1","1","0","0","0","0","1","11.3","11.3","99.2%"
"22","Jerry Jeudy (CLE)","11","14","108","9.8","20","1","0","0","0","0","0","1","10.8","10.8","88.6%"
"23","Puka Nacua (LAR)","7","8","97","13.9","51","1","0","2","11","0","0","1","10.8","10.8","99.6%"
"24","Quentin Johnston (LAC)","5","10","45","9.0","13","0","1","0","0","0","0","1","10.5","10.5","14.4%"
