"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Tucker Kraft (GB)","4","5","88","22.0","66","1","2","0","0","0","0","1","20.8","20.8","83.6%"
"2","Brock Bowers (LV)","8","12","97","12.1","57","1","1","0","0","0","0","1","15.7","15.7","99.6%"
"3","Isaiah Likely (BAL)","3","3","13","4.3","6","0","2","0","0","0","0","1","13.3","13.3","27.6%"
"4","Charlie Kolar (BAL)","3","4","64","21.3","55","1","1","1","2","0","0","1","12.6","12.6","0.1%"
"5","George Kittle (SF)","8","12","64","8.0","15","0","1","0","0","0","0","1","12.4","12.4","99.4%"
"6","Mo Alie-Cox (IND)","2","4","37","18.5","19","0","1","0","0","0","0","1","9.7","9.7","0.6%"
"7","Kyle Pitts Sr. (ATL)","7","8","88","12.6","32","1","0","0","0","0","0","1","8.8","8.8","68.2%"
"8","Brenton Strange (JAC)","4","4","24","6.0","12","0","1","0","0","0","0","1","8.4","8.4","22.6%"
"9","Connor Heyward (PIT)","2","4","23","11.5","16","0","1","0","0","0","0","1","8.3","8.3","0.0%"
"10","Jordan Akins (FA)","3","3","22","7.3","10","0","1","0","0","0","0","1","8.2","8.2","1.0%"
"11","Foster Moreau (NO)","2","2","13","6.5","7","0","1","0","0","0","0","1","7.3","7.3","0.7%"
"12","Jake Ferguson (DAL)","6","7","70","11.7","27","1","0","0","0","0","0","1","7.0","7.0","69.2%"
"13","Travis Kelce (KC)","9","10","70","7.8","21","1","0","0","0","0","0","1","7.0","7.0","97.0%"
"14","Elijah Higgins (ARI)","1","1","2","2.0","2","0","1","0","0","0","0","1","6.2","6.2","0.6%"
"15","Pat Freiermuth (PIT)","3","3","22","7.3","19","0","1","0","0","0","1","1","6.2","6.2","18.8%"
"16","Jonnu Smith (PIT)","5","8","62","12.4","17","0","0","1","-1","0","0","1","6.1","6.1","54.3%"
"17","Cole Kmet (CHI)","3","4","57","19.0","26","2","0","0","0","0","0","1","5.7","5.7","7.2%"
"18","Tyler Conklin (LAC)","6","9","55","9.2","25","1","0","0","0","0","0","1","5.5","5.5","3.5%"
"19","Mark Andrews (BAL)","4","5","55","13.8","27","1","0","0","0","0","0","1","5.5","5.5","94.8%"
"20","Trey McBride (ARI)","6","9","53","8.8","22","1","0","0","0","0","0","1","5.3","5.3","99.4%"
"21","Colby Parkinson (LAR)","7","13","52","7.4","9","0","0","0","0","0","0","1","5.2","5.2","0.6%"
"22","Theo Johnson (NYG)","5","5","48","9.6","22","1","0","0","0","0","0","1","4.8","4.8","6.6%"
"23","Cade Otton (TB)","3","4","44","14.7","22","1","0","0","0","0","0","1","4.4","4.4","16.9%"
"24","Dalton Schultz (HOU)","4","6","34","8.5","18","0","0","0","0","0","0","1","3.4","3.4","9.8%"
"25","Dalton Kincaid (BUF)","2","6","34","17.0","26","1","0","0","0","0","0","1","3.4","3.4","78.3%"
"26","Hunter Henry (NE)","2","4","32","16.0","25","1","0","0","0","0","0","1","3.2","3.2","45.3%"
"27","Johnny Mundt (JAC)","2","2","31","15.5","20","1","0","0","0","0","0","1","3.1","3.1","0.1%"
"28","Mike Gesicki (CIN)","2","2","31","15.5","19","0","0","0","0","0","0","1","3.1","3.1","15.2%"
"29","Juwan Johnson (NO)","5","5","31","6.2","11","0","0","0","0","0","0","1","3.1","3.1","6.2%"
"30","Noah Gray (KC)","2","2","29","14.5","15","0","0","0","0","0","0","1","2.9","2.9","4.8%"
"31","Noah Fant (CIN)","3","3","24","8.0","12","0","0","0","0","0","0","1","2.4","2.4","4.2%"
"32","Gerald Everett (FA)","2","2","22","11.0","17","0","0","0","0","0","0","1","2.2","2.2","1.4%"
"33","Brevyn Spann-Ford (DAL)","2","3","20","10.0","13","0","0","0","0","0","0","1","2.0","2.0","0.0%"
"34","Adam Trautman (DEN)","1","1","19","19.0","19","0","0","0","0","0","0","1","1.9","1.9","0.7%"
"35","Luke Farrell (SF)","2","2","17","8.5","11","0","0","0","0","0","0","1","1.7","1.7","0.6%"
"36","Hunter Long (JAC)","2","2","16","8.0","9","0","0","0","0","0","0","1","1.6","1.6","0.0%"
"37","David Njoku (CLE)","1","3","14","14.0","14","0","0","0","0","0","0","1","1.4","1.4","91.8%"
"38","Ja'Tavion Sanders (CAR)","3","5","13","4.3","10","0","0","0","0","0","0","1","1.3","1.3","6.8%"
"39","AJ Barner (SEA)","1","1","13","13.0","13","0","0","0","0","0","0","1","1.3","1.3","2.6%"
"40","Zach Ertz (WAS)","2","8","10","5.0","7","0","0","0","0","0","0","1","1.0","1.0","43.6%"
"41","Erick All Jr. (CIN)","2","2","10","5.0","5","0","0","0","0","0","0","1","1.0","1.0","0.6%"
"42","Austin Hooper (NE)","1","3","9","9.0","9","0","0","0","0","0","0","1","0.9","0.9","1.5%"
"43","Nate Adkins (DEN)","1","1","8","8.0","8","0","0","0","0","0","0","1","0.8","0.8","1.0%"
"44","Luke Schoonmaker (DAL)","1","2","8","8.0","8","0","0","0","0","0","0","1","0.8","0.8","1.4%"
"45","Will Mallory (IND)","1","1","7","7.0","7","0","0","0","0","0","0","1","0.7","0.7","1.0%"
