"Rank","Player","CMP","ATT","PCT","YDS","Y/A","TD","INT","SACKS","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"65","Joe Milton III (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.3%"
"66","Shedeur Sanders (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12.6%"
"67","Will Howard (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.6%"
"68","Carter Bradley (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"69","Austin Reed (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"70","Kurtis Rourke (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"71","Brady Cook (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"72","Tommy DeVito (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"73","Connor Bazelak (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"74","Taylor Elgersma (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"75","Payton Thorne (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"76","Garrett Greene (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"77","Tommy Mellott (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"78","Max Brosmer (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"79","Ben Wooldridge (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"80","Cam Miller (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"81","Jaxson Dart (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10.3%"
"82","Hendon Hooker (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.8%"
"83","Sam Hartman (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"84","Kedon Slovis (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"85","Graham Mertz (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"86","Quinn Ewers (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.1%"
"87","Stetson Bennett IV (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"88","Bailey Zappe (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.1%"
"89","Tyson Bagent (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"90","Michael Pratt (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.3%"
"91","Clayton Tune (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"92","Seth Henigan (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"93","Riley Leonard (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"94","Jordan Travis (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.6%"
"95","Dresser Winn (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"96","Devin Leary (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"97","Chris Oladokun (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"98","Jake Haener (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.1%"
"99","Tanner McKee (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.9%"
"100","Cam Ward (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","35.8%"
"101","Tyrod Taylor (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"102","Ben Chappell (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"103","Adam Froman (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"104","Hunter Cantwell (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"105","Erik Ainge (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"106","Teddy Bridgewater (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.8%"
"107","Russell Wilson (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9.8%"
"108","Case Keenum (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"109","Brett Smith (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"110","Joe Flacco (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6.5%"
"111","Josh Johnson (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"112","Jimmy Garoppolo (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.9%"
"113","Kyle Allen (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.1%"
"114","John Wolford (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"115","Mike White (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.1%"
"116","Drew Lock (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.9%"
"117","Nick Mullens (JAC)","0","0","0","0","0","0","0","0","1","0","0","0","1","0.0","0.0","1.0%"
"118","Mason Rudolph (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.7%"
"119","Logan Woodside (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"120","Will Grier (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"121","Bryce Perkins (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"122","Tua Tagovailoa (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","28.9%"
"123","Jordan Love (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","69.0%"
"124","Tyler Huntley (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"125","Shane Buechele (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"126","Jake Browning (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.1%"
"127","Brett Rypien (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"128","Easton Stick (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"129","Jarrett Stidham (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.7%"
"130","Marcus Mariota (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.9%"
"131","Trevor Siemian (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"132","Mitchell Trubisky (BUF)","1","1","100.0","3","3.0","0","0","0","1","-1","0","0","1","0.0","0.0","0.6%"
"133","Joshua Dobbs (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"134","Cooper Rush (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.7%"
"135","Nate Sudfeld (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"136","Brandon Allen (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"137","Mac Jones (SF)","5","8","62.5","22","2.8","0","0","1","0","0","0","1","1","-1.1","-1.1","1.3%"
""
""
