"Rank","Player","ATT","YDS","Y/A","LG","20+","TD","REC","TGT","YDS","Y/R","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Saquon Barkley (PHI)","17","147","8.6","65","2","2","4","4","9","2.3","0","0","1","29.6","29.6","99.7%"
"2","Kyren Williams (LAR)","24","89","3.7","13","0","2","2","2","27","13.5","1","0","1","29.6","29.6","98.9%"
"3","Derrick Henry (BAL)","25","151","6.0","29","2","2","1","1","23","23.0","0","0","1","29.4","29.4","99.5%"
"4","Jonathan Taylor (IND)","23","110","4.8","29","2","2","1","2","25","25.0","0","0","1","25.5","25.5","99.2%"
"5","Chuba Hubbard (CAR)","21","114","5.4","14","0","0","5","5","55","11.0","1","0","1","22.9","22.9","96.4%"
"6","Zach Charbonnet (SEA)","18","91","5.1","13","0","2","3","4","16","5.3","0","0","1","22.7","22.7","70.9%"
"7","Aaron Jones Sr. (MIN)","19","102","5.4","39","1","0","5","6","46","9.2","1","0","1","20.8","20.8","89.7%"
"8","David Montgomery (DET)","23","105","4.6","16","0","1","3","3","17","5.7","0","0","1","18.2","18.2","94.0%"
"9","Jahmyr Gibbs (DET)","16","83","5.2","18","0","0","0","0","20","0","1","0","1","16.3","16.3","99.6%"
"10","Zack Moss (FA)","12","58","4.8","15","0","1","5","6","39","7.8","0","0","1","15.7","15.7","3.4%"
"11","Devin Singletary (NYG)","16","65","4.1","43","1","1","4","4","43","10.8","0","1","1","14.8","14.8","2.4%"
"12","James Cook (BUF)","11","39","3.5","13","0","1","4","5","48","12.0","0","0","1","14.7","14.7","98.4%"
"13","Emanuel Wilson (GB)","12","50","4.2","10","0","0","2","2","35","17.5","1","0","1","14.5","14.5","1.8%"
"14","Breece Hall (NYJ)","16","54","3.4","10","0","1","4","5","29","7.3","0","0","1","14.3","14.3","96.5%"
"15","Alvin Kamara (NO)","26","87","3.3","16","0","0","3","3","40","13.3","0","0","1","12.7","12.7","96.9%"
"16","Austin Ekeler (WAS)","3","35","11.7","24","1","1","2","2","22","11.0","0","0","1","11.7","11.7","54.3%"
"17","Bijan Robinson (ATL)","16","31","1.9","7","0","1","2","2","21","10.5","0","0","1","11.2","11.2","99.6%"
"18","Ty Johnson (BUF)","3","18","6.0","18","0","0","3","3","28","9.3","1","0","1","10.6","10.6","2.0%"
"19","Alexander Mattison (MIA)","3","7","2.3","3","0","1","3","3","37","12.3","0","0","1","10.4","10.4","1.3%"
"20","Brian Robinson Jr. (WAS)","16","33","2.1","7","0","1","1","1","4","4.0","0","0","1","9.7","9.7","84.9%"
"21","Miles Sanders (DAL)","7","17","2.4","6","0","1","2","2","13","6.5","0","0","1","9.0","9.0","6.4%"
"22","Cam Akers (NO)","9","21","2.3","9","0","0","1","3","8","8.0","1","0","1","8.9","8.9","0.7%"
"23","Jordan Mason (MIN)","19","77","4.1","18","0","0","2","2","11","5.5","0","0","1","8.8","8.8","74.3%"
"24","Najee Harris (LAC)","18","70","3.9","21","1","0","5","5","16","3.2","0","0","1","8.6","8.6","54.3%"
"25","Travis Etienne Jr. (JAC)","11","68","6.2","22","1","0","4","6","17","4.3","0","0","1","8.5","8.5","81.0%"
"26","Bucky Irving (TB)","9","70","7.8","32","1","0","3","3","14","4.7","0","0","1","8.4","8.4","99.4%"
"27","Ray Davis (BUF)","7","22","3.1","10","0","1","1","1","1","1.0","0","0","1","8.3","8.3","30.9%"
"28","Trey Sermon (PIT)","2","16","8.0","15","0","1","0","0","0","0","0","0","1","7.6","7.6","0.6%"
"29","Jaleel McLaughlin (DEN)","5","7","1.4","7","0","1","1","1","7","7.0","0","0","1","7.4","7.4","3.9%"
"30","Carson Steele (KC)","17","72","4.2","9","0","0","1","2","2","2.0","0","0","1","7.4","7.4","0.6%"
"31","Jerome Ford (CLE)","10","37","3.7","12","0","0","3","4","33","11.0","0","0","1","7.0","7.0","40.1%"
"32","Tyler Badie (DEN)","9","70","7.8","43","1","0","0","0","0","0","0","0","1","7.0","7.0","0.7%"
"33","Chase Brown (CIN)","7","62","8.9","16","0","0","2","3","7","3.5","0","0","1","6.9","6.9","97.9%"
"34","Braelon Allen (NYJ)","11","55","5.0","11","0","0","3","3","13","4.3","0","0","1","6.8","6.8","29.4%"
"35","Roschon Johnson (CHI)","8","30","3.8","9","0","0","4","5","32","8.0","0","0","1","6.2","6.2","13.6%"
"36","Tyjae Spears (TEN)","2","7","3.5","6","0","0","4","4","54","13.5","0","0","1","6.1","6.1","54.0%"
"37","De'Von Achane (MIA)","11","30","2.7","13","0","0","3","5","28","9.3","0","0","1","5.8","5.8","99.3%"
"38","Rico Dowdle (CAR)","8","32","4.0","6","0","0","3","5","24","8.0","0","0","1","5.6","5.6","20.2%"
"39","J.K. Dobbins (DEN)","15","44","2.9","13","0","0","3","3","10","3.3","0","0","1","5.4","5.4","77.8%"
"40","Justice Hill (BAL)","5","33","6.6","17","0","0","2","2","21","10.5","0","0","1","5.4","5.4","12.4%"
"41","Cordarrelle Patterson (FA)","4","33","8.3","14","0","0","3","5","15","5.0","0","0","1","4.8","4.8","0.6%"
"42","Josh Jacobs (GB)","14","43","3.1","10","0","0","1","1","5","5.0","0","0","1","4.8","4.8","99.4%"
"43","D'Andre Swift (CHI)","13","20","1.5","4","0","0","2","4","22","11.0","0","0","1","4.2","4.2","90.5%"
"44","Hunter Luepke (DAL)","0","0","0","0","0","0","2","3","41","20.5","0","0","1","4.1","4.1","0.7%"
"45","Samaje Perine (CIN)","6","25","4.2","9","0","0","3","4","15","5.0","0","0","1","4.0","4.0","2.0%"
"46","Tyrone Tracy Jr. (NYG)","5","23","4.6","6","0","0","2","2","17","8.5","0","0","1","4.0","4.0","85.0%"
"47","Antonio Gibson (NE)","5","29","5.8","8","0","0","3","3","8","2.7","0","0","1","3.7","3.7","2.4%"
"48","Rachaad White (TB)","6","17","2.8","9","0","0","5","6","18","3.6","0","0","1","3.5","3.5","54.2%"
"49","Zamir White (LV)","10","34","3.4","9","0","0","0","0","0","0","0","0","1","3.4","3.4","1.3%"
"50","Tyler Allgeier (ATL)","7","32","4.6","12","0","0","0","0","0","0","0","0","1","3.2","3.2","33.2%"
"51","Tony Pollard (TEN)","6","14","2.3","4","0","0","3","4","15","5.0","0","0","1","2.9","2.9","88.9%"
"52","Dare Ogunbowale (HOU)","0","0","0","0","0","0","2","2","28","14.0","0","0","1","2.8","2.8","0.7%"
"53","James Conner (ARI)","9","17","1.9","7","0","0","1","1","8","8.0","0","0","1","2.5","2.5","94.5%"
"54","Javonte Williams (DAL)","5","12","2.4","5","0","0","4","4","29","7.3","0","1","1","2.1","2.1","71.3%"
"55","Isaac Guerendo (SF)","5","19","3.8","6","0","0","0","0","0","0","0","0","1","1.9","1.9","34.0%"
