"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"72","Noah Brown (WAS)","3","3","29","9.7","16","0","0","0","0","0","0","1","2.9","2.9","1.8%"
"73","Jordan Whittington (LAR)","3","3","28","9.3","15","0","0","0","0","0","0","1","2.8","2.8","3.6%"
"74","Jaylen Waddle (MIA)","4","5","26","6.5","10","0","0","0","0","0","0","1","2.6","2.6","91.0%"
"75","Jalen Brooks (DAL)","1","3","24","24.0","24","1","0","0","0","0","0","1","2.4","2.4","1.0%"
"76","Zay Flowers (BAL)","3","4","20","6.7","9","0","0","1","3","0","0","1","2.3","2.3","94.6%"
"77","Curtis Samuel (BUF)","3","3","22","7.3","10","0","0","1","0","0","0","1","2.2","2.2","2.2%"
"78","Josh Downs (IND)","3","5","22","7.3","13","0","0","0","0","0","0","1","2.2","2.2","64.8%"
"79","DeAndre Carter (CLE)","3","6","22","7.3","9","0","0","0","0","0","0","1","2.2","2.2","0.0%"
"80","Tyler Johnson (NYJ)","3","4","20","6.7","9","0","0","0","0","0","0","1","2.0","2.0","1.1%"
"81","Jonathan Mingo (DAL)","3","4","18","6.0","15","0","0","1","2","0","0","1","2.0","2.0","0.6%"
"82","Gabe Davis (FA)","2","6","18","9.0","13","0","0","0","0","0","0","1","1.8","1.8","2.3%"
"83","Robert Woods (PIT)","2","2","18","9.0","13","0","0","0","0","0","0","1","1.8","1.8","0.6%"
"84","Parker Washington (JAC)","2","3","18","9.0","12","0","0","0","0","0","0","1","1.8","1.8","1.6%"
"85","Romeo Doubs (GB)","1","2","18","18.0","18","0","0","0","0","0","0","1","1.8","1.8","15.4%"
"86","Elijah Moore (BUF)","2","3","17","8.5","12","0","0","0","0","0","0","1","1.7","1.7","2.2%"
"87","Simi Fehoko (ARI)","1","3","17","17.0","17","0","0","0","0","0","0","1","1.7","1.7","1.0%"
"88","Mike Evans (TB)","2","3","17","8.5","9","0","0","0","0","0","0","1","1.7","1.7","98.0%"
"89","Dyami Brown (JAC)","2","2","16","8.0","8","0","0","0","0","0","0","1","1.6","1.6","5.5%"
"90","Xavier Gipson (NYJ)","2","2","16","8.0","11","0","0","0","0","0","0","1","1.6","1.6","0.6%"
"91","Mack Hollins (NE)","1","2","16","16.0","16","0","0","0","0","0","0","1","1.6","1.6","0.9%"
"92","Brandin Cooks (NO)","2","6","16","8.0","9","0","0","0","0","0","0","1","1.6","1.6","3.9%"
"93","Parris Campbell (FA)","2","2","13","6.5","7","0","0","0","0","0","0","1","1.3","1.3","0.1%"
"94","Ja'Lynn Polk (NE)","2","2","13","6.5","7","0","0","0","0","0","0","1","1.3","1.3","1.4%"
"95","Justin Watson (HOU)","1","2","13","13.0","13","0","0","0","0","0","0","1","1.3","1.3","1.0%"
"96","Brandon Powell (FA)","1","2","13","13.0","13","0","0","0","0","0","0","1","1.3","1.3","1.4%"
"97","Ronnie Bell (DET)","1","3","12","12.0","12","0","0","0","0","0","0","1","1.2","1.2","0.0%"
"98","Troy Franklin (DEN)","2","5","11","5.5","6","0","0","0","0","0","0","1","1.1","1.1","4.1%"
"99","Mason Tipton (NO)","2","3","11","5.5","6","0","0","0","0","0","0","1","1.1","1.1","0.7%"
"100","Britain Covey (LAR)","1","1","11","11.0","11","0","0","0","0","0","0","1","1.1","1.1","0.0%"
"101","Johnny Wilson (PHI)","1","2","9","9.0","9","0","0","0","0","0","0","1","0.9","0.9","0.6%"
"102","Treylon Burks (TEN)","1","3","9","9.0","9","0","0","0","0","0","0","1","0.9","0.9","0.6%"
"103","Marvin Mims Jr. (DEN)","1","1","9","9.0","9","0","0","0","0","0","0","1","0.9","0.9","40.4%"
"104","Calvin Ridley (TEN)","1","3","9","9.0","9","0","0","0","0","0","0","1","0.9","0.9","89.9%"
"105","Jahan Dotson (PHI)","2","3","8","4.0","5","0","0","0","0","0","0","1","0.8","0.8","1.9%"
"106","Tim Patrick (DET)","1","1","8","8.0","8","0","0","0","0","0","0","1","0.8","0.8","1.2%"
"107","Derius Davis (LAC)","0","0","0","0","0","0","0","1","8","0","0","1","0.8","0.8","0.6%"
"108","Trent Sherfield Sr. (DEN)","1","1","8","8.0","8","0","0","0","0","0","0","1","0.8","0.8","0.0%"
"109","Marquez Valdes-Scantling (SEA)","1","2","7","7.0","7","0","0","0","0","0","0","1","0.7","0.7","2.4%"
"110","Darius Slayton (NYG)","1","2","7","7.0","7","0","0","0","0","0","0","1","0.7","0.7","5.5%"
"111","Jalen McMillan (TB)","1","1","6","6.0","6","0","0","0","0","0","0","1","0.6","0.6","19.2%"
"112","Cedric Tillman (CLE)","1","2","4","4.0","4","0","0","0","0","0","0","1","0.4","0.4","25.4%"
"113","Cedrick Wilson Jr. (NO)","1","1","3","3.0","3","0","0","0","0","0","0","1","0.3","0.3","1.1%"
"114","Jameson Williams (DET)","1","3","9","9.0","9","0","0","1","-7","0","0","1","0.2","0.2","91.6%"
"115","Laviska Shenault Jr. (BUF)","1","1","2","2.0","2","0","0","0","0","0","0","1","0.2","0.2","0.1%"
"116","Kayshon Boutte (NE)","1","2","2","2.0","2","0","0","0","0","0","0","1","0.2","0.2","3.8%"
"117","Mario Williams (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"118","Emeka Egbuka (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","78.9%"
"119","Chris Tyree (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"120","Kevin Austin Jr. (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"121","Daniel Jackson (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"122","Cornelius Johnson (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"123","AJ Henning (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"124","Rakim Jarrett (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.9%"
"125","Malik Cunningham (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.1%"
"126","Arian Smith (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.3%"
"127","Puka Nacua (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","99.6%"
"128","Avery Williams (PHI)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.6%"
"129","Austin Trammell (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"130","Jacob Harris (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"131","Terrace Marshall Jr. (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"132","Jordan Addison (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","83.2%"
"133","David Bell (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"134","Ainias Smith (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"135","Chris Blair (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"136","John Metchie III (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"137","Jermaine Burton (CIN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.9%"
"138","Beaux Collins (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"139","Tyquan Thornton (KC)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.6%"
"140","Joshua Palmer (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","17.6%"
"141","Cornell Powell (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"142","Ben Skowronek (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"143","Javon Baker (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"144","Ja'Corey Brooks (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"145","Traeshon Holden (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"146","Rondale Moore (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.7%"
"147","Nick Westbrook-Ikhine (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.5%"
"148","Tylan Wallace (BAL)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.6%"
"149","Scotty Washington (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"150","Cody White (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"151","Trishton Jackson (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"152","Lawrence Cager (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"153","Mason Kinsey (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"154","K.J. Osborn (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.6%"
"155","Andre Baccellia (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"156","Kristian Wilkerson (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"157","Dez Fitzpatrick (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"158","Steven Sims Jr. (SEA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"159","D.J. Montgomery (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"160","Tom Kennedy (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"161","Malik Taylor (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"162","Olamide Zaccheaus (CHI)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.1%"
"163","Deonte Harty (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"164","Alex Bachman (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"165","James Proche II (TEN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"166","Isaiah Hodgins (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"167","Quintez Cephus (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"168","Van Jefferson (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.7%"
"169","Marquez Callaway (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"170","Gunner Olszewski (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"171","Donovan Peoples-Jones (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"172","Jalen Reagor (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"173","KJ Hamler (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"174","Ihmir Smith-Marsette (NYG)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.6%"
"175","Seth Williams (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"176","Kawaan Baker (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"177","Tim Jones (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"178","Terique Owens (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"179","JaQuae Jackson (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"180","Bryce Oliver (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"181","Kameron Johnson (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"182","Dee Williams (NYG)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.1%"
"183","Jaylen Johnson (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"184","Casey Washington (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"185","Drake Stoops (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"186","Xavier Johnson (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"187","Jeshaun Jones (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"188","Tejhaun Palmer (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"189","John Jiles (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"190","Julian Hicks (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"191","Cole Burgess (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"192","Qadir Ismail (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"193","Elic Ayomanor (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.3%"
"194","Travis Hunter (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","93.0%"
"195","Isaiah Neyor (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"196","Dominic Lovett (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"197","Tory Horton (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5.7%"
"198","Malachi Corley (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.5%"
"199","Matthew Golden (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","83.0%"
"200","Elijhah Badger (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"201","Devaughn Vele (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.3%"
"202","Andrew Armstrong (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"203","Jha'Quan Jackson (TEN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"204","Isaiah Williams (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"205","John Rhys Plumlee (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"206","Tahj Washington (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"207","Ryan Flournoy (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.7%"
"208","Ajou Ajou (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"209","Bub Means (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"210","Jalen Coker (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6.0%"
"211","Anthony Gould (IND)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.0%"
"212","Dayton Wade (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"213","Roman Wilson (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5.0%"
"214","Jamari Thrash (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"215","Brenden Rice (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"216","Malik Washington (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.2%"
"217","Ricky Pearsall (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","80.8%"
"218","Tre' Harris (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","30.5%"
"219","Luther Burden III (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","32.3%"
"220","Xavier Restrepo (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4.4%"
"221","Dorian Singer (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"222","Nate McCollum (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"223","Tyler Kahmann (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"224","Blayne Taylor (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"225","Silas Bolden (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"226","Quincy Skinner Jr. (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"227","Dalen Cambre (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"228","Jordan Bly (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"229","Chandler Brayboy (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"230","Landon Parker (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"231","Eli Pancol (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"232","Cam Camper (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"233","Quentin Skinner (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"234","Jackson Meeks (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"235","Jakobie Keeney-James (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"236","Dontae Fleming (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"237","Robert Lewis (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"238","Coleman Owen (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"239","Jaylen Jones (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"240","Hal Presley (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"241","Kyle Williams (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","22.9%"
"242","Tommy Mellott (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"243","Junior Bergen (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"244","JP Richardson (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"245","Rashod Owens (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"246","Jordan Moore (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"247","Mac Dalena (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"248","Jamoi Mayes (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"249","Stephen Gosnell (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"250","Joaquin Davis (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"251","Jerjuan Newton (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"252","Courtney Jackson (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"253","Bryson Green (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"254","Luke Grimm (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"255","Ke'Shawn Williams (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"256","Tru Edwards (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"257","Josh Kelly (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"258","Mitch Van Vooren (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
