"Rank","Player","CMP","ATT","PCT","YDS","Y/A","TD","INT","SACKS","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"22","Mac Jones (SF)","27","39","69.2","347","8.9","0","2","6","5","13","0","0","1","13.2","13.2","8.1%"
"23","Spencer Rattler (NO)","20","26","76.9","227","8.7","0","0","2","4","20","0","0","1","11.1","11.1","4.2%"
"24","Geno Smith (LV)","17","23","73.9","174","7.6","1","1","2","4","-3","0","0","1","9.7","9.7","12.5%"
"25","Tua Tagovailoa (MIA)","21","32","65.6","205","6.4","1","3","2","1","4","0","0","1","9.6","9.6","23.2%"
"26","Matthew Stafford (LAR)","17","26","65.4","181","7.0","1","0","2","4","1","0","1","1","9.3","9.3","79.7%"
"27","Dillon Gabriel (CLE)","29","52","55.8","221","4.3","0","0","6","0","0","0","0","1","8.8","8.8","3.4%"
"28","Cam Ward (TEN)","26","38","68.4","222","5.8","1","1","6","0","0","0","2","1","7.9","7.9","10.9%"
"29","Tyler Huntley (BAL)","10","15","66.7","68","4.5","0","0","4","3","39","0","0","1","6.6","6.6","1.2%"
"30","Justin Fields (NYJ)","9","17","52.9","45","2.6","0","0","9","7","31","0","0","1","4.9","4.9","40.3%"
"31","Feleipe Franks (ATL)","0","0","0","0","0","0","0","0","1","2","0","0","1","0.2","0.2","0.0%"
"32","Zach Wilson (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"33","Kenny Pickett (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.1%"
"34","Davis Mills (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"35","Jalen Milroe (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.4%"
"36","Brock Purdy (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","69.3%"
"37","DJ Uiagalelei (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"38","Adrian Martinez (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"39","Sam Howell (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.7%"
"40","Kyle McCord (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"41","C.J. Stroud (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","64.6%"
"42","Tyler Shough (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4.2%"
"43","J.J. McCarthy (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","26.2%"
"44","Emory Jones (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"45","Will Levis (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"46","Malik Cunningham (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.1%"
"47","Sean Clifford (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.8%"
"48","Trey Lance (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"49","Sam Ehlinger (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"50","Graham Mertz (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"51","Kedon Slovis (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"52","John Rhys Plumlee (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"53","Joe Milton III (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.8%"
"54","Shedeur Sanders (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.4%"
"55","Will Howard (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"56","Carter Bradley (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"57","Kurtis Rourke (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"58","Brady Cook (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"59","Tommy DeVito (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"60","Garrett Greene (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"61","Max Brosmer (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"62","Connor Bazelak (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"63","Hunter Dekkers (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"64","Cam Miller (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"65","Skylar Thompson (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.8%"
"66","Aidan O'Connell (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.9%"
"67","Hendon Hooker (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"68","Sam Hartman (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"69","Anthony Richardson Sr. (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5.7%"
"70","Malik Willis (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.7%"
"71","Quinn Ewers (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"72","Stetson Bennett IV (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"73","Bailey Zappe (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.1%"
"74","Tyson Bagent (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"75","Clayton Tune (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"76","Riley Leonard (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"77","Chris Oladokun (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"78","Jake Haener (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.1%"
"79","Tanner McKee (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.9%"
"80","Tyrod Taylor (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.5%"
"81","Ben Chappell (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"82","Adam Froman (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"83","Andy Dalton (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.3%"
"84","Hunter Cantwell (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"85","Kirk Cousins (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.4%"
"86","Teddy Bridgewater (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.8%"
"87","Russell Wilson (NYG)","0","1","0.0","0","0.0","0","0","0","0","0","0","0","1","0.0","0.0","2.1%"
"88","Case Keenum (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"89","Erik Ainge (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"90","Jimmy Garoppolo (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.9%"
"91","Josh Johnson (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"92","Brett Smith (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"93","Mike White (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.1%"
"94","Kyle Allen (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"95","John Wolford (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"96","Nick Mullens (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.8%"
"97","Lamar Jackson (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","99.8%"
"98","Mason Rudolph (PIT)","0","0","0","0","0","0","0","0","3","0","0","0","1","0.0","0.0","0.6%"
"99","Joe Burrow (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","72.3%"
"100","Shane Buechele (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"101","Drew Lock (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.9%"
"102","Will Grier (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"103","Brett Rypien (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"104","Easton Stick (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"105","Jake Browning (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.2%"
"106","Gardner Minshew II (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"107","Kyler Murray (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","71.2%"
"108","Jarrett Stidham (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.7%"
"109","Marcus Mariota (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6.5%"
"110","Jameis Winston (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.7%"
"111","Trevor Siemian (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"112","Mitchell Trubisky (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"113","Deshaun Watson (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"114","Joshua Dobbs (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"115","C.J. Beathard (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"116","Carson Wentz (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.1%"
"117","Brandon Allen (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"118","Cooper Rush (BAL)","11","19","57.9","72","3.8","0","1","0","1","0","0","1","1","-0.1","-0.1","0.7%"
""
""
