"Rank","Player","TGT","REC","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Dallas Goedert (PHI)","11","9","110","12.2","36","2","1","0","0","0","0","1","17.0","17.0","87.7%"
"2","Trey McBride (ARI)","11","8","72","9.0","26","1","1","0","0","0","0","1","13.2","13.2","99.7%"
"3","Tyler Warren (IND)","9","6","63","10.5","23","1","1","0","0","0","0","1","12.3","12.3","97.6%"
"4","Sam LaPorta (DET)","6","5","55","11.0","26","1","1","0","0","0","0","1","11.5","11.5","98.0%"
"5","Michael Mayer (LV)","7","5","50","10.0","22","1","1","0","0","0","0","1","11.0","11.0","3.3%"
"6","Tucker Kraft (GB)","2","2","43","21.5","24","1","1","0","0","0","0","1","10.3","10.3","90.6%"
"7","Zach Ertz (WAS)","6","6","43","7.2","11","0","1","0","0","0","0","1","10.3","10.3","69.8%"
"8","Tyler Higbee (LAR)","4","4","40","10.0","24","1","1","0","0","0","0","1","10.0","10.0","3.6%"
"9","Jake Ferguson (DAL)","3","3","33","11.0","19","0","1","0","0","0","0","1","9.3","9.3","88.3%"
"10","Nate Adkins (DEN)","2","2","23","11.5","16","0","1","0","0","0","0","1","8.3","8.3","1.0%"
"11","Harold Fannin Jr. (CLE)","10","7","81","11.6","24","1","0","0","0","0","0","1","8.1","8.1","51.9%"
"12","Dawson Knox (BUF)","2","1","19","19.0","19","0","1","0","0","0","0","1","7.9","7.9","1.3%"
"13","Travis Kelce (KC)","7","6","78","13.0","17","0","0","0","0","0","0","1","7.8","7.8","97.2%"
"14","Darren Waller (MIA)","3","2","12","6.0","7","0","1","0","0","0","0","1","7.2","7.2","28.6%"
"15","Connor Heyward (PIT)","1","1","12","12.0","12","0","1","0","0","0","0","1","7.2","7.2","0.0%"
"16","AJ Barner (SEA)","3","3","71","23.7","61","1","0","0","0","0","0","1","7.1","7.1","15.4%"
"17","Tanner Hudson (CIN)","5","4","10","2.5","8","0","1","0","0","0","0","1","7.0","7.0","2.3%"
"18","Darnell Washington (PIT)","5","3","62","20.7","36","1","0","0","0","0","0","1","6.2","6.2","1.1%"
"19","Taysom Hill (NO)","0","0","0","0","0","0","0","1","1","1","0","1","6.1","6.1","2.8%"
"20","David Martin-Robinson (TEN)","1","1","1","1.0","1","0","1","0","0","0","0","1","6.1","6.1","0.0%"
"21","Jake Tonges (SF)","7","6","58","9.7","16","0","0","0","0","0","0","1","5.8","5.8","2.8%"
"22","Cade Otton (TB)","6","5","51","10.2","23","1","0","0","0","0","0","1","5.1","5.1","29.9%"
"23","Evan Engram (DEN)","6","5","42","8.4","16","0","0","1","7","0","0","1","4.9","4.9","67.3%"
"24","Oronde Gadsden II (LAC)","8","7","68","9.7","21","1","0","0","0","0","1","1","4.8","4.8","82.5%"
"25","Chig Okonkwo (TEN)","6","6","46","7.7","20","1","0","0","0","0","0","1","4.6","4.6","17.3%"
"26","Tommy Tremble (CAR)","4","4","39","9.8","16","0","0","0","0","0","0","1","3.9","3.9","0.7%"
"27","Elijah Higgins (ARI)","2","2","34","17.0","24","1","0","0","0","0","0","1","3.4","3.4","0.6%"
"28","Julian Hill (MIA)","3","3","31","10.3","14","0","0","0","0","0","0","1","3.1","3.1","0.6%"
"29","David Njoku (CLE)","6","3","28","9.3","14","0","0","0","0","0","0","1","2.8","2.8","71.2%"
"30","Jonnu Smith (PIT)","4","3","18","6.0","7","0","0","1","10","0","0","1","2.8","2.8","35.9%"
"31","Noah Fant (CIN)","4","4","27","6.8","9","0","0","0","0","0","0","1","2.7","2.7","4.2%"
"32","Theo Johnson (NYG)","4","2","27","13.5","22","1","0","0","0","0","0","1","2.7","2.7","29.2%"
"33","Hunter Henry (NE)","3","3","27","9.0","12","0","0","0","0","0","0","1","2.7","2.7","61.7%"
"34","Mark Andrews (BAL)","6","4","24","6.0","9","0","0","3","2","0","0","1","2.6","2.6","78.0%"
"35","Noah Gray (KC)","2","2","25","12.5","19","0","0","0","0","0","0","1","2.5","2.5","1.3%"
"36","Mitchell Evans (CAR)","1","1","21","21.0","21","1","0","0","0","0","0","1","2.1","2.1","0.6%"
"37","Hunter Long (JAC)","3","2","19","9.5","11","0","0","0","0","0","0","1","1.9","1.9","0.6%"
"38","Kyle Pitts Sr. (ATL)","4","3","18","6.0","10","0","0","0","0","0","0","1","1.8","1.8","77.2%"
"39","Will Dissly (LAC)","2","2","18","9.0","14","0","0","0","0","0","0","1","1.8","1.8","0.6%"
"40","Mo Alie-Cox (IND)","2","1","16","16.0","16","0","0","0","0","0","0","1","1.6","1.6","0.6%"
"41","Gunnar Helm (TEN)","3","2","15","7.5","9","0","0","0","0","0","0","1","1.5","1.5","1.2%"
"42","Johnny Mundt (JAC)","2","1","14","14.0","14","0","0","0","0","0","0","1","1.4","1.4","0.0%"
"43","Colston Loveland (CHI)","3","2","11","5.5","6","0","0","0","0","0","0","1","1.1","1.1","24.6%"
"44","Pat Freiermuth (PIT)","1","1","11","11.0","11","0","0","0","0","0","0","1","1.1","1.1","8.8%"
"45","Foster Moreau (NO)","1","1","9","9.0","9","0","0","0","0","0","0","1","0.9","0.9","1.2%"
"46","Luke Schoonmaker (DAL)","2","1","8","8.0","8","0","0","0","0","0","0","1","0.8","0.8","0.7%"
"47","Tanner Conner (MIA)","1","1","8","8.0","8","0","0","0","0","0","0","1","0.8","0.8","0.6%"
"48","Davis Allen (LAR)","2","1","7","7.0","7","0","0","0","0","0","0","1","0.7","0.7","0.6%"
"49","Luke Musgrave (GB)","2","1","7","7.0","7","0","0","0","0","0","0","1","0.7","0.7","1.0%"
"50","Isaiah Likely (BAL)","2","2","6","3.0","5","0","0","0","0","0","0","1","0.6","0.6","16.7%"
"51","Elijah Arroyo (SEA)","2","1","6","6.0","6","0","0","0","0","0","0","1","0.6","0.6","2.2%"
"52","Andrew Beck (NYJ)","1","1","6","6.0","6","0","0","0","0","0","0","1","0.6","0.6","0.0%"
"53","Austin Hooper (NE)","1","1","5","5.0","5","0","0","0","0","0","0","1","0.5","0.5","0.6%"
"54","Ian Thomas (LV)","1","1","4","4.0","4","0","0","0","0","0","0","1","0.4","0.4","0.0%"
"55","Brevyn Spann-Ford (DAL)","1","1","2","2.0","2","0","0","0","0","0","0","1","0.2","0.2","0.0%"
"56","Mason Taylor (NYJ)","1","1","2","2.0","2","0","0","0","0","0","0","1","0.2","0.2","19.5%"
