"Rank","Player","TGT","REC","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"41","Jimmy Horn Jr. (CAR)","2","2","36","18.0","34","1","0","1","11","0","0","1","4.7","4.7","0.6%"
"42","Amon-Ra St. Brown (DET)","10","9","45","5.0","12","0","0","1","2","0","0","1","4.7","4.7","99.6%"
"43","Demarcus Robinson (SF)","3","2","44","22.0","31","1","0","0","0","0","0","1","4.4","4.4","1.1%"
"44","Jaylin Lane (WAS)","2","1","37","37.0","37","1","0","1","7","0","0","1","4.4","4.4","1.1%"
"45","Michael Wilson (ARI)","5","4","44","11.0","30","1","0","0","0","0","0","1","4.4","4.4","4.3%"
"46","Jerry Jeudy (CLE)","13","5","43","8.6","12","0","0","0","0","0","0","1","4.3","4.3","70.6%"
"47","Davante Adams (LAR)","9","4","39","9.8","21","1","0","0","0","0","0","1","3.9","3.9","98.5%"
"48","Jakobi Meyers (JAC)","4","4","39","9.8","16","0","0","0","0","0","0","1","3.9","3.9","82.5%"
"49","Ryan Flournoy (DAL)","6","3","30","10.0","13","0","0","1","3","0","0","1","3.3","3.3","1.2%"
"50","Khalil Shakir (BUF)","5","3","33","11.0","15","0","0","0","0","0","0","1","3.3","3.3","81.9%"
"51","Marvin Harrison Jr. (ARI)","2","2","32","16.0","21","1","0","0","0","0","0","1","3.2","3.2","95.2%"
"52","Rome Odunze (CHI)","5","2","32","16.0","21","1","0","0","0","0","0","1","3.2","3.2","95.0%"
"53","Parker Washington (JAC)","4","2","29","14.5","17","0","0","0","0","0","0","1","2.9","2.9","8.1%"
"54","Rashid Shaheed (SEA)","6","4","28","7.0","17","0","0","0","0","0","0","1","2.8","2.8","76.2%"
"55","Marvin Mims Jr. (DEN)","3","2","30","15.0","26","1","0","1","-2","0","0","1","2.8","2.8","33.5%"
"56","Mack Hollins (NE)","3","2","28","14.0","16","0","0","0","0","0","0","1","2.8","2.8","1.1%"
"57","Puka Nacua (LAR)","3","2","28","14.0","23","1","0","0","0","0","0","1","2.8","2.8","99.8%"
"58","Stefon Diggs (NE)","3","3","28","9.3","14","0","0","0","0","0","0","1","2.8","2.8","91.1%"
"59","Olamide Zaccheaus (CHI)","6","2","24","12.0","14","0","0","1","4","0","0","1","2.8","2.8","1.4%"
"60","Elic Ayomanor (TEN)","5","3","27","9.0","11","0","0","0","0","0","0","1","2.7","2.7","28.0%"
"61","Tyrell Shavers (BUF)","5","3","27","9.0","10","0","0","0","0","0","0","1","2.7","2.7","0.1%"
"62","Tre Harris (LAC)","5","4","27","6.8","8","0","0","0","0","0","0","1","2.7","2.7","5.1%"
"63","Keenan Allen (LAC)","7","4","27","6.8","9","0","0","0","0","0","0","1","2.7","2.7","89.7%"
"64","Zay Flowers (BAL)","10","6","46","7.7","18","0","0","0","0","0","1","1","2.6","2.6","96.1%"
"65","Josh Reynolds (NYJ)","3","3","25","8.3","11","0","0","0","0","0","0","1","2.5","2.5","2.5%"
"66","Emeka Egbuka (TB)","4","2","24","12.0","17","0","0","0","0","0","0","1","2.4","2.4","97.3%"
"67","Jordan Whittington (LAR)","4","3","23","7.7","13","0","0","0","0","0","0","1","2.3","2.3","2.7%"
"68","Malik Washington (MIA)","5","4","22","5.5","9","0","0","1","1","0","0","1","2.3","2.3","19.6%"
"69","Pat Bryant (DEN)","2","2","22","11.0","11","0","0","0","0","0","0","1","2.2","2.2","2.1%"
"70","Gage Larvadain (CLE)","4","2","22","11.0","14","0","0","0","0","0","0","1","2.2","2.2","0.0%"
"71","Marquez Valdes-Scantling (PIT)","3","2","22","11.0","19","0","0","0","0","0","0","1","2.2","2.2","0.7%"
"72","Brandin Cooks (NO)","1","1","21","21.0","21","1","0","0","0","0","0","1","2.1","2.1","2.2%"
"73","Dyami Brown (JAC)","5","2","13","6.5","9","0","0","1","7","0","0","1","2.0","2.0","3.6%"
"74","DeAndre Hopkins (BAL)","4","2","20","10.0","11","0","0","0","0","0","0","1","2.0","2.0","5.5%"
"75","Michael Pittman Jr. (IND)","3","2","20","10.0","14","0","0","0","0","0","0","1","2.0","2.0","87.6%"
"76","Calvin Ridley (TEN)","1","1","18","18.0","18","0","0","0","0","0","0","1","1.8","1.8","57.6%"
"77","Jahan Dotson (PHI)","2","1","17","17.0","17","0","0","0","0","0","0","1","1.7","1.7","1.1%"
"78","Jalin Hyatt (NYG)","5","3","17","5.7","6","0","0","0","0","0","0","1","1.7","1.7","1.0%"
"79","Courtland Sutton (DEN)","3","1","17","17.0","17","0","0","0","0","0","0","1","1.7","1.7","95.4%"
"80","Dontayvion Wicks (GB)","2","2","15","7.5","9","0","0","0","0","0","0","1","1.5","1.5","2.8%"
"81","Travis Hunter (JAC)","7","4","15","3.8","14","0","0","0","0","0","0","1","1.5","1.5","86.4%"
"82","Deebo Samuel Sr. (WAS)","5","4","15","3.8","9","0","0","1","-1","0","0","1","1.4","1.4","92.3%"
"83","Jamari Thrash (CLE)","3","2","13","6.5","9","0","0","0","0","0","0","1","1.3","1.3","0.6%"
"84","Garrett Wilson (NYJ)","8","3","13","4.3","7","0","0","0","0","0","0","1","1.3","1.3","95.8%"
"85","Roman Wilson (PIT)","1","1","12","12.0","12","0","0","0","0","0","0","1","1.2","1.2","1.8%"
"86","Xavier Legette (CAR)","2","2","11","5.5","15","0","0","0","0","0","0","1","1.1","1.1","18.0%"
"87","Keon Coleman (BUF)","6","3","11","3.7","7","0","0","0","0","0","0","1","1.1","1.1","59.2%"
"88","Isaiah Bond (CLE)","5","2","9","4.5","7","0","0","0","0","0","0","1","0.9","0.9","2.0%"
"89","Chimere Dike (TEN)","3","2","8","4.0","8","0","0","0","0","0","0","1","0.8","0.8","30.3%"
"90","Rashod Bateman (BAL)","1","1","8","8.0","8","0","0","0","0","0","0","1","0.8","0.8","17.8%"
"91","Jalen Tolbert (DAL)","1","1","8","8.0","8","0","0","0","0","0","0","1","0.8","0.8","1.9%"
"92","Hunter Renfrow (CAR)","2","1","7","7.0","7","0","0","0","0","0","0","1","0.7","0.7","1.1%"
"93","Konata Mumpfield (LAR)","2","1","7","7.0","7","0","0","0","0","0","0","1","0.7","0.7","1.0%"
"94","Jauan Jennings (SF)","3","1","7","7.0","7","0","0","0","0","0","0","1","0.7","0.7","77.8%"
"95","Andrei Iosivas (CIN)","4","1","5","5.0","5","0","0","0","0","0","0","1","0.5","0.5","1.4%"
"96","Bo Melton (GB)","0","0","0","0","0","0","0","1","3","0","0","1","0.3","0.3","1.5%"
"97","Savion Williams (GB)","0","0","0","0","0","0","0","1","3","0","0","1","0.3","0.3","0.7%"
"98","KeAndre Lambert-Smith (LAC)","2","1","1","1.0","1","0","0","0","0","0","0","1","0.1","0.1","0.6%"
"99","Troy Franklin (DEN)","4","3","19","6.3","7","0","0","1","2","0","1","1","0.1","0.1","51.4%"
"100","Kevin Austin Jr. (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"101","Chris Tyree (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"102","Jonathan Mingo (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"103","Arian Smith (NYJ)","1","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.7%"
"104","Malik Cunningham (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.1%"
"105","Ronnie Bell (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"106","AJ Henning (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"107","Cornelius Johnson (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"108","Jayden Reed (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","36.6%"
"109","Jermaine Burton (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"110","Jalen McMillan (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.4%"
"111","Simi Fehoko (ARI)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.0%"
"112","Terrace Marshall Jr. (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"113","Austin Trammell (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"114","Jordan Addison (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","87.7%"
"115","Rashee Rice (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","97.8%"
"116","Quentin Johnston (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","62.1%"
"117","Ainias Smith (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"118","Chris Blair (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"119","John Metchie III (NYJ)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.8%"
"120","Treylon Burks (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"121","Tyquan Thornton (KC)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","2.8%"
"122","Beaux Collins (NYG)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"123","Traeshon Holden (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"124","Dee Eskridge (MIA)","1","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"125","Ben Skowronek (PIT)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"126","Ja'Corey Brooks (WAS)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.0%"
"127","Lawrence Cager (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"128","Mason Kinsey (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"129","Quez Watkins (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"130","Cody White (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"131","Nick Westbrook-Ikhine (MIA)","1","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.1%"
"132","Rondale Moore (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.2%"
"133","Tylan Wallace (BAL)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.6%"
"134","Darnell Mooney (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","47.6%"
"135","Kristian Wilkerson (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"136","Alex Bachman (LV)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"137","D.J. Montgomery (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"138","Gabe Davis (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.9%"
"139","Justin Jefferson (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","99.8%"
"140","Brandon Aiyuk (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","46.6%"
"141","Devin Duvernay (CHI)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.6%"
"142","CeeDee Lamb (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","99.8%"
"143","James Proche II (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"144","Isaiah Hodgins (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"145","Quintez Cephus (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"146","Tom Kennedy (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"147","Gunner Olszewski (NYG)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"148","Tutu Atwell (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.5%"
"149","Nico Collins (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","99.0%"
"150","Andre Baccellia (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"151","Dan Chisena (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"152","Elijah Moore (BUF)","2","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.7%"
"153","Ihmir Smith-Marsette (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"154","Seth Williams (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"155","Mason Tipton (NO)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.3%"
"156","JaQuae Jackson (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"157","Bryce Oliver (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"158","Dee Williams (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.1%"
"159","Devaughn Vele (NO)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.7%"
"160","Tejhaun Palmer (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"161","Casey Washington (ATL)","2","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"162","Jeshaun Jones (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"163","John Jiles (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"164","Dayton Wade (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"165","Malachi Corley (CLE)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.1%"
"166","Tory Horton (SEA)","1","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","8.7%"
"167","Devontez Walker (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"168","Isaiah Neyor (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"169","Dominic Lovett (DET)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.6%"
"170","Bub Means (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"171","Joshua Cephus (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"172","Isaiah Williams (NYJ)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"173","John Rhys Plumlee (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"174","Tahj Washington (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"175","Jalen Coker (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.0%"
"176","Anthony Gould (IND)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.6%"
"177","Ricky Pearsall (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","73.6%"
"178","Ja'Lynn Polk (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"179","Brenden Rice (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"180","John Stephens Jr. (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"181","Quentin Skinner (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"182","Dalen Cambre (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"183","Chandler Brayboy (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"184","Jackson Meeks (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"185","Jakobie Keeney-James (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"186","Dontae Fleming (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"187","Ke'Shawn Williams (PIT)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"188","Tru Edwards (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"189","Brennan Presley (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"190","Junior Bergen (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"191","JP Richardson (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"192","Hal Presley III (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"193","Jordan Moore (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"194","Stephen Gosnell (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"195","Courtney Jackson (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"196","Coleman Owen (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"197","Dalevon Campbell (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"198","Kyrese Rowan (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"199","Tyrone Broden (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"200","Darius Cooper (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.5%"
"201","Myles Price (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"202","Jahdae Walker (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"203","Jeremiah Webb (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"204","Jimmy Holiday (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"205","Ja'seem Reed (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"206","Luke Floriea (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"207","TJ Moore (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"208","Jaylin Noel (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.2%"
"209","Xavier Restrepo (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.5%"
"210","Jalen Royals (KC)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.4%"
"211","Jayden Higgins (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","19.3%"
"212","Da'Quan Felton (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"213","Tai Felton (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"214","Ricky White III (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"215","Theo Wease Jr. (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"216","Jack Bech (LV)","1","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","3.0%"
"217","Will Sheppard (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"218","Nick Nash (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"219","Dont'e Thornton Jr. (LV)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","2.8%"
"220","Kyle Williams (NE)","2","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","2.9%"
"221","LaJohntay Wester (BAL)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.7%"
"222","Traeshin Holden (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"223","Jacksin Meeks (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"224","Jamaal Pritchett (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"225","Efton Chism III (NE)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.6%"
"226","Garrett Greene (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"227","Josh Kelly (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"228","Jordan Watkins (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.7%"
"229","Isaac TeSlaa (DET)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","3.1%"
"230","A.T. Perry (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.6%"
"231","Adonai Mitchell (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.5%"
"232","Jacoby Jones (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"233","Mitch Tinsley (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"234","Britain Covey (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"235","Brandon Johnson (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"236","Dareke Young (SEA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"237","Michael Bandy (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"238","Tim Jones (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"239","Brandon Smith (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"240","DJ Turner (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"241","Calvin Austin III (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10.3%"
"242","Justin Shorter (LV)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.9%"
"243","Deven Thompkins (ATL)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"244","Jalen Nailor (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.1%"
"245","Danny Gray (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"246","Tay Martin (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"247","Samori Toure (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"248","Christian Watson (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","19.7%"
"249","Skyy Moore (SF)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.9%"
"250","Xavier Weaver (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"251","Xavier Smith (LAR)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.6%"
"252","Brycen Tremayne (CAR)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"253","Tyler Scott (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.7%"
"254","Jalen Brooks (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"255","Jared Wayne (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"256","Ryan Miller (TB)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.0%"
"257","Dylan Drummond (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"258","Shedrick Jackson (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
