"Rank","Player","CMP","ATT","PCT","YDS","Y/A","TD","INT","SACKS","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Caleb Williams (CHI)","23","29","79.3","226","7.8","4","1","3","4","56","0","0","1","29.6","29.6","75.6%"
"2","Baker Mayfield (TB)","24","36","66.7","325","9.0","4","3","1","3","29","0","0","1","28.9","28.9","95.5%"
"3","Jordan Love (GB)","22","32","68.8","258","8.1","4","1","0","5","13","0","0","1","26.6","26.6","69.0%"
"4","Jared Goff (DET)","18","25","72.0","315","12.6","3","0","2","3","5","0","0","1","25.1","25.1","81.5%"
"5","Josh Allen (BUF)","19","25","76.0","215","8.6","2","0","2","9","18","1","0","1","24.4","24.4","99.7%"
"6","Brock Purdy (SF)","18","28","64.3","255","9.1","3","0","0","4","19","0","0","1","24.1","24.1","88.3%"
"7","Justin Fields (NYJ)","14","24","58.3","145","6.0","0","0","3","11","59","2","0","1","23.7","23.7","74.9%"
"8","Jalen Hurts (PHI)","16","25","64.0","264","10.6","2","0","1","14","33","0","0","1","21.9","21.9","99.4%"
"9","Bo Nix (DEN)","19","33","57.6","216","6.5","2","1","2","6","61","0","0","1","21.7","21.7","93.5%"
"10","Drake Maye (NE)","20","33","60.6","243","7.4","3","2","4","5","38","0","1","1","21.5","21.5","71.0%"
"11","Jayden Daniels (WAS)","24","35","68.6","269","7.7","2","0","3","6","22","0","0","1","21.0","21.0","99.6%"
"12","Lamar Jackson (BAL)","20","26","76.9","323","12.4","1","1","2","11","40","0","0","1","19.9","19.9","99.6%"
"13","Joe Burrow (CIN)","19","28","67.9","208","7.4","0","0","4","4","55","1","0","1","19.8","19.8","99.4%"
"14","C.J. Stroud (HOU)","20","31","64.5","192","6.2","3","1","2","3","7","0","0","1","19.4","19.4","69.5%"
"15","Aaron Rodgers (PIT)","23","35","65.7","294","8.4","2","1","3","0","0","0","0","1","18.8","18.8","15.4%"
"16","Trevor Lawrence (JAC)","23","35","65.7","234","6.7","2","1","3","4","17","0","0","1","18.1","18.1","41.6%"
"17","Andy Dalton (CAR)","26","38","68.4","221","5.8","2","2","0","3","21","0","0","1","16.9","16.9","0.7%"
"18","Joe Flacco (CLE)","22","38","57.9","189","5.0","2","1","0","1","1","0","0","1","14.7","14.7","6.5%"
"19","Geno Smith (LV)","30","52","57.7","312","6.0","1","2","1","1","0","0","0","1","14.5","14.5","18.3%"
"20","Spencer Rattler (NO)","22","40","55.0","243","6.1","1","2","5","4","27","0","0","1","14.4","14.4","3.9%"
"21","Justin Herbert (LAC)","21","34","61.8","237","7.0","1","0","3","4","2","0","0","1","13.7","13.7","84.6%"
"22","Daniel Jones (IND)","22","41","53.7","205","5.0","0","1","2","11","56","0","0","1","12.8","12.8","7.7%"
"23","Kirk Cousins (ATL)","19","30","63.3","225","7.5","1","0","0","4","-5","0","0","1","12.5","12.5","4.1%"
"24","Aidan O'Connell (LV)","27","40","67.5","227","5.7","1","1","1","0","0","0","0","1","12.1","12.1","1.0%"
"25","Kyler Murray (ARI)","22","32","68.8","214","6.7","1","0","0","7","14","0","1","1","12.0","12.0","88.8%"
"26","Deshaun Watson (CLE)","16","23","69.6","168","7.3","0","0","5","4","17","0","0","1","8.4","8.4","1.1%"
"27","Will Levis (TEN)","16","27","59.3","95","3.5","1","1","0","3","15","0","0","1","8.3","8.3","1.2%"
"28","Dak Prescott (DAL)","17","33","51.5","178","5.4","0","2","4","1","1","0","0","1","5.2","5.2","81.6%"
"29","Cooper Rush (BAL)","8","11","72.7","46","4.2","0","1","0","1","2","0","0","1","1.0","1.0","0.7%"
"30","Hendon Hooker (DET)","1","2","50.0","19","9.5","0","0","1","1","-1","0","0","1","0.7","0.7","0.8%"
"31","Mac Jones (SF)","1","1","100.0","6","6.0","0","0","1","0","0","0","0","1","0.2","0.2","1.3%"
"32","Zach Wilson (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.6%"
"33","Kenny Pickett (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.6%"
"34","Davis Mills (HOU)","0","1","0.0","0","0.0","0","0","0","0","0","0","0","1","0.0","0.0","0.6%"
"35","Jalen Milroe (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5.5%"
"36","Bryce Young (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","26.6%"
"37","Adrian Martinez (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"38","Sam Howell (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.8%"
"39","Kyle McCord (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"40","Tyler Shough (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.0%"
"41","J.J. McCarthy (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","65.7%"
"42","DJ Uiagalelei (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"43","Emory Jones (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"44","Michael Penix Jr. (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","29.1%"
"45","Malik Cunningham (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.1%"
"46","Desmond Ridder (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.4%"
"47","Feleipe Franks (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"48","Trey Lance (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"49","Dorian Thompson-Robinson (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.5%"
"50","Kyle Trask (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"51","Sam Ehlinger (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"52","Ben DiNucci (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"53","Sean Clifford (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.8%"
"54","Dillon Gabriel (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.9%"
"55","Jaxson Dart (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10.3%"
"56","John Rhys Plumlee (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"57","Jack Plummer (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"58","Jason Bean (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"59","Joe Milton III (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.3%"
"60","Shedeur Sanders (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12.6%"
"61","Will Howard (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.6%"
"62","Carter Bradley (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"63","Austin Reed (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"64","Kurtis Rourke (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"65","Brady Cook (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"66","Tommy DeVito (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"67","Connor Bazelak (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"68","Taylor Elgersma (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"69","Payton Thorne (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"70","Garrett Greene (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"71","Tommy Mellott (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"72","Max Brosmer (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"73","Ben Wooldridge (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"74","Cam Miller (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"75","Skylar Thompson (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.8%"
"76","Sam Hartman (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"77","Anthony Richardson Sr. (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","16.1%"
"78","Kedon Slovis (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"79","Graham Mertz (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"80","Malik Willis (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.0%"
"81","Quinn Ewers (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.1%"
"82","Stetson Bennett IV (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"83","Bailey Zappe (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.1%"
"84","Jaren Hall (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.2%"
"85","Michael Pratt (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.3%"
"86","Clayton Tune (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"87","Seth Henigan (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"88","Riley Leonard (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"89","Dresser Winn (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"90","Chris Oladokun (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"91","Devin Leary (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"92","Jake Haener (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.1%"
"93","Tanner McKee (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.9%"
"94","Cam Ward (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","35.8%"
"95","Tyrod Taylor (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"96","Ben Chappell (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"97","Adam Froman (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"98","Hunter Cantwell (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"99","Russell Wilson (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9.8%"
"100","Erik Ainge (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"101","Teddy Bridgewater (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.8%"
"102","Case Keenum (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"103","Josh Johnson (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"104","Matthew Stafford (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","28.7%"
"105","Jimmy Garoppolo (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.9%"
"106","Brett Smith (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"107","Mike White (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.1%"
"108","Kyle Allen (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.1%"
"109","John Wolford (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"110","Nick Mullens (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"111","Mason Rudolph (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.7%"
"112","Sam Darnold (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","17.8%"
"113","Logan Woodside (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"114","Shane Buechele (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"115","Tua Tagovailoa (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","28.9%"
"116","Tyler Huntley (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"117","Bryce Perkins (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"118","Drew Lock (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.9%"
"119","Will Grier (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"120","Brett Rypien (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"121","Easton Stick (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"122","Jake Browning (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.1%"
"123","Gardner Minshew II (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.2%"
