"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Cole Kmet (CHI)","5","5","70","14.0","31","2","2","0","0","0","0","1","19.0","19.0","7.2%"
"2","George Kittle (SF)","5","6","58","11.6","29","1","2","0","0","0","0","1","17.8","17.8","99.4%"
"3","Mark Andrews (BAL)","3","4","66","22.0","38","1","1","0","0","0","0","1","12.6","12.6","94.8%"
"4","Sam LaPorta (DET)","1","1","52","52.0","52","1","1","0","0","0","0","1","11.2","11.2","98.7%"
"5","Hunter Henry (NE)","3","5","41","13.7","30","1","1","0","0","0","0","1","10.1","10.1","45.3%"
"6","Trey McBride (ARI)","8","8","96","12.0","27","1","0","0","0","0","0","1","9.6","9.6","99.4%"
"7","Evan Engram (DEN)","10","10","102","10.2","24","1","0","0","0","0","1","1","8.2","8.2","90.0%"
"8","Cade Otton (TB)","2","6","15","7.5","8","0","1","0","0","0","0","1","7.5","7.5","16.9%"
"9","Dawson Knox (BUF)","1","1","12","12.0","12","0","1","0","0","0","0","1","7.2","7.2","2.1%"
"10","Brock Bowers (LV)","9","10","71","7.9","18","0","0","0","0","0","0","1","7.1","7.1","99.6%"
"11","Kyle Pitts Sr. (ATL)","3","5","70","23.3","52","1","0","0","0","0","0","1","7.0","7.0","68.2%"
"12","Zach Ertz (WAS)","4","5","68","17.0","24","2","0","0","0","0","0","1","6.8","6.8","43.6%"
"13","Grant Calcaterra (PHI)","4","4","67","16.8","34","2","0","0","0","0","0","1","6.7","6.7","0.6%"
"14","Noah Fant (CIN)","6","6","63","10.5","12","0","0","0","0","0","0","1","6.3","6.3","4.2%"
"15","Foster Moreau (NO)","2","2","54","27.0","41","1","0","0","0","0","0","1","5.4","5.4","0.7%"
"16","Dalton Kincaid (BUF)","6","7","51","8.5","15","0","0","0","0","0","0","1","5.1","5.1","78.3%"
"17","Ja'Tavion Sanders (CAR)","5","7","49","9.8","21","1","0","0","0","0","0","1","4.9","4.9","6.8%"
"18","Juwan Johnson (NO)","3","3","48","16.0","27","1","0","0","0","0","0","1","4.8","4.8","6.2%"
"19","Mo Alie-Cox (IND)","4","4","41","10.3","22","1","0","0","0","0","0","1","4.1","4.1","0.6%"
"20","Ben Sims (GB)","2","2","38","19.0","28","1","0","0","0","0","0","1","3.8","3.8","0.0%"
"21","David Njoku (CLE)","5","7","31","6.2","14","0","0","0","0","0","0","1","3.1","3.1","91.8%"
"22","Theo Johnson (NYG)","3","3","30","10.0","15","0","0","0","0","0","0","1","3.0","3.0","6.6%"
"23","Dalton Schultz (HOU)","4","8","27","6.8","9","0","0","0","0","0","0","1","2.7","2.7","9.8%"
"24","Isaiah Likely (BAL)","2","4","27","13.5","18","0","0","0","0","0","0","1","2.7","2.7","27.6%"
"25","Will Dissly (LAC)","4","5","26","6.5","20","1","0","0","0","0","0","1","2.6","2.6","2.2%"
"26","Harrison Bryant (HOU)","3","5","24","8.0","14","0","0","0","0","0","0","1","2.4","2.4","0.0%"
"27","Drew Ogletree (IND)","2","2","24","12.0","22","1","0","0","0","0","0","1","2.4","2.4","1.1%"
"28","Pat Freiermuth (PIT)","2","3","16","8.0","8","0","0","0","0","0","0","1","1.6","1.6","18.8%"
"29","Tucker Kraft (GB)","2","4","13","6.5","8","0","0","1","2","0","0","1","1.5","1.5","83.6%"
"30","AJ Barner (SEA)","1","1","13","13.0","13","0","0","0","0","0","0","1","1.3","1.3","2.6%"
"31","Jake Ferguson (DAL)","3","4","11","3.7","6","0","0","0","0","0","0","1","1.1","1.1","69.2%"
"32","Lucas Krull (DEN)","2","4","11","5.5","8","0","0","0","0","0","0","1","1.1","1.1","1.8%"
"33","Brenton Strange (JAC)","1","2","11","11.0","11","0","0","0","0","0","0","1","1.1","1.1","22.6%"
"34","Erick All Jr. (CIN)","2","3","10","5.0","9","0","0","0","0","0","0","1","1.0","1.0","0.6%"
"35","Tyler Conklin (LAC)","2","3","10","5.0","6","0","0","0","0","0","0","1","1.0","1.0","3.5%"
"36","Stone Smartt (NYJ)","1","1","10","10.0","10","0","0","0","0","0","0","1","1.0","1.0","1.0%"
"37","Darnell Washington (PIT)","1","1","9","9.0","9","0","0","0","0","0","0","1","0.9","0.9","1.1%"
"38","Jeremy Ruckert (NYJ)","2","3","7","3.5","8","0","0","0","0","0","0","1","0.7","0.7","0.7%"
"39","Chig Okonkwo (TEN)","3","3","6","2.0","5","0","0","0","0","0","0","1","0.6","0.6","19.0%"
"40","Nate Adkins (DEN)","1","1","5","5.0","5","0","0","0","0","0","0","1","0.5","0.5","1.0%"
"41","Connor Heyward (PIT)","1","1","4","4.0","4","0","0","0","0","0","0","1","0.4","0.4","0.0%"
"42","Josh Whyle (TEN)","1","1","2","2.0","2","0","0","0","0","0","0","1","0.2","0.2","0.6%"
"43","Marcedes Lewis (FA)","1","1","2","2.0","2","0","0","0","0","0","0","1","0.2","0.2","0.0%"
"44","Kylen Granson (PHI)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.2%"
"45","John Bates (WAS)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.6%"
"46","Quintin Morris (JAC)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.4%"
"47","Kenny Yeboah (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"48","Tommy Tremble (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"49","Hunter Long (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"50","Charlie Kolar (BAL)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"51","Jalin Conyers (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.2%"
"52","Thomas Fidone II (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"53","Elijah Arroyo (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12.1%"
"54","Luke Lachey (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.1%"
"55","Jake Briningstool (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"56","Dominique Dafney (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"57","Luke Farrell (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"58","Josiah Deguara (ARI)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"59","Adam Trautman (DEN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.7%"
"60","Noah Gray (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4.8%"
"61","Colby Parkinson (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"62","Mitchell Wilcox (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"63","Dalton Keene (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"64","Lawrence Cager (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"65","Giovanni Ricci (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"66","Sean McKeon (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"67","Tyler Mabry (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"68","Charlie Woerner (ATL)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"69","Scotty Washington (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"70","Donald Parham Jr. (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"71","Stephen Carlson (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"72","Andrew Beck (NYJ)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"73","Chris Myarick (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"74","Matt Orzech (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"75","Mitchell Fraboni (DEN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"76","Matt Sokol (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"77","Michael Mayer (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.2%"
"78","Feleipe Franks (ATL)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"79","Brevin Jordan (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"80","Tanner McLachlan (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"81","Tip Reiman (ARI)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
