"Rank","Player","TGT","REC","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"19","Isaiah Likely (BAL)","4","3","60","20.0","35","1","0","0","0","0","0","1","6.0","6.0","16.7%"
"20","Terrance Ferguson (LAR)","3","2","54","27.0","36","1","0","0","0","0","0","1","5.4","5.4","1.6%"
"21","Hunter Henry (NE)","6","4","51","12.8","17","0","0","0","0","0","0","1","5.1","5.1","61.7%"
"22","Greg Dulcich (MIA)","5","5","49","9.8","16","0","0","0","0","0","0","1","4.9","4.9","5.8%"
"23","Zach Ertz (WAS)","4","4","46","11.5","25","1","0","0","0","0","0","1","4.6","4.6","69.8%"
"24","Darnell Washington (PIT)","6","4","43","10.8","13","0","0","0","0","0","0","1","4.3","4.3","1.1%"
"25","Tanner Hudson (CIN)","2","2","42","21.0","33","1","0","0","0","0","0","1","4.2","4.2","2.3%"
"26","Kyle Pitts Sr. (ATL)","7","4","38","9.5","22","1","0","0","0","0","0","1","3.8","3.8","77.2%"
"27","Davis Allen (LAR)","4","3","37","12.3","16","0","0","0","0","0","0","1","3.7","3.7","0.6%"
"28","Luke Musgrave (GB)","3","3","34","11.3","21","1","0","0","0","0","0","1","3.4","3.4","1.0%"
"29","Elijah Higgins (ARI)","3","3","30","10.0","16","0","0","0","0","0","0","1","3.0","3.0","0.6%"
"30","Dawson Knox (BUF)","1","1","30","30.0","30","1","0","0","0","0","0","1","3.0","3.0","1.3%"
"31","Jake Ferguson (DAL)","7","5","50","10.0","23","1","0","0","0","0","1","1","3.0","3.0","88.3%"
"32","Taysom Hill (NO)","0","0","0","0","0","0","0","4","30","0","0","1","3.0","3.0","2.8%"
"33","George Kittle (SF)","4","4","32","8.0","11","0","0","1","-3","0","0","1","2.9","2.9","98.8%"
"34","Tyler Warren (IND)","7","5","26","5.2","9","0","0","0","0","0","0","1","2.6","2.6","97.6%"
"35","Michael Mayer (LV)","7","3","26","8.7","12","0","0","0","0","0","0","1","2.6","2.6","3.3%"
"36","Adam Trautman (DEN)","2","2","25","12.5","21","1","0","0","0","0","0","1","2.5","2.5","0.7%"
"37","Jonnu Smith (PIT)","5","3","25","8.3","12","0","0","0","0","0","0","1","2.5","2.5","35.9%"
"38","Austin Hooper (NE)","1","1","20","20.0","20","1","0","0","0","0","0","1","2.0","2.0","0.6%"
"39","Tucker Kraft (GB)","3","2","20","10.0","10","0","0","0","0","0","0","1","2.0","2.0","90.6%"
"40","John Bates (WAS)","4","2","20","10.0","10","0","0","0","0","0","0","1","2.0","2.0","0.6%"
"41","Jackson Hawes (BUF)","2","1","18","18.0","18","0","0","0","0","0","0","1","1.8","1.8","0.6%"
"42","Gunnar Helm (TEN)","1","1","15","15.0","15","0","0","0","0","0","0","1","1.5","1.5","1.2%"
"43","Luke Schoonmaker (DAL)","2","1","14","14.0","14","0","0","0","0","0","0","1","1.4","1.4","0.7%"
"44","Tucker Fisk (LAC)","1","1","12","12.0","12","0","0","0","0","0","0","1","1.2","1.2","1.0%"
"45","Brock Wright (DET)","1","1","11","11.0","11","0","0","0","0","0","0","1","1.1","1.1","0.6%"
"46","Chig Okonkwo (TEN)","2","2","10","5.0","6","0","0","0","0","0","0","1","1.0","1.0","17.3%"
"47","Colby Parkinson (LAR)","2","2","10","5.0","8","0","0","0","0","0","0","1","1.0","1.0","1.0%"
"48","Cole Kmet (CHI)","2","1","10","10.0","10","0","0","0","0","0","0","1","1.0","1.0","3.8%"
"49","Luke Farrell (SF)","1","1","9","9.0","9","0","0","0","0","0","0","1","0.9","0.9","0.6%"
"50","Ian Thomas (LV)","1","1","9","9.0","9","0","0","0","0","0","0","1","0.9","0.9","0.0%"
"51","Hunter Long (JAC)","3","1","6","6.0","6","0","0","0","0","0","0","1","0.6","0.6","0.6%"
"52","Ja'Tavion Sanders (CAR)","1","1","5","5.0","5","0","0","0","0","0","0","1","0.5","0.5","2.1%"
"53","Connor Heyward (PIT)","0","0","0","0","0","0","0","1","4","0","0","1","0.4","0.4","0.0%"
"54","Harrison Bryant (HOU)","2","1","2","2.0","2","0","0","0","0","0","0","1","0.2","0.2","0.0%"
"55","Luke Lachey (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.1%"
"56","Jake Briningstool (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"57","Kylen Granson (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.7%"
"58","Tommy Tremble (CAR)","1","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.7%"
"59","Kenny Yeboah (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"60","Quintin Morris (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.4%"
"61","Josh Whyle (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.1%"
"62","Jalin Conyers (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.2%"
"63","Josiah Deguara (ARI)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"64","Noah Gray (KC)","1","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.3%"
"65","Dalton Keene (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"66","Sean McKeon (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"67","Lawrence Cager (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"68","Charlie Woerner (ATL)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"69","Chris Myarick (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"70","Donald Parham Jr. (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"71","Stephen Carlson (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"72","Andrew Beck (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"73","Matt Orzech (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"74","Matt Sokol (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"75","Mitchell Fraboni (DEN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"76","Thomas Fidone II (NYG)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.0%"
"77","Feleipe Franks (ATL)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"78","Brevin Jordan (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"79","Cam Grandy (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"80","Jared Wiley (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"81","Ben Sinnott (WAS)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.0%"
"82","Tip Reiman (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"83","Thomas Yassmin (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"84","Mason Pline (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"85","Treyton Welch (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"86","Colson Yankoff (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.1%"
"87","Devin Culp (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.2%"
"88","Messiah Swinson (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"89","Brenden Bates (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"90","Jack Westover (NE)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"91","Travis Vokolek (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"92","E.J. Jenkins (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"93","Brady Russell (SEA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"94","Patrick Murtagh (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"95","Blake Whiteheart (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"96","Julian Hill (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"97","Mason Taylor (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","19.5%"
"98","Bryson Nesbit (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"99","Caden Prieskorn (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"100","Brevyn Spann-Ford (DAL)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"101","Gavin Bartholomew (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"102","Tanner Taula (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"103","John Stephens Jr. (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"104","Princeton Fant (DAL)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"105","Nate Adkins (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"106","Joel Wilson (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"107","Bryce Pierre (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"108","Patrick Herbert (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"109","Caleb Lohner (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"110","Robbie Ouzts (SEA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"111","Maximilian Mang (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"112","Nick Kallerup (SEA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"113","Ben Yurosek (MIN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"114","Tre Watson (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"115","Zach Horton (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"116","Carter Runyon (LV)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"117","Mitchell Evans (CAR)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.6%"
"118","Harold Fannin Jr. (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","51.9%"
"119","Hayden Rucci (MIA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"120","David Martin-Robinson (TEN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"121","Keleki Latu (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"122","CJ Dippre (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"123","Rivaldo Fairweather (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"124","Joshua Simon (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"125","Jeremy Ruckert (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.7%"
"126","Jelani Woods (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.9%"
"127","Sal Cannella (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"128","Will Mallory (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"129","Erick All Jr. (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"130","Daniel Bellinger (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"131","Tanner Conner (MIA)","1","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.6%"
"132","Teagan Quitoriano (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"133","John FitzPatrick (GB)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"134","Grant Calcaterra (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"135","Nikola Kalinic (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"136","Justin Shorter (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.9%"
"137","Lucas Krull (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.8%"
"138","Jack Stoll (NO)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"139","Mark Redman (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"140","Cade Otton (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","29.9%"
"141","James Mitchell (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"142","Moliki Matavao (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"143","Shane Zylstra (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.1%"
"144","Brayden Willis (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"145","Zaire Mitchell-Paden (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"146","Ben Sims (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"147","Payne Durham (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.1%"
"148","Brenton Strange (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","18.4%"
"149","Cade Stover (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"150","Thomas Odukoya (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"151","Drew Ogletree (IND)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.1%"
"152","Cameron Latu (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.2%"
"153","Ko Kieft (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"154","Jake Tonges (SF)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","2.8%"
"155","Leroy Watson IV (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"156","Stone Smartt (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"157","Drew Sample (CIN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.0%"
"158","Drake Dunsmore (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"159","Dominique Curry (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"160","Derek Fine (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"161","J.P. Foschi (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"162","Joey Haynos (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"163","Brad Cottam (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"164","Darnell Dinkins (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"165","Marquez Branson (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"166","James Dearth (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"167","Justin Snow (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"168","Marcedes Lewis (DEN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"169","Keith Zinger (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"170","Pharaoh Brown (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"171","Johnny Mundt (JAC)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"172","Eric Saubert (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.8%"
"173","Evan Engram (DEN)","3","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","67.3%"
"174","David Njoku (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","71.2%"
"175","Mo Alie-Cox (IND)","1","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.6%"
"176","Robert Tonyan (KC)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"177","Will Dissly (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"178","Albert Okwuegbunam Jr. (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"179","Ross Dwelley (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"180","Tyree Jackson (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"181","Josh Oliver (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.7%"
"182","Foster Moreau (NO)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.2%"
"183","Durham Smythe (CHI)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.1%"
"184","Jordan Akins (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"185","Mike Gesicki (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.5%"
"186","Dallas Goedert (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","87.7%"
"187","Tyler Conklin (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.9%"
"188","Chris Manhertz (NYG)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"189","Darren Waller (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","28.6%"
"190","Zach Wood (NO)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","2.5%"
"191","James Winchester (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"192","Nick Vannett (MIN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"193","Andrew DePaola (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"194","Tyler Ott (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
""
""
