"Rank","Player","TGT","REC","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"29","Jaylen Waddle (MIA)","9","6","82","13.7","24","2","0","0","0","0","0","1","8.2","8.2","95.0%"
"30","George Pickens (DAL)","9","6","79","13.2","19","0","0","0","0","0","0","1","7.9","7.9","97.3%"
"31","Nico Collins (HOU)","11","7","75","10.7","26","1","0","0","0","0","0","1","7.5","7.5","99.0%"
"32","Rashod Bateman (BAL)","4","2","13","6.5","9","0","1","0","0","0","0","1","7.3","7.3","17.8%"
"33","Marquise Brown (KC)","4","2","73","36.5","40","2","0","0","0","0","0","1","7.3","7.3","32.8%"
"34","Ryan Flournoy (DAL)","2","2","12","6.0","7","0","1","0","0","0","0","1","7.2","7.2","1.2%"
"35","Rashid Shaheed (SEA)","9","5","68","13.6","26","1","0","0","0","0","0","1","6.8","6.8","76.2%"
"36","Chimere Dike (TEN)","3","1","5","5.0","5","0","0","0","0","0","0","1","6.5","6.5","30.3%"
"37","Zay Flowers (BAL)","5","5","64","12.8","39","1","0","0","0","0","0","1","6.4","6.4","96.1%"
"38","Jordan Addison (MIN)","4","2","48","24.0","31","1","0","1","16","0","0","1","6.4","6.4","87.7%"
"39","Darius Slayton (NYG)","7","5","62","12.4","24","1","0","0","0","0","0","1","6.2","6.2","25.9%"
"40","Michael Wilson (ARI)","4","3","61","20.3","50","1","0","0","0","0","0","1","6.1","6.1","4.3%"
"41","Charlie Jones (CIN)","0","0","0","0","0","0","0","0","0","0","0","1","6.0","6.0","0.6%"
"42","Christian Watson (GB)","4","2","58","29.0","52","1","0","0","0","0","0","1","5.8","5.8","19.7%"
"43","Chris Olave (NO)","4","3","57","19.0","27","2","0","0","0","0","0","1","5.7","5.7","92.5%"
"44","Calvin Austin III (PIT)","6","5","56","11.2","18","0","0","0","0","0","0","1","5.6","5.6","10.3%"
"45","Ladd McConkey (LAC)","7","4","56","14.0","21","1","0","0","0","0","0","1","5.6","5.6","98.1%"
"46","Brian Thomas Jr. (JAC)","5","3","55","18.3","34","1","0","0","0","0","0","1","5.5","5.5","95.5%"
"47","Elic Ayomanor (TEN)","6","3","46","15.3","29","1","0","0","0","0","0","1","4.6","4.6","28.0%"
"48","Wan'Dale Robinson (NYG)","11","9","46","5.1","9","0","0","0","0","0","0","1","4.6","4.6","60.6%"
"49","Tetairoa McMillan (CAR)","6","4","46","11.5","16","0","0","0","0","0","0","1","4.6","4.6","94.7%"
"50","Deebo Samuel Sr. (WAS)","6","5","41","8.2","19","0","0","1","3","0","0","1","4.4","4.4","92.3%"
"51","Khalil Shakir (BUF)","8","7","43","6.1","20","1","0","0","0","0","0","1","4.3","4.3","81.9%"
"52","Troy Franklin (DEN)","10","4","27","6.8","13","0","0","2","-4","0","0","1","4.3","4.3","51.4%"
"53","Keenan Allen (LAC)","5","2","41","20.5","31","1","0","0","0","0","0","1","4.1","4.1","89.7%"
"54","Malik Washington (MIA)","3","3","48","16.0","28","1","0","3","13","0","1","1","4.1","4.1","19.6%"
"55","Tre Tucker (LV)","4","3","38","12.7","22","1","0","0","0","0","0","1","3.8","3.8","43.3%"
"56","Kendrick Bourne (SF)","2","2","34","17.0","21","1","0","0","0","0","0","1","3.4","3.4","15.5%"
"57","Xavier Worthy (KC)","7","3","23","7.7","18","0","0","1","7","0","0","1","3.0","3.0","92.8%"
"58","Xavier Hutchinson (HOU)","5","3","30","10.0","19","0","0","0","0","0","0","1","3.0","3.0","3.5%"
"59","Dyami Brown (JAC)","7","3","25","8.3","16","0","0","1","4","0","0","1","2.9","2.9","3.6%"
"60","Elijah Moore (BUF)","1","1","28","28.0","28","1","0","0","0","0","0","1","2.8","2.8","0.7%"
"61","Mitch Tinsley (CIN)","2","1","27","27.0","27","1","0","0","0","0","0","1","2.7","2.7","0.6%"
"62","Christian Kirk (HOU)","8","4","26","6.5","13","0","0","0","0","0","0","1","2.6","2.6","26.8%"
"63","Jakobi Meyers (JAC)","6","4","23","5.8","7","0","0","0","0","0","0","1","2.3","2.3","82.5%"
"64","Xavier Legette (CAR)","3","1","22","22.0","22","1","0","0","0","0","0","1","2.2","2.2","18.0%"
"65","Nick Westbrook-Ikhine (MIA)","4","2","22","11.0","17","0","0","0","0","0","0","1","2.2","2.2","1.1%"
"66","Skyy Moore (SF)","1","1","21","21.0","21","1","0","0","0","0","0","1","2.1","2.1","1.9%"
"67","Van Jefferson (TEN)","4","1","21","21.0","21","1","0","0","0","0","0","1","2.1","2.1","0.8%"
"68","Pat Bryant (DEN)","3","2","20","10.0","13","0","0","0","0","0","0","1","2.0","2.0","2.1%"
"69","Jordan Watkins (SF)","1","1","19","19.0","19","0","0","0","0","0","0","1","1.9","1.9","0.7%"
"70","Tre Harris (LAC)","2","2","18","9.0","15","0","0","0","0","0","0","1","1.8","1.8","5.1%"
"71","Keon Coleman (BUF)","2","2","17","8.5","11","0","0","0","0","0","0","1","1.7","1.7","59.2%"
"72","Jalen Nailor (MIN)","4","1","16","16.0","16","0","0","0","0","0","0","1","1.6","1.6","2.1%"
"73","Brandin Cooks (NO)","3","2","16","8.0","10","0","0","0","0","0","0","1","1.6","1.6","2.2%"
"74","Darnell Mooney (ATL)","2","1","15","15.0","15","0","0","0","0","0","0","1","1.5","1.5","47.6%"
"75","Tim Jones (JAC)","1","1","15","15.0","15","0","0","0","0","0","0","1","1.5","1.5","0.0%"
"76","Treylon Burks (WAS)","1","1","14","14.0","14","0","0","0","0","0","0","1","1.4","1.4","0.6%"
"77","KaVontae Turpin (DAL)","3","2","10","5.0","6","0","0","1","3","0","0","1","1.3","1.3","4.5%"
"78","Xavier Smith (LAR)","3","2","12","6.0","7","0","0","0","0","0","0","1","1.2","1.2","0.6%"
"79","Malik Heath (GB)","1","1","11","11.0","11","0","0","0","0","0","0","1","1.1","1.1","0.6%"
"80","Jaylin Lane (WAS)","5","3","29","9.7","15","0","0","0","0","0","1","1","0.9","0.9","1.1%"
"81","Matthew Golden (GB)","3","2","9","4.5","6","0","0","0","0","0","0","1","0.9","0.9","62.9%"
"82","Greg Dortch (ARI)","0","0","0","0","0","0","0","1","9","0","0","1","0.9","0.9","0.8%"
"83","Jalen Coker (CAR)","1","1","9","9.0","9","0","0","0","0","0","0","1","0.9","0.9","7.0%"
"84","Mack Hollins (NE)","2","2","9","4.5","5","0","0","0","0","0","0","1","0.9","0.9","1.1%"
"85","Brycen Tremayne (CAR)","1","1","8","8.0","8","0","0","0","0","0","0","1","0.8","0.8","0.0%"
"86","Jimmy Horn Jr. (CAR)","2","1","1","1.0","1","0","0","1","7","0","0","1","0.8","0.8","0.6%"
"87","Cedrick Wilson Jr. (MIA)","1","1","7","7.0","7","0","0","0","0","0","0","1","0.7","0.7","1.1%"
"88","Tyrell Shavers (BUF)","1","1","7","7.0","7","0","0","0","0","0","0","1","0.7","0.7","0.1%"
"89","Adonai Mitchell (NYJ)","1","1","7","7.0","7","0","0","0","0","0","0","1","0.7","0.7","1.5%"
"90","Curtis Samuel (BUF)","1","1","6","6.0","6","0","0","0","0","0","0","1","0.6","0.6","1.1%"
"91","DK Metcalf (PIT)","4","2","6","3.0","6","0","0","0","0","0","0","1","0.6","0.6","97.8%"
"92","Ray-Ray McCloud III (NYG)","1","1","5","5.0","5","0","0","0","0","0","0","1","0.5","0.5","1.2%"
"93","Jayden Higgins (HOU)","1","1","4","4.0","4","0","0","0","0","0","0","1","0.4","0.4","19.3%"
"94","JuJu Smith-Schuster (KC)","1","1","2","2.0","2","0","0","0","0","0","0","1","0.2","0.2","2.8%"
"95","Kevin Austin Jr. (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"96","Chris Tyree (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"97","Emeka Egbuka (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","97.3%"
"98","Garrett Wilson (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","95.8%"
"99","Jonathan Mingo (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"100","Malik Cunningham (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.1%"
"101","Kayshon Boutte (NE)","1","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","32.6%"
"102","Ronnie Bell (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"103","AJ Henning (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"104","Cornelius Johnson (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"105","Jayden Reed (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","36.6%"
"106","Marvin Mims Jr. (DEN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","33.5%"
"107","Jalen McMillan (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.4%"
"108","Simi Fehoko (ARI)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.0%"
"109","Terrace Marshall Jr. (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"110","Jahan Dotson (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.1%"
"111","Jordan Whittington (LAR)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","2.7%"
"112","Ainias Smith (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"113","Arian Smith (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.7%"
"114","Chris Blair (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"115","Jermaine Burton (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"116","John Metchie III (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.8%"
"117","Tyquan Thornton (KC)","1","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","2.8%"
"118","Beaux Collins (NYG)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"119","Traeshon Holden (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"120","Dee Eskridge (MIA)","1","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"121","Ben Skowronek (PIT)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"122","Joshua Palmer (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6.4%"
"123","Ja'Corey Brooks (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"124","Lawrence Cager (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"125","Mason Kinsey (TEN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"126","Quez Watkins (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"127","Isaiah Hodgins (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"128","Quintez Cephus (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"129","Gabe Davis (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.9%"
"130","Rondale Moore (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.2%"
"131","Tylan Wallace (BAL)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.6%"
"132","Kristian Wilkerson (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"133","James Proche II (TEN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"134","Alex Bachman (LV)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"135","Trenton Irwin (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"136","Jerry Jeudy (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","70.6%"
"137","DeVonta Smith (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","95.2%"
"138","Brandon Aiyuk (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","46.6%"
"139","Devin Duvernay (CHI)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.6%"
"140","D.J. Montgomery (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"141","Tom Kennedy (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"142","Tutu Atwell (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.5%"
"143","Dan Chisena (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"144","Andre Baccellia (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"145","Ihmir Smith-Marsette (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"146","Seth Williams (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"147","Austin Trammell (JAC)","1","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"148","JaQuae Jackson (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"149","Mason Tipton (NO)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.3%"
"150","Bryce Oliver (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"151","Kameron Johnson (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.7%"
"152","Tejhaun Palmer (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"153","Casey Washington (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"154","Jeshaun Jones (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"155","Dee Williams (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.1%"
"156","Devaughn Vele (NO)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.7%"
"157","John Jiles (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"158","Travis Hunter (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","86.4%"
"159","Dominic Lovett (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"160","Devontez Walker (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"161","Isaiah Neyor (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"162","Malachi Corley (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.1%"
"163","Luke McCaffrey (WAS)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","6.6%"
"164","Bub Means (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"165","Joshua Cephus (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"166","Isaiah Williams (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"167","Anthony Gould (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"168","Dayton Wade (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"169","Jamari Thrash (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"170","Ja'Lynn Polk (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"171","Brenden Rice (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"172","Ricky Pearsall (SF)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","73.6%"
"173","Jackson Meeks (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"174","Chandler Brayboy (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"175","Quentin Skinner (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"176","Jakobie Keeney-James (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"177","Dontae Fleming (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"178","Ke'Shawn Williams (PIT)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"179","Tru Edwards (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"180","Brennan Presley (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"181","Dalen Cambre (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"182","JP Richardson (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"183","Hal Presley III (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"184","Jordan Moore (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"185","Stephen Gosnell (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"186","Courtney Jackson (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"187","Coleman Owen (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"188","Tyrone Broden (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"189","Dalevon Campbell (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"190","Kyrese Rowan (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"191","Darius Cooper (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.5%"
"192","Myles Price (MIN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"193","Jahdae Walker (CHI)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"194","Gage Larvadain (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"195","Jeremiah Webb (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"196","Jimmy Holiday (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"197","Ja'seem Reed (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"198","Luke Floriea (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"199","Junior Bergen (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"200","TJ Moore (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"201","Tai Felton (MIN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.6%"
"202","Luther Burden III (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9.6%"
"203","Xavier Restrepo (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.5%"
"204","Jalen Royals (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.4%"
"205","Da'Quan Felton (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"206","Tez Johnson (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","38.0%"
"207","Ricky White III (SEA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.0%"
"208","Theo Wease Jr. (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"209","Jack Bech (LV)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","3.0%"
"210","Will Sheppard (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"211","Nick Nash (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"212","Dont'e Thornton Jr. (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.8%"
"213","Traeshin Holden (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"214","Konata Mumpfield (LAR)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.0%"
"215","Jacksin Meeks (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"216","Jamaal Pritchett (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"217","Isaac TeSlaa (DET)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","3.1%"
"218","Garrett Greene (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"219","Josh Kelly (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"220","Kyle Williams (NE)","1","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","2.9%"
"221","LaJohntay Wester (BAL)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.7%"
"222","Efton Chism III (NE)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.6%"
"223","A.T. Perry (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.6%"
"224","Dontayvion Wicks (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.8%"
"225","Isaiah Bond (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.0%"
"226","KeAndre Lambert-Smith (LAC)","1","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.6%"
"227","Jacoby Jones (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"228","Brandon Johnson (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"229","Britain Covey (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"230","Dareke Young (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"231","DJ Turner (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"232","Brandon Smith (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"233","Justin Shorter (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.9%"
"234","Deven Thompkins (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"235","Bo Melton (GB)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.5%"
"236","Danny Gray (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"237","Jalen Tolbert (DAL)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.9%"
"238","Samori Toure (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"239","Michael Woods II (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"240","Xavier Weaver (ARI)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"241","Tyler Scott (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.7%"
"242","Jalen Brooks (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"243","Jared Wayne (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"244","Ryan Miller (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"245","Dylan Drummond (ATL)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"246","John Stephens Jr. (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"247","Shedrick Jackson (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"248","Jason Brownlee (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"249","Xavier Gipson (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.1%"
"250","Nikko Remigio (KC)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.6%"
"251","Irvin Charles (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.1%"
"252","Lance McCutcheon (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"253","Kaden Davis (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.1%"
"254","Kendric Pryor (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"255","Dennis Houston (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"256","Jacob Cowing (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"257","Johnny Wilson (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.1%"
"258","Trey Palmer (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"259","Derius Davis (LAC)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.6%"
